period,shareName,shareCode,marketName,marketCode,operatingCashFlow,depreciation,amortization,investingCashFlow,investingCashFlowIn,investingCashFlowOut,financingCashFlow,financingCashFlowIn,financingCashFlowOut,decreaseInTangibleAssets,decreaseInOtherTangibleAssets,decreaseInIntangibleAssets,increaseInInvestmentRealEstate,increaseInTangibleAssets,increaseInRealEstate,increaseInOtherTangibleAssets,increaseInIntangibleAssets,increaseInShortTermBorrowings,increaseInDebt,increaseInLongTermBorrowings,decreaseInShortTermBorrowings,decreaseInDebt,decreaseInLongTermBorrowings,acquisitionOfTreasuryStock,beginningOfTermCashAndCashEquivalents,endOfTermCashAndCashEquivalents
2022/12(E),우리엔터프라이즈,037400,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,우수AMS,066590,자동차부품,36,126.2,73.8,,-163.8,33.7,197.5,24.4,586.3,561.9,,,,,,,,,,,,,,,,,
2017/12,우수AMS,066590,자동차부품,36,93.8,84.6,,-93.9,20.0,113.9,25.6,1910.4,1877.7,3.8,3.8,,,96.4,,96.4,,1895.4,,,1877.7,,,,81.2,102.4
2018/12,우수AMS,066590,자동차부품,36,82.2,92.2,,-145.2,25.6,170.8,110.3,1942.7,1824.9,5.9,5.9,0.5,,138.6,,138.6,,1942.7,,,1819.9,,,,102.4,151.8
2019/12,우수AMS,066590,자동차부품,36,89.9,102.6,,-364.3,47.8,412.1,193.7,1886.9,1693.1,8.1,8.1,,,173.2,,173.2,,1546.9,274.7,65.4,1672.2,,,,151.8,72.3
2020/12,우수AMS,066590,자동차부품,36,72.0,113.9,0.3,-358.7,171.4,530.0,319.4,1484.8,1165.3,38.2,38.2,,,150.8,,150.8,1.5,1131.8,200.0,69.1,1118.1,,18.0,,72.3,103.8
2021/12,우수AMS,066590,자동차부품,36,-7.8,136.9,0.5,-191.6,224.9,416.5,176.7,1385.3,1208.5,12.4,12.4,,,191.8,,191.8,0.9,1223.1,13.0,149.2,1074.2,20.0,57.3,,103.8,84.2
2022/12(E),우수AMS,066590,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,우양,103840,식품,38,35.6,27.7,0.6,-62.7,20.8,83.5,34.2,594.4,559.3,,,,,,,,,,,,,,,,,
2017/12,우양,103840,식품,38,65.1,35.8,1.0,-39.5,9.1,48.6,-27.3,214.6,240.9,,,,,38.3,,38.3,2.4,158.6,41.0,15.0,176.9,,5.0,,8.6,6.9
2018/12,우양,103840,식품,38,108.8,37.8,1.0,-106.9,0.7,107.5,-7.1,266.5,273.7,0.4,0.4,,,103.6,,103.6,0.2,213.8,,52.7,243.6,,,,6.9,1.7
2019/12,우양,103840,식품,38,91.8,47.1,1.0,-128.5,4.1,132.7,36.4,534.0,496.9,,,,,127.6,,127.6,,245.2,6.0,181.4,261.5,,103.8,,1.7,1.3
2020/12,우양,103840,식품,38,85.2,60.0,1.0,-194.4,4.3,198.7,110.6,478.9,367.6,,,,,193.6,,193.6,,319.4,,159.5,314.7,,,,1.3,2.8
2021/12,우양,103840,식품,38,-9.3,73.2,0.7,-65.3,0.9,66.2,72.8,455.9,382.3,0.5,0.5,,,52.0,,52.0,,411.9,,44.0,325.8,,,,2.8,1.0
2022/12(E),우양,103840,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,우원개발,046940,건설,42,-49.8,15.5,,12.6,106.8,94.2,39.5,45.9,6.4,,,,,,,,,,,,,,,,,
2017/12,우원개발,046940,건설,42,-270.7,15.2,,-375.5,55.3,430.8,615.7,707.5,91.8,6.4,6.4,,,394.0,,394.0,,114.4,147.0,446.1,83.8,,8.1,,108.8,78.3
2018/12,우원개발,046940,건설,42,392.7,12.9,0.3,-14.5,141.8,156.2,-331.6,247.2,564.2,1.5,1.5,,,16.9,,16.9,1.7,188.1,,59.1,217.0,,347.1,,78.3,125.0
2019/12,우원개발,046940,건설,42,-286.3,19.8,0.4,-23.5,23.1,46.6,285.8,978.5,692.7,2.2,2.2,,,5.7,,5.7,3.1,978.5,,,599.8,11.2,70.0,,125.0,101.0
2020/12,우원개발,046940,건설,42,710.1,19.6,0.5,-22.8,129.6,152.4,-393.8,840.6,1234.4,0.5,0.5,,,11.8,,11.8,0.4,840.6,,,1143.3,,80.0,,101.0,394.5
2021/12,우원개발,046940,건설,42,-113.1,20.8,0.5,-83.2,234.7,317.9,-62.6,,62.6,0.1,0.1,,,9.6,,9.6,1.7,,,,52.0,,,,394.5,135.6
2022/12(E),우원개발,046940,건설,42,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,우정바이오,215380,생명과학도구및서비스,218,-14.6,3.0,0.1,-21.9,4.7,26.6,38.7,75.1,36.4,,,,,,,,,,,,,,,,,
2017/12,우정바이오,215380,생명과학도구및서비스,218,-23.8,4.6,0.1,2.5,290.1,287.6,2.6,8.2,5.6,0.1,0.1,1.0,,12.4,,12.4,4.8,,,,,,,3.8,25.2,22.6
2018/12,우정바이오,215380,생명과학도구및서비스,218,-4.8,7.8,0.3,-28.6,273.0,301.6,122.2,140.8,18.6,,,0.7,,46.7,,46.7,1.8,,125.0,10.0,,,,16.2,22.6,111.3
2019/12,우정바이오,215380,생명과학도구및서비스,218,2.1,13.3,0.4,-73.5,195.0,268.5,7.1,13.2,6.1,,,4.5,,21.6,,21.6,2.3,10.0,,,,,,0.1,111.3,47.1
2020/12,우정바이오,215380,생명과학도구및서비스,218,-85.7,15.3,0.6,-182.2,366.0,548.2,262.5,295.7,33.1,0.1,0.1,,,157.7,,157.7,8.7,80.0,,160.0,8.0,,10.0,,47.1,41.1
2021/12,우정바이오,215380,생명과학도구및서비스,218,17.3,26.4,0.6,-294.4,400.6,695.0,240.6,281.4,40.9,0.7,0.7,0.9,,366.8,,366.8,0.4,37.0,160.0,80.0,27.9,,3.1,,41.1,4.6
2022/12(E),우정바이오,215380,생명과학도구및서비스,218,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,우주일렉트로,065680,핸드셋,207,309.5,131.2,4.8,-157.5,9.9,167.3,-180.5,17.8,175.7,,,,,,,,,,,,,,,,,
2017/12,우주일렉트로,065680,핸드셋,207,113.7,127.4,4.2,-199.8,108.2,308.0,46.0,90.8,19.1,36.5,36.5,,,195.0,,195.0,4.0,90.8,,,19.1,,,,357.1,307.0
2018/12,우주일렉트로,065680,핸드셋,207,17.3,138.0,3.9,-40.6,128.3,168.9,26.8,48.2,,5.4,5.4,0.1,,134.8,,134.8,1.7,48.2,,,,,,,307.0,326.9
2019/12,우주일렉트로,065680,핸드셋,207,394.6,141.8,3.6,-197.3,64.4,261.7,-41.2,0.5,28.9,3.6,3.6,,,246.3,,246.3,12.8,0.5,,,,,,21.7,326.9,479.5
2020/12,우주일렉트로,065680,핸드셋,207,274.7,164.8,4.5,-274.0,20.6,294.6,-19.0,14.4,8.4,0.4,0.4,,,161.4,,161.4,16.9,14.4,,,,,,,479.5,458.8
2021/12,우주일렉트로,065680,핸드셋,207,348.1,182.0,4.4,-113.8,12.9,126.7,-51.5,,22.4,12.8,12.8,,,102.3,,102.3,18.1,,,,15.7,,,,458.8,648.3
2022/12(E),우주일렉트로,065680,핸드셋,207,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,우진비앤지,018620,제약,35,28.3,8.7,0.1,-140.0,10.6,150.6,144.9,221.0,76.1,,,,,,,,,,,,,,,,,
2017/12,우진비앤지,018620,제약,35,-15.4,14.7,0.3,-85.2,8.4,93.6,47.2,67.8,20.7,,,,,86.5,,86.5,2.4,67.8,,,18.9,,,,67.1,13.4
2018/12,우진비앤지,018620,제약,35,-37.2,24.4,1.1,-16.2,6.1,22.3,64.9,280.5,215.6,0.1,0.1,,,8.6,,8.6,1.1,197.8,,,167.7,32.1,,,13.4,24.9
2019/12,우진비앤지,018620,제약,35,-18.5,23.8,2.6,-132.4,46.0,178.4,182.6,354.1,171.5,,,,,27.1,,27.1,4.2,40.0,165.0,,132.6,23.0,,,24.9,50.2
2020/12,우진비앤지,018620,제약,35,24.7,14.2,7.2,-78.5,40.8,119.3,94.8,149.0,54.2,,,2.6,,52.7,,52.7,3.7,35.8,30.0,47.0,35.4,15.2,,,50.2,91.0
2021/12,우진비앤지,018620,제약,35,40.9,14.7,7.6,-12.5,55.4,68.0,-9.8,15.9,25.7,6.1,6.1,,,24.1,,24.1,0.4,15.9,,,21.8,,,,91.0,110.3
2022/12(E),우진비앤지,018620,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,원바이오젠,307280,건강관리장비와용품,211,-3.4,5.6,2.1,-6.7,0.2,6.9,6.2,16.9,10.8,,,,,,,,,,,,,,,,,
2017/12,원바이오젠,307280,건강관리장비와용품,211,11.3,4.8,8.6,-20.7,3.5,24.2,33.9,75.7,41.7,,,,,19.4,14.6,,0.1,32.0,,,18.6,,13.9,,3.4,27.9
2018/12,원바이오젠,307280,건강관리장비와용품,211,16.9,4.1,0.2,-7.6,1.1,8.7,-28.1,13.9,42.0,0.2,0.2,,,5.7,,,1.0,12.0,,,31.9,,5.3,,27.9,9.2
2019/12,원바이오젠,307280,건강관리장비와용품,211,25.9,5.7,0.6,-35.2,37.9,73.2,11.1,51.6,40.5,15.4,15.4,,,50.8,,50.8,0.5,,,21.6,12.0,,15.7,,9.2,10.9
2020/12,원바이오젠,307280,건강관리장비와용품,211,8.0,6.7,0.6,-7.3,19.8,27.1,-0.1,10.3,10.4,,,,,6.8,,6.8,0.1,10.0,0.2,,,,1.9,,10.9,11.3
2021/12,원바이오젠,307280,건강관리장비와용품,211,10.8,8.2,0.6,-24.8,162.2,187.0,65.7,84.0,18.2,,,,,23.4,,23.4,,,79.8,,14.2,,,,12.0,76.7
2022/12(E),원바이오젠,307280,건강관리장비와용품,211,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,원방테크,053080,기계,138,-19.8,5.8,0.2,-58.1,557.2,615.3,-42.8,,1.7,,,,,,,,,,,,,,,,,
2017/12,원방테크,053080,기계,138,81.2,5.1,0.6,-59.7,398.3,457.9,-67.8,,26.8,0.2,0.2,,,52.4,,52.4,3.2,,,,,,,,155.9,109.7
2018/12,원방테크,053080,기계,138,512.8,6.1,0.7,-383.9,285.7,669.6,2.7,162.0,119.4,0.5,0.5,,,106.4,,106.4,0.6,,,162.0,,,115.2,2.7,137.9,269.3
2019/12,원방테크,053080,기계,138,91.9,23.6,9.8,-124.2,620.1,744.3,84.2,435.7,351.5,0.1,0.1,1.8,,56.8,,56.8,7.2,,,435.7,,,40.5,,269.3,321.1
2020/12,원방테크,053080,기계,138,153.8,31.6,12.9,-240.1,128.2,368.3,154.3,257.9,101.8,0.2,0.2,1.2,,115.0,,115.0,5.3,,,48.9,,,93.2,,321.1,386.4
2021/12,원방테크,053080,기계,138,-177.6,39.2,13.2,-20.4,736.2,756.7,37.0,403.4,326.4,1.6,1.6,,55.1,41.0,,41.0,11.6,,,367.6,,,315.4,,386.4,230.0
2022/12(E),원방테크,053080,기계,138,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,원익,032940,건강관리장비와용품,211,13.8,9.3,6.2,137.2,273.0,135.8,-156.9,750.9,907.8,,,,,,,,,,,,,,,,,
2017/12,원익,032940,화장품,206,29.2,12.3,2.4,-196.5,533.4,729.9,164.6,796.1,631.5,0.7,0.7,,,45.6,,45.6,0.8,789.3,,6.3,630.7,,0.7,,13.9,11.1
2018/12,원익,032940,화장품,206,-4.0,15.5,2.1,43.3,71.5,28.2,-32.3,862.8,895.1,0.8,0.8,,,10.4,,10.4,0.9,669.7,,3.5,823.0,,5.9,,11.1,18.4
2019/12,원익,032940,화장품,206,68.1,22.1,1.1,-2.5,483.3,485.8,-23.4,530.8,554.2,0.2,0.2,,,23.5,,23.5,1.1,500.7,,30.0,540.5,,,,18.4,60.4
2020/12,원익,032940,화장품,206,81.0,23.5,1.0,-70.3,180.0,250.3,-23.5,505.9,529.4,0.1,0.1,,,11.9,,11.9,0.7,500.6,,5.0,496.4,,20.0,3.0,60.4,47.4
2021/12,원익,032940,화장품,206,82.1,23.1,1.3,-17.3,56.6,73.9,-55.6,562.2,617.9,0.4,0.4,,,13.8,,13.8,8.6,491.4,,70.0,607.9,,,,47.4,56.9
2022/12(E),원익,032940,화장품,206,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,원익머트리얼즈,104830,화학,140,334.1,114.0,5.5,-398.0,44.1,451.2,19.5,124.0,102.7,,,,,,,,,,,,,,,,,
2017/12,원익머트리얼즈,104830,화학,140,409.2,149.8,5.2,-321.7,161.6,502.0,46.1,532.7,485.9,0.6,0.6,,,443.8,,443.8,2.1,477.8,,2.3,481.2,,,,200.2,331.6
2018/12,원익머트리얼즈,104830,화학,140,412.2,190.1,2.5,-458.7,227.2,687.9,11.4,23.6,12.2,1.8,1.8,0.3,0.2,501.7,,501.7,17.3,23.6,,,,,6.5,,331.6,297.0
2019/12,원익머트리얼즈,104830,화학,140,384.4,203.5,2.0,-623.2,74.3,699.1,210.2,238.2,2.8,9.8,9.8,2.2,,588.9,,588.9,14.1,238.2,,,0.1,,,,297.0,266.3
2020/12,원익머트리얼즈,104830,화학,140,693.9,231.0,1.6,-475.0,94.4,574.0,22.4,49.9,3.6,18.8,18.8,,,482.0,,482.0,5.0,49.9,,,,,,,266.3,499.1
2021/12,원익머트리얼즈,104830,화학,140,590.2,239.7,1.6,-571.1,150.0,727.1,-84.0,2.7,55.9,27.4,27.4,,,513.6,,513.6,3.2,2.7,,,52.3,,,,499.1,448.6
2022/12(E),원익머트리얼즈,104830,화학,140,566.7,,,-618.3,,,-69.0,,,,,,,,,,,,,,,,,,,
2016/12,원익IPS,240810,반도체와반도체장비,202,189.8,96.2,15.7,-149.6,23.0,175.6,77.1,80.0,2.1,,,,,,,,,,,,,,,,,
2017/12,원익IPS,240810,반도체와반도체장비,202,964.0,144.3,26.2,-222.8,16.6,250.8,-1.7,,,6.1,6.1,,,180.5,,180.5,16.1,,,,,,,,389.4,1125.0
2018/12,원익IPS,240810,반도체와반도체장비,202,466.0,163.3,21.2,-567.3,22.8,614.7,-114.3,,30.0,0.2,0.2,,,466.9,,466.9,22.7,,,,30.0,,,,1125.0,908.9
2019/12,원익IPS,240810,반도체와반도체장비,202,-162.0,280.6,64.0,-396.8,302.2,715.0,-212.3,150.0,269.9,0.8,0.8,,,572.9,,572.9,27.1,150.0,,,90.0,,,163.3,908.9,135.4
2020/12,원익IPS,240810,반도체와반도체장비,202,2250.6,315.5,68.6,-828.1,119.5,959.6,-163.9,,162.6,1.0,1.0,,,583.3,,583.3,25.2,,,,150.0,,,,135.4,1351.0
2021/12,원익IPS,240810,반도체와반도체장비,202,1372.9,309.2,69.8,-2237.8,2023.1,4281.8,-110.3,,13.0,0.2,0.2,,,974.7,,974.7,34.0,,,,,,,,1351.0,376.8
2022/12(E),원익IPS,240810,반도체와반도체장비,202,2078.7,,,-101.3,,,75.6,,,,,,,,,,,,,,,,,,,
2016/12,원익큐브,014190,화학,140,15.3,8.0,0.4,-15.7,11.1,26.8,23.5,908.3,884.8,,,,,,,,,,,,,,,,,
2017/12,원익큐브,014190,화학,140,-37.4,19.4,0.7,-405.6,48.7,454.3,431.4,1692.6,1261.2,0.1,0.1,,414.9,9.9,,9.9,1.1,1331.4,,265.0,1246.2,,,,34.2,22.6
2018/12,원익큐브,014190,화학,140,5.2,23.8,0.7,-39.7,44.4,84.1,38.1,1001.1,963.0,1.0,1.0,0.2,,80.7,,80.7,,1001.1,,,939.3,,5.0,,22.6,26.3
2019/12,원익큐브,014190,화학,140,36.8,36.7,0.8,262.7,295.0,32.3,55.7,780.3,724.6,,,,,25.1,,25.1,3.4,777.8,,,717.2,,,,26.3,381.5
2020/12,원익큐브,014190,화학,140,123.4,18.0,1.8,-14.7,10.3,25.0,-169.1,683.3,852.4,0.1,0.1,,,6.0,,6.0,1.3,681.7,,,846.8,,,,381.5,321.0
2021/12,원익큐브,014190,화학,140,43.2,16.1,1.3,-10.6,53.3,63.9,26.8,768.8,742.0,0.1,0.1,,,11.4,,11.4,,766.4,,,736.8,,,,321.0,380.4
2022/12(E),원익큐브,014190,화학,140,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,원익피앤이,131390,전기제품,221,-1.3,6.4,,-9.1,22.6,31.6,7.3,11.9,4.6,,,,,,,,,,,,,,,,,
2017/12,원익피앤이,131390,전기제품,221,19.8,7.0,,-47.3,14.1,61.4,8.9,33.0,24.1,,,,,26.9,,26.9,7.4,,,5.0,,,5.0,8.7,112.1,92.3
2018/12,원익피앤이,131390,전기제품,221,78.9,7.8,,-8.6,36.5,45.1,105.6,145.9,40.3,0.7,0.7,1.9,,35.7,,35.7,4.6,32.0,99.3,5.0,32.0,,5.0,,92.3,267.8
2019/12,원익피앤이,131390,전기제품,221,-164.7,14.4,,-101.2,8.3,109.5,29.6,238.2,194.4,0.2,0.2,,,97.7,,97.7,3.0,208.8,,8.0,142.6,30.9,,,267.8,31.3
2020/12,원익피앤이,131390,전기제품,221,604.1,15.6,2.1,-386.1,92.4,478.6,-25.5,108.0,133.5,1.9,1.9,,,116.8,,116.8,1.7,108.0,,,119.2,9.0,,,31.3,208.0
2021/12,원익피앤이,131390,전기제품,221,-135.5,22.1,7.8,44.4,702.5,658.7,390.0,496.8,106.8,0.3,0.3,0.1,,31.1,,31.1,4.7,485.0,,,90.0,,1.0,,208.0,506.8
2022/12(E),원익피앤이,131390,전기제품,221,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,원익홀딩스,030530,반도체와반도체장비,202,425.9,159.2,11.9,-664.9,459.3,1139.7,5.5,259.4,249.0,,,,,,,,,,,,,,,,,
2017/12,원익홀딩스,030530,반도체와반도체장비,202,529.0,183.2,10.1,-1427.3,901.8,2357.3,979.4,4032.1,3037.0,3.0,3.0,,24.2,483.3,,483.3,17.3,3882.6,,96.8,3032.4,,,,318.8,398.0
2018/12,원익홀딩스,030530,반도체와반도체장비,202,752.3,216.1,5.3,-765.6,492.5,1313.9,-9.8,1788.8,1764.9,2.0,2.0,1.4,39.1,682.3,,682.3,40.4,1165.0,400.0,223.9,1709.5,,50.4,,398.0,375.3
2019/12,원익홀딩스,030530,반도체와반도체장비,202,954.2,276.5,7.6,94.2,1748.6,1692.2,-1024.3,1574.1,2525.1,11.9,11.9,2.2,1.3,798.8,,798.8,36.7,1447.0,117.1,10.0,1365.3,70.0,820.0,,375.3,401.4
2020/12,원익홀딩스,030530,반도체와반도체장비,202,1105.4,307.4,7.9,-1348.4,487.8,1847.1,732.8,1554.0,767.7,184.7,184.7,,1.5,821.8,,821.8,9.4,462.9,,988.0,,741.0,,,401.4,882.7
2021/12,원익홀딩스,030530,반도체와반도체장비,202,810.1,352.2,155.9,-627.4,746.7,1423.3,247.7,454.7,138.6,29.2,29.2,0.1,2.6,633.4,,633.4,34.6,182.1,,271.7,,108.8,,,882.7,1327.5
2022/12(E),원익홀딩스,030530,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,원일특강,012620,철강,62,128.6,11.5,0.6,-86.2,99.9,189.7,-48.2,202.9,247.6,,,,,,,,,,,,,,,,,
2017/12,원일특강,012620,철강,62,-100.1,12.1,0.6,-100.5,15.7,117.1,188.1,203.6,12.0,0.7,0.7,,,103.5,,103.5,,142.4,,61.2,,,,,91.7,79.1
2018/12,원일특강,012620,철강,62,93.5,12.7,0.6,-124.0,0.1,124.6,22.0,105.9,79.5,0.1,0.1,,,96.2,,96.2,,,,105.9,57.3,,,,79.1,70.7
2019/12,원일특강,012620,철강,62,39.8,19.2,0.2,9.5,65.4,59.4,-22.7,138.0,155.5,0.6,0.6,,,35.5,,35.5,0.4,38.0,,100.0,,,,,70.7,97.2
2020/12,원일특강,012620,철강,62,62.3,29.9,0.1,68.0,99.6,33.2,42.1,149.0,100.3,0.2,0.2,,,27.5,,27.5,0.1,111.8,,37.2,,,,,97.2,269.4
2021/12,원일특강,012620,철강,62,57.6,38.8,0.2,0.6,16.3,16.8,-213.4,30.4,238.5,0.3,0.3,0.6,,13.0,,13.0,0.9,30.4,,,,,,,269.4,114.8
2022/12(E),원일특강,012620,철강,62,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,원티드랩,376980,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12,원티드랩,376980,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/12,원티드랩,376980,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/12,원티드랩,376980,IT서비스,154,-41.4,6.7,0.4,-31.0,21.9,53.0,93.3,100.0,6.7,,,,,0.5,,0.5,0.1,,,,,,,,18.7,39.5
2020/12,원티드랩,376980,IT서비스,154,-28.4,12.9,0.4,6.8,51.9,45.1,14.6,20.0,5.4,,,,,11.1,,11.1,0.1,20.0,,,,,,,39.5,32.6
2021/12,원티드랩,376980,IT서비스,154,99.2,14.2,0.8,-238.8,51.1,289.9,220.8,234.1,13.3,,,,,3.6,,3.6,2.9,,,,,,,,32.6,113.8
2022/12(E),원티드랩,376980,IT서비스,154,128.3,,,-35.7,,,-1.3,,,,,,,,,,,,,,,,,,,
2016/12,원풍,008370,화학,140,48.0,24.0,0.2,-27.1,90.5,117.5,-24.5,2.6,10.3,,,,,,,,,,,,,,,,,
2017/12,원풍,008370,화학,140,63.0,31.0,0.3,-7.3,15.6,22.9,-31.6,,13.0,,,,,22.1,,22.1,0.4,,,,8.2,,,,79.3,99.6
2018/12,원풍,008370,화학,140,28.8,28.1,0.3,-12.9,0.7,13.6,-32.1,1.0,12.5,0.7,0.7,,,3.1,,3.1,,,,,0.3,,,10.2,99.6,83.9
2019/12,원풍,008370,화학,140,77.4,25.9,0.5,-44.9,2.0,46.9,-31.0,0.2,13.7,0.6,0.6,,,9.9,,9.9,1.7,0.2,,,,,,12.5,83.9,84.3
2020/12,원풍,008370,화학,140,72.4,41.5,0.5,-11.2,10.0,21.3,-26.3,2.3,11.5,,,,,7.4,,7.4,0.4,,,,1.1,,,10.4,84.3,113.0
2021/12,원풍,008370,화학,140,46.3,24.2,0.5,-104.9,180.8,285.7,19.0,43.5,6.7,0.1,0.1,,,21.3,,21.3,0.4,,,,,,,6.7,113.0,75.3
2022/12(E),원풍,008370,화학,140,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,원풍물산,008290,"섬유,의류,신발,호화품",134,11.6,9.0,0.1,-24.6,1.8,26.3,3.3,3.4,,,,,,,,,,,,,,,,,,
2017/12,원풍물산,008290,"섬유,의류,신발,호화품",134,-4.8,7.9,0.2,-7.3,4.3,11.6,6.4,61.8,55.4,0.1,,,,6.9,,,0.6,34.5,12.3,,,40.0,,,34.5,28.7
2018/12,원풍물산,008290,"섬유,의류,신발,호화품",134,-7.6,7.1,0.2,-33.0,5.9,38.9,51.6,105.0,53.4,0.1,,,,4.2,,,,,95.0,10.0,33.4,20.0,,,28.7,39.7
2019/12,원풍물산,008290,"섬유,의류,신발,호화품",134,3.2,8.6,0.2,-38.2,106.4,144.7,26.8,46.9,20.2,,,,,4.1,,,0.3,46.9,,,,5.0,,,39.7,31.4
2020/12,원풍물산,008290,"섬유,의류,신발,호화품",134,-34.5,7.6,0.2,-1.8,91.9,93.8,12.5,110.2,97.7,0.4,,,,3.2,,,,110.2,,,79.5,,,,31.4,7.5
2021/12,원풍물산,008290,"섬유,의류,신발,호화품",134,-37.3,6.6,0.2,44.2,98.0,53.9,-10.2,129.1,139.3,0.2,,,,6.9,,,,129.1,,,132.1,,,,7.5,4.1
2022/12(E),원풍물산,008290,"섬유,의류,신발,호화품",134,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,월덱스,101160,반도체와반도체장비,202,61.5,60.3,5.3,-12.7,93.7,106.4,-43.1,383.9,427.0,,,,,,,,,,,,,,,,,
2017/12,월덱스,101160,반도체와반도체장비,202,134.2,51.5,9.0,-2.6,125.2,127.8,-86.0,384.8,470.8,2.1,2.1,,,34.0,,34.0,0.2,362.4,,22.3,404.3,,,,58.7,99.9
2018/12,월덱스,101160,반도체와반도체장비,202,121.8,41.2,5.2,-38.6,62.6,101.2,-23.2,535.5,552.1,0.2,0.2,,,63.3,,63.3,0.1,429.8,,105.7,484.0,,4.2,,99.9,160.7
2019/12,월덱스,101160,반도체와반도체장비,202,280.5,56.6,5.2,-63.9,39.3,103.2,-46.2,628.1,666.0,,,,,65.0,,65.0,0.5,601.2,,26.7,625.5,,11.3,,160.7,327.5
2020/12,월덱스,101160,반도체와반도체장비,202,245.9,64.8,4.5,-42.1,29.2,71.3,-16.5,272.6,280.8,0.3,0.3,,,48.8,,48.8,0.7,266.0,,6.6,260.3,,,,327.6,487.9
2021/12,월덱스,101160,반도체와반도체장비,202,262.0,75.2,0.7,-242.4,3.1,245.5,-27.9,326.2,342.6,,,,,241.4,,241.4,0.7,326.0,,,326.0,,,,488.0,502.1
2022/12(E),월덱스,101160,반도체와반도체장비,202,293.0,,,-191.0,,,-13.0,,,,,,,,,,,,,,,,,,,
2016/12,웨이브일렉트로,095270,통신장비,136,-20.4,11.9,6.0,-154.0,26.4,180.4,148.4,519.8,371.4,,,,,,,,,,,,,,,,,
2017/12,웨이브일렉트로,095270,통신장비,136,22.2,8.8,8.2,-94.3,23.9,118.2,78.8,684.7,605.9,,,,,8.7,,8.7,46.5,568.5,70.0,10.1,597.2,,,,12.1,19.1
2018/12,웨이브일렉트로,095270,통신장비,136,-31.8,24.2,37.6,-33.5,15.6,49.1,121.0,587.6,466.6,0.9,0.9,,,6.0,,6.0,14.4,435.2,80.0,48.0,398.4,48.5,,,19.1,74.9
2019/12,웨이브일렉트로,095270,통신장비,136,-112.7,45.0,69.9,-40.5,138.6,179.1,176.2,424.6,248.4,0.2,0.2,1.6,,11.0,,11.0,1.7,126.3,190.0,108.2,193.7,,,5.0,74.9,98.1
2020/12,웨이브일렉트로,095270,통신장비,136,-39.2,36.6,22.1,44.0,93.5,49.5,5.2,681.9,676.7,0.1,0.1,,,9.5,,9.5,,370.1,227.8,4.8,357.9,187.0,,,98.1,107.3
2021/12,웨이브일렉트로,095270,통신장비,136,-155.2,15.0,1.8,724.8,821.5,96.7,-158.4,3.8,162.2,184.9,184.9,2.2,,5.0,,5.0,8.0,,,3.8,73.2,62.3,,,107.3,518.5
2022/12(E),웨이브일렉트로,095270,통신장비,136,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,웰크론,065950,건설,42,-151.9,24.5,7.9,-16.8,265.7,287.3,14.9,679.1,648.4,,,,,,,,,,,,,,,,,
2017/12,웰크론,065950,건설,42,90.8,24.8,12.5,-150.1,190.1,345.2,168.2,1248.3,1062.3,3.0,3.0,,,48.0,,48.0,8.9,1003.8,218.2,21.3,1010.6,20.0,19.1,,380.3,480.3
2018/12,웰크론,065950,건설,42,-71.1,26.4,14.9,-306.3,182.5,491.5,311.1,1125.2,821.0,0.5,0.5,19.5,,159.8,,159.8,4.2,836.1,179.0,47.2,721.4,,,,480.3,414.0
2019/12,웰크론,065950,건설,42,311.2,39.8,13.6,-72.0,303.3,384.6,-115.4,615.7,724.6,50.0,50.0,1.6,,115.5,,115.5,4.7,502.2,,88.2,533.3,116.3,,,414.0,350.8
2020/12,웰크론,065950,건설,42,393.2,37.5,13.3,-267.5,247.5,519.0,-73.5,469.8,535.7,1.6,1.6,2.2,89.8,69.5,,69.5,8.8,365.2,,104.6,440.1,53.5,,8.6,350.8,395.6
2021/12,웰크론,065950,건설,42,-94.3,41.1,11.5,-32.7,775.5,810.3,33.6,534.7,496.9,,,0.2,,16.5,,16.5,9.7,263.8,271.0,,394.8,,,38.3,395.6,305.4
2022/12(E),웰크론,065950,건설,42,,,,,,,,,,,,,,,,,,,,,,,,,,
