period,shareName,shareCode,marketName,marketCode,operatingCashFlow,depreciation,amortization,investingCashFlow,investingCashFlowIn,investingCashFlowOut,financingCashFlow,financingCashFlowIn,financingCashFlowOut,decreaseInTangibleAssets,decreaseInOtherTangibleAssets,decreaseInIntangibleAssets,increaseInInvestmentRealEstate,increaseInTangibleAssets,increaseInRealEstate,increaseInOtherTangibleAssets,increaseInIntangibleAssets,increaseInShortTermBorrowings,increaseInDebt,increaseInLongTermBorrowings,decreaseInShortTermBorrowings,decreaseInDebt,decreaseInLongTermBorrowings,acquisitionOfTreasuryStock,beginningOfTermCashAndCashEquivalents,endOfTermCashAndCashEquivalents
2021/12,인지소프트,100030,소프트웨어,33,56.9,9.9,0.2,45.9,164.9,119.0,-9.8,1.3,11.1,,,,,1.4,,1.4,0.2,1.3,,,2.4,,,,28.8,121.8
2022/12(E),인지소프트,100030,소프트웨어,33,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,모바일어플라이언스,087260,전자제품,213,25.2,4.8,11.3,-28.6,3.8,32.4,-26.6,85.9,112.5,,,,,,,,,,,,,,,,,
2017/12,모바일어플라이언스,087260,전자제품,213,-81.2,6.0,13.9,-67.3,35.4,102.6,161.9,275.0,113.1,,,,,12.7,,12.7,21.1,50.0,148.2,27.0,80.4,,32.7,,23.1,35.9
2018/12,모바일어플라이언스,087260,전자제품,213,84.5,7.4,16.6,-62.6,23.0,85.6,15.2,48.6,33.4,,,,,5.0,,5.0,16.3,24.7,,,24.7,,6.0,,35.9,72.2
2019/12,모바일어플라이언스,087260,전자제품,213,-3.5,7.3,16.8,-30.3,105.0,135.4,-34.2,45.2,79.4,,,,,2.6,,2.6,14.0,45.0,,,24.7,50.0,,,72.2,4.2
2020/12,모바일어플라이언스,087260,전자제품,213,102.3,7.0,13.8,-232.4,125.2,357.6,216.5,262.4,45.8,,,,,3.0,,3.0,17.2,12.0,250.0,,45.0,,,,4.2,90.8
2021/12,모바일어플라이언스,087260,전자제품,213,64.7,5.8,14.0,-8.0,412.2,420.2,0.3,0.5,0.2,,,,,2.6,,2.6,14.4,,,,,,,,90.8,146.7
2022/12(E),모바일어플라이언스,087260,전자제품,213,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,모베이스,101330,자동차부품,36,367.2,114.2,1.6,-193.7,938.8,1135.5,-12.9,5.9,17.7,21.4,21.4,1.4,,298.7,,298.7,3.7,,,,16.6,,1.0,0.2,251.9,434.8
2017/12,모베이스,101330,자동차부품,36,271.5,116.1,2.5,-272.6,426.7,703.2,-28.5,17.7,15.2,42.3,42.3,,,296.3,,296.3,,12.7,,,,,5.6,9.5,434.8,386.4
2018/12,모베이스,101330,자동차부품,36,267.7,152.4,3.1,-446.7,195.5,645.1,149.8,194.3,19.4,19.5,19.5,,,239.3,,239.3,64.7,6.1,,186.7,,,,5.5,386.4,377.6
2019/12,모베이스,101330,자동차부품,36,826.9,272.2,3.7,-506.5,199.2,713.6,-35.6,286.8,246.7,72.2,72.2,0.9,,422.2,,422.2,0.7,13.9,201.1,,40.0,,10.6,,377.6,677.5
2020/12,모베이스,101330,자동차부품,36,761.9,521.7,34.3,-354.7,224.9,585.6,-550.5,480.2,922.8,55.8,55.8,0.1,,454.3,,454.3,5.1,207.5,,272.6,559.3,,339.6,,677.5,525.6
2021/12,모베이스,101330,자동차부품,36,646.1,529.5,48.0,-162.3,405.2,579.2,-542.2,176.0,590.1,63.6,63.6,6.2,,424.4,,424.4,34.3,94.6,,81.4,192.4,,349.1,20.0,525.6,494.7
2022/12(E),모베이스,101330,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,모베이스전자,012860,자동차부품,36,111.9,277.9,85.2,-802.9,134.1,936.9,727.4,833.5,71.0,116.6,116.6,,,780.1,,780.1,131.8,132.3,,701.1,,,71.0,,54.7,89.0
2017/12,모베이스전자,012860,자동차부품,36,579.3,303.4,92.9,-327.6,281.3,608.9,-207.1,137.7,292.1,11.4,11.4,,,461.5,,461.5,140.7,-22.6,,160.2,,,292.1,,89.0,130.2
2018/12,모베이스전자,012860,자동차부품,36,104.9,303.6,45.1,-395.8,65.1,460.8,279.5,670.5,365.0,49.2,49.2,,,422.9,,422.9,25.7,189.2,,481.3,,,365.0,,130.2,121.9
2019/12,모베이스전자,012860,자동차부품,36,449.9,316.7,38.5,-326.1,66.1,392.2,93.5,1462.4,1343.7,55.9,55.9,,,361.8,,361.8,14.2,659.9,66.7,281.5,561.2,,756.6,,121.9,342.2
2020/12,모베이스전자,012860,자동차부품,36,432.1,313.4,30.1,-221.3,102.1,323.4,-444.5,273.9,713.9,19.6,19.6,,,248.2,,248.2,3.7,121.5,,152.4,409.4,,279.0,,342.2,104.8
2021/12,모베이스전자,012860,자동차부품,36,372.3,316.1,44.6,-323.1,52.6,375.6,-97.1,296.9,366.9,49.8,49.8,2.7,,331.0,,331.0,28.4,187.3,,81.4,127.2,,181.1,,104.8,60.6
2022/12(E),모베이스전자,012860,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,모비스,250060,생명과학도구및서비스,218,-8.1,0.4,,9.4,16.4,6.9,-3.0,,3.0,,,,,,,,,,,,,,,,,
2017/12,모비스,250060,생명과학도구및서비스,218,-8.4,0.7,,-18.7,134.9,153.6,5.8,6.4,0.6,0.1,0.1,,0.1,2.3,,2.3,,,,,,,,0.6,40.3,18.9
2018/12,모비스,250060,생명과학도구및서비스,218,-3.1,1.7,1.4,-46.8,73.6,120.4,101.9,101.9,,,,,16.0,28.1,,28.1,5.0,,,20.0,,,,,18.9,70.9
2019/12,모비스,250060,생명과학도구및서비스,218,-6.1,6.8,5.6,-106.8,7.3,114.1,55.9,61.3,5.4,,,,,1.0,,1.0,0.1,0.1,,,,,,,138.7,81.9
2020/12,모비스,250060,생명과학도구및서비스,218,24.6,7.2,5.6,4.4,72.0,67.5,31.7,37.8,6.1,0.1,0.1,,,0.9,,0.9,0.2,1.2,31.0,,1.3,,,,81.9,142.7
2021/12,모비스,250060,생명과학도구및서비스,218,-14.6,8.9,4.3,-201.2,66.7,268.0,265.1,300.9,35.8,,,,,10.7,,10.7,0.3,,110.0,20.0,,,,,142.7,191.9
2022/12(E),모비스,250060,생명과학도구및서비스,218,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/03,모아텍,033200,전자장비와기기,197,1.0,2.5,0.1,-70.4,79.1,149.5,-253.5,,253.5,,,,,0.6,,0.6,,,,,,,,251.7,499.3,171.7
2018/03,모아텍,033200,전자장비와기기,197,24.6,9.7,0.6,-52.4,696.6,749.0,-0.3,,0.3,0.1,0.1,,0.7,1.5,,1.5,0.2,,,,,,,0.3,171.7,140.0
2019/03,모아텍,033200,전자장비와기기,197,22.6,9.7,0.6,-11.8,904.2,916.0,,,,,,,0.3,7.5,,7.5,1.1,,,,,,,,140.0,150.5
2020/03,모아텍,033200,전자장비와기기,197,16.3,10.2,0.7,-9.0,740.5,749.4,-0.2,,0.2,0.1,0.1,,0.4,2.7,,2.7,0.4,,,,,,,,150.5,157.9
2021/03,모아텍,033200,전자장비와기기,197,1.6,10.1,0.5,-50.2,558.1,608.3,-0.1,,0.1,,,,,6.4,,6.4,,,,,,,,,157.9,106.1
2022/03,모아텍,033200,전자장비와기기,197,-5.8,9.1,0.3,11.0,714.9,703.8,-0.1,,0.1,,,0.6,0.6,3.7,,3.7,0.1,,,,,,,,106.1,113.7
2023/03(E),모아텍,033200,전자장비와기기,197,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,모트렉스,118990,자동차부품,36,101.3,11.5,30.7,-105.2,26.4,131.6,62.4,455.2,392.9,,,,,,,,,,,,,,,,,
2017/12,모트렉스,118990,자동차부품,36,237.2,12.3,43.9,-586.0,518.3,1104.4,353.6,864.2,510.6,0.2,0.2,4.2,,18.9,,18.9,97.8,279.2,,0.4,403.1,,,64.4,79.5,108.1
2018/12,모트렉스,118990,자동차부품,36,-138.6,23.1,76.8,-1730.9,2273.3,4004.2,1903.3,2800.5,859.2,14.5,14.5,,,138.4,,138.4,210.5,504.2,156.1,1616.7,211.2,,563.9,64.5,108.1,150.7
2019/12,모트렉스,118990,자동차부품,36,192.2,93.8,114.2,-323.2,60.2,383.4,191.9,457.6,251.3,7.1,7.1,5.2,,136.2,,136.2,145.8,227.9,100.0,129.7,149.1,,59.7,,150.7,211.7
2020/12,모트렉스,118990,자동차부품,36,311.3,103.6,97.0,-341.7,174.1,515.8,-47.0,561.9,599.5,59.5,59.5,,,161.6,,161.6,77.5,206.6,208.9,43.9,380.5,148.1,,,211.7,155.8
2021/12,모트렉스,118990,자동차부품,36,235.8,99.4,70.8,97.8,279.5,181.7,-254.5,1658.2,1917.3,1.0,1.0,,,45.0,,45.0,65.7,304.6,276.9,1076.7,197.3,,964.5,,155.8,233.3
2022/12(E),모트렉스,118990,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,모헨즈,006920,건축자재,162,26.2,22.7,,-45.1,43.4,88.5,-11.5,110.7,122.2,,,,,,,,,,,,,,,,,
2017/12,모헨즈,006920,건축자재,162,56.1,25.2,,-22.3,27.2,49.5,-0.1,7.3,7.4,5.0,5.0,0.9,,25.5,,25.5,0.2,7.3,,,5.2,,,,50.3,84.0
2018/12,모헨즈,006920,건축자재,162,80.9,21.4,,-73.5,319.7,393.2,-9.2,5.4,13.0,0.8,0.8,0.4,,25.2,,25.2,,4.3,,,13.0,,,,84.0,82.2
2019/12,모헨즈,006920,건축자재,162,-48.1,22.2,,12.4,423.7,411.3,-4.6,0.2,3.1,0.7,0.7,,,9.5,,9.5,,,,,,,,,82.2,41.9
2020/12,모헨즈,006920,건축자재,162,-3.9,20.9,,4.7,233.4,228.7,15.7,250.0,232.7,1.9,1.9,,,6.5,,6.5,,228.3,,20.0,228.3,,,,41.9,58.5
2021/12,모헨즈,006920,건축자재,162,27.9,19.7,,13.4,185.2,171.8,-24.3,121.0,145.3,3.0,3.0,,,10.5,,10.5,,121.0,,,121.0,,20.0,,58.5,75.5
2022/12(E),모헨즈,006920,건축자재,162,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,무림SP,001810,종이와목재,196,190.2,32.4,1.2,-30.9,2.3,33.2,-175.9,572.3,740.5,,,,,,,,,,,,,,,,,
2017/12,무림SP,001810,종이와목재,196,83.1,30.3,1.3,-124.4,12.1,136.5,75.5,944.6,862.5,0.9,0.9,1.5,,20.9,,20.9,0.9,819.4,,52.5,755.8,,1.9,,256.4,290.1
2018/12,무림SP,001810,종이와목재,196,-95.9,28.3,1.1,78.8,256.7,177.9,78.9,1036.0,949.4,0.1,0.1,,,11.7,,11.7,1.7,986.0,,50.0,857.2,,,,290.1,352.2
2019/12,무림SP,001810,종이와목재,196,73.9,27.2,1.1,-100.0,88.2,188.3,-48.8,687.5,728.5,0.5,0.5,,,14.5,,14.5,9.7,536.6,,150.0,627.5,,50.0,,352.2,277.6
2020/12,무림SP,001810,종이와목재,196,171.1,26.5,1.2,-26.7,0.3,27.0,-47.7,544.3,584.3,0.3,0.3,,,25.7,,25.7,1.0,442.9,,100.0,519.0,,,,277.6,374.8
2021/12,무림SP,001810,종이와목재,196,-18.2,25.8,1.3,15.1,28.6,13.5,50.0,529.2,473.7,27.3,27.3,,,12.0,,12.0,0.5,527.8,,,448.0,,,,374.8,421.4
2022/12(E),무림SP,001810,종이와목재,196,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,미디어젠,279600,소프트웨어,33,21.1,1.1,8.0,-69.1,0.2,69.3,53.9,53.9,,,,,,,,,,,,,,,,,,
2017/12,미디어젠,279600,소프트웨어,33,8.1,1.3,0.9,-29.1,30.3,59.4,28.0,30.0,2.0,,,,,35.8,,,16.8,,,30.0,2.0,,,,7.1,14.1
2018/12,미디어젠,279600,소프트웨어,33,8.3,1.3,1.0,-3.4,9.9,13.3,0.7,0.7,,,,,,2.5,,2.5,0.6,,,,,,,,15.7,21.2
2019/12,미디어젠,279600,소프트웨어,33,-9.9,2.0,0.7,-107.9,4.2,112.1,133.4,157.8,24.4,0.1,0.1,,,47.2,,47.2,0.1,23.9,,36.0,23.9,,,,21.2,36.6
2020/12,미디어젠,279600,소프트웨어,33,3.6,5.4,0.6,-32.0,126.5,158.4,19.5,34.4,14.9,0.1,0.1,,,46.2,,46.2,0.1,5.3,,29.2,10.3,,,,36.6,27.7
2021/12,미디어젠,279600,소프트웨어,33,12.5,7.1,0.6,18.3,162.9,144.5,-2.3,17.6,19.9,0.2,0.2,,,4.3,,4.3,1.3,12.7,,,12.7,,,,27.7,58.2
2022/12(E),미디어젠,279600,소프트웨어,33,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,미래생명자원,218150,식품,38,-5.7,1.6,,0.4,17.1,16.6,17.3,39.8,22.4,,,,,,,,,,,,,,,,,
2017/12,미래생명자원,218150,식품,38,41.8,1.7,,65.3,124.8,59.4,-17.5,44.8,62.3,,,,,26.2,,26.2,,34.6,,5.0,62.2,,,,62.7,152.0
2018/12,미래생명자원,218150,식품,38,-4.8,2.8,,-136.3,119.1,255.4,9.7,46.9,37.2,0.6,0.6,,,56.7,,56.7,,46.9,,,32.1,,,,152.0,20.8
2019/12,미래생명자원,218150,식품,38,35.6,6.6,,-9.0,194.8,203.8,-2.9,47.2,50.1,,,,,4.5,,4.5,,44.9,,,48.7,,,,20.8,44.6
2020/12,미래생명자원,218150,식품,38,8.5,6.8,0.4,-25.0,193.9,219.0,0.1,74.8,74.6,,,,,2.2,,2.2,,74.8,,,68.9,,,2.7,44.6,28.1
2021/12,미래생명자원,218150,식품,38,29.8,7.5,1.7,-6.9,186.4,193.3,130.3,221.6,91.4,0.1,0.1,,,5.3,,5.3,0.2,60.2,150.0,5.5,84.7,,,,28.1,181.5
2022/12(E),미래생명자원,218150,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,미래에셋벤처투자,100790,창업투자,109,-56.2,,,-14.2,,,,,,,,,,,,,,,,,,,,,,
2017/12,미래에셋벤처투자,100790,창업투자,109,114.2,,,-4.2,,,,,,,,,,0.3,,,,,,,,,,,30.9,140.8
2018/12,미래에셋벤처투자,100790,창업투자,109,-100.2,,,-11.7,,,112.6,,,0.2,,,,0.9,,,1.1,,,,,,,,577.6,578.2
2019/12,미래에셋벤처투자,100790,창업투자,109,-265.1,,,-101.3,,,569.4,,,0.3,,,,1.5,,,,,,,,,,,578.2,781.3
2020/12,미래에셋벤처투자,100790,창업투자,109,-260.8,,,2.8,,,131.4,,,0.1,,,,6.2,,,,,,,,,,,781.3,654.7
2021/12,미래에셋벤처투자,100790,창업투자,109,-1010.3,,,-41.2,,,1112.6,,,,,,,1.9,,,,,,,,,,44.7,654.7,715.7
2022/12(E),미래에셋벤처투자,100790,창업투자,109,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,미래컴퍼니,049950,디스플레이장비및부품,199,-11.8,8.2,0.7,7.1,33.7,26.6,-29.8,70.0,93.0,,,,,,,,,,,,,,,,,
2017/12,미래컴퍼니,049950,디스플레이장비및부품,199,390.4,9.6,5.1,-86.7,7.1,93.8,28.8,1553.6,1513.2,,,,,6.2,,6.2,12.0,1553.6,,,1513.2,,,,74.8,393.0
2018/12,미래컴퍼니,049950,디스플레이장비및부품,199,66.2,11.5,11.6,21.9,97.0,75.1,-81.4,2624.6,2678.9,,,,,14.1,,14.1,2.0,2624.6,,,2676.6,,,2.3,393.0,399.3
2019/12,미래컴퍼니,049950,디스플레이장비및부품,199,154.7,19.5,3.7,-67.8,509.2,577.0,-78.5,763.8,821.3,,,,,8.9,,8.9,3.3,763.8,,,812.1,,,1.9,399.3,405.2
2020/12,미래컴퍼니,049950,디스플레이장비및부품,199,-148.5,28.3,4.2,-93.3,852.9,946.1,-26.7,306.1,316.8,,,4.1,,13.9,,13.9,36.2,306.1,,,306.1,,,0.6,405.2,131.4
2021/12,미래컴퍼니,049950,디스플레이장비및부품,199,245.7,28.1,4.0,-11.3,288.2,299.5,-10.6,97.5,108.1,36.6,36.6,,,6.6,,6.6,17.8,97.5,,,97.5,,,,131.4,358.3
2022/12(E),미래컴퍼니,049950,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,미스터블루,207760,게임엔터테인먼트,235,19.3,1.8,4.7,-108.8,196.9,305.7,-15.6,30.0,45.6,,,,,,,,,,,,,,,,,
2017/12,미스터블루,207760,게임엔터테인먼트,235,33.0,2.7,7.5,-10.6,32.2,42.8,-6.5,0.1,0.6,0.1,0.1,,,7.2,,7.2,15.0,,,,0.6,,,,33.7,49.4
2018/12,미스터블루,207760,게임엔터테인먼트,235,62.7,3.7,8.0,-48.6,11.6,60.2,20.3,34.5,10.6,,,,,4.6,,4.6,12.6,30.0,,,10.0,,,,49.4,83.6
2019/12,미스터블루,207760,게임엔터테인먼트,235,172.8,7.1,14.8,-34.7,89.2,123.9,-7.1,103.0,105.3,,,,,6.1,,6.1,16.6,103.0,,,93.0,,,10.0,83.6,214.6
2020/12,미스터블루,207760,게임엔터테인먼트,235,183.4,10.6,23.2,-115.5,36.9,152.4,-65.0,25.6,84.5,,,,,22.4,,22.4,3.3,20.0,,,60.0,,,20.0,214.6,216.2
2021/12,미스터블루,207760,게임엔터테인먼트,235,86.6,10.5,16.6,-47.1,54.0,101.1,33.1,66.4,24.8,0.6,0.6,,,5.9,,5.9,3.0,,,,20.0,,,,216.2,290.9
2022/12(E),미스터블루,207760,게임엔터테인먼트,235,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,미코바이오메드,214610,건강관리장비와용품,211,-29.2,1.3,4.8,-15.3,1.9,17.2,15.0,15.0,,,,,,,,,,,,,,,,,,
2017/12,미코바이오메드,214610,건강관리장비와용품,211,-28.9,2.5,3.5,-16.3,1.2,17.5,68.9,95.0,26.1,0.6,0.6,,,4.5,,4.5,0.1,25.0,70.0,,22.0,,2.4,0.2,9.6,33.2
2018/12,미코바이오메드,214610,건강관리장비와용품,211,-67.8,7.4,3.7,-40.1,0.5,40.6,135.6,164.0,28.4,,,,,16.1,,16.1,2.5,10.0,50.0,,22.0,,,,33.7,61.3
2019/12,미코바이오메드,214610,건강관리장비와용품,211,-104.3,13.0,4.1,27.4,56.6,29.2,111.6,150.4,38.8,45.0,45.0,,,12.1,,12.1,2.2,,50.0,,3.0,17.3,10.9,,61.3,96.0
2020/12,미코바이오메드,214610,건강관리장비와용품,211,-186.8,15.5,2.3,-97.3,16.4,113.7,397.9,487.5,89.6,,,,,57.6,,57.6,2.6,110.0,,,80.0,2.9,,,96.0,208.5
2021/12,미코바이오메드,214610,건강관리장비와용품,211,-86.0,21.7,2.7,-126.0,24.1,150.1,237.3,246.7,9.4,,,,,28.4,,28.4,2.9,40.0,200.0,,,,0.1,,208.5,238.1
2022/12(E),미코바이오메드,214610,건강관리장비와용품,211,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,미투온,201490,게임엔터테인먼트,235,17.6,1.6,3.1,-298.2,137.6,435.9,262.0,264.0,2.0,,,,,,,,,,,,,,,,,
2017/12,미투온,201490,게임엔터테인먼트,235,21.8,1.1,4.9,-37.5,1264.7,1302.1,363.1,365.3,2.2,,,,,1.5,,1.5,3.2,34.0,300.0,,2.1,,,,18.9,358.3
2018/12,미투온,201490,게임엔터테인먼트,235,302.8,2.0,23.2,-314.8,132.8,447.7,-19.3,13.8,33.1,,,,,13.9,,13.9,0.1,,,3.0,32.9,,,,358.3,332.1
2019/12,미투온,201490,게임엔터테인먼트,235,477.3,21.3,22.7,4.8,146.8,141.9,-270.3,5.0,41.9,,,,,3.9,,3.9,2.4,,5.0,,,,,,332.1,553.5
2020/12,미투온,201490,게임엔터테인먼트,235,321.1,22.5,23.6,-16.0,179.3,195.3,138.4,519.7,280.8,,,,,5.0,,5.0,0.5,65.3,,2.5,40.0,,,,553.5,933.0
2021/12,미투온,201490,게임엔터테인먼트,235,305.5,29.1,23.6,-410.1,901.9,1312.0,-244.2,101.5,235.6,,,,,5.4,,5.4,0.2,1.6,,,28.2,,,159.2,933.0,655.0
2022/12(E),미투온,201490,게임엔터테인먼트,235,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,미투젠,950190,게임엔터테인먼트,235,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12,미투젠,950190,게임엔터테인먼트,235,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/12,미투젠,950190,게임엔터테인먼트,235,293.1,0.9,,-14.1,3.0,17.1,-33.5,,33.5,,,,,14.1,,14.1,,,,,33.5,,,,43.8,288.6
2019/12,미투젠,950190,게임엔터테인먼트,235,466.1,15.2,0.2,-4.5,,4.5,-246.9,,13.6,,,,,2.2,,2.2,2.3,,,,,,,,300.5,512.8
2020/12,미투젠,950190,게임엔터테인먼트,235,295.3,15.4,1.0,-82.9,,82.9,205.2,416.9,13.1,,,,,4.6,,4.6,,,,,,,,,484.2,902.2
2021/12,미투젠,950190,게임엔터테인먼트,235,311.5,24.3,1.1,-424.3,860.5,1284.8,-233.5,103.9,182.7,,,,,4.8,,4.8,0.1,,,,,,,163.4,977.3,636.9
2022/12(E),미투젠,950190,게임엔터테인먼트,235,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,바디텍메드,206640,생명과학도구및서비스,218,117.9,18.3,6.1,-166.2,112.2,278.3,14.1,118.5,80.8,,,,,,,,,,,,,,,,,
2017/12,바디텍메드,206640,생명과학도구및서비스,218,8.9,26.7,9.6,-144.0,63.4,207.5,231.4,326.6,74.2,8.3,8.3,,,59.8,,59.8,7.1,,150.0,160.5,,,27.1,7.1,130.3,227.8
2018/12,바디텍메드,206640,생명과학도구및서비스,218,53.1,30.9,10.5,20.0,62.1,42.1,-40.7,100.1,129.3,0.3,0.3,,,35.9,,35.9,1.1,,,85.0,,,119.6,,227.8,260.4
2019/12,바디텍메드,206640,생명과학도구및서비스,218,172.4,41.5,9.4,-8.5,202.9,211.4,-186.5,4.1,179.0,2.4,2.4,,,47.1,,47.1,3.6,,,3.6,,78.5,65.6,27.9,260.4,238.2
2020/12,바디텍메드,206640,생명과학도구및서비스,218,446.4,44.0,9.9,-399.5,28.3,427.8,-41.1,100.0,129.7,2.8,2.8,,,40.8,,40.8,2.1,,,85.0,,79.6,43.3,,238.2,240.5
2021/12,바디텍메드,206640,생명과학도구및서비스,218,499.3,50.8,9.6,-156.0,724.4,880.4,-199.4,11.9,165.2,1.8,1.8,,,182.3,,182.3,1.8,,,8.0,,,61.9,87.5,240.5,388.2
2022/12(E),바디텍메드,206640,생명과학도구및서비스,218,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/03,바른손,018700,화장품,206,-63.3,7.4,0.5,75.5,145.8,70.3,142.0,157.0,15.0,,,,,,,,,,,,,,,,,
2018/03,바른손,018700,화장품,206,-10.1,5.8,1.4,-68.7,14.4,83.2,-3.1,2.0,5.1,0.9,0.9,,,33.5,,33.5,1.0,,,,,,,,161.6,79.7
2019/03,바른손,018700,화장품,206,-67.1,6.0,1.6,23.3,187.5,164.1,83.4,84.8,1.4,0.3,0.3,1.3,,1.2,,1.2,9.7,,10.0,,,,0.3,,79.7,119.3
2020/03,바른손,018700,화장품,206,-25.2,10.0,0.4,-6.8,108.3,115.2,3.6,15.0,11.4,0.1,0.1,,,1.7,,1.7,0.3,,,,,,4.3,,119.3,90.9
2020/12,바른손,018700,화장품,206,-23.2,7.9,2.5,78.0,134.8,56.7,71.5,102.0,30.4,,,,,2.0,,2.0,,,100.0,,9.7,,,,181.7,307.2
2021/12,바른손,018700,화장품,206,-69.3,5.9,0.5,-55.6,119.2,174.7,3.0,10.5,7.5,0.9,0.9,3.6,,6.1,,6.1,13.3,,,,0.7,,0.8,,153.6,32.6
2022/12(E),바른손,018700,화장품,206,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,바른손이앤에이,035620,방송과엔터테인먼트,204,173.1,4.9,5.5,-146.2,63.7,209.9,136.8,225.8,89.0,,,,,,,,,,,,,,,,,
2017/12,바른손이앤에이,035620,방송과엔터테인먼트,204,147.5,7.3,2.6,33.0,177.4,144.4,67.9,148.6,80.7,12.4,12.4,3.9,,10.9,,10.9,96.3,24.0,99.7,,19.8,53.0,,,152.7,398.7
2018/12,바른손이앤에이,035620,방송과엔터테인먼트,204,-321.9,6.3,4.0,383.9,1517.6,1133.8,29.7,71.6,41.8,0.2,0.2,0.7,364.3,10.0,,10.0,12.2,42.5,15.0,,41.0,,,0.2,398.7,243.3
2019/12,바른손이앤에이,035620,방송과엔터테인먼트,204,-209.0,10.3,2.4,-160.7,170.6,331.4,142.4,178.8,36.4,0.7,0.7,0.1,180.1,26.3,,26.3,0.8,2.9,30.0,130.0,1.5,34.5,,,243.3,15.8
2020/12,바른손이앤에이,035620,방송과엔터테인먼트,204,22.5,7.0,1.3,-13.2,28.8,42.0,54.8,122.8,68.0,0.1,0.1,7.6,0.4,6.0,,6.0,,62.7,50.0,,65.6,,,,15.8,79.7
2021/12,바른손이앤에이,035620,방송과엔터테인먼트,204,-69.3,5.6,0.1,17.0,71.8,54.8,1.3,26.7,25.4,2.5,2.5,1.5,,0.3,,0.3,2.2,22.1,2.0,,23.1,,,,79.7,28.7
2022/12(E),바른손이앤에이,035620,방송과엔터테인먼트,204,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,바른전자,064520,반도체와반도체장비,202,-107.1,55.1,6.3,-21.4,41.6,63.0,77.7,79.0,1.3,,,,,,,,,,,,,,,,,
2017/12,바른전자,064520,반도체와반도체장비,202,-13.4,46.6,5.7,-54.9,9.3,64.2,6.9,36.5,29.6,0.7,,,,26.2,,,1.7,36.5,,,,8.0,21.7,,96.1,33.8
2018/12,바른전자,064520,반도체와반도체장비,202,-5.1,34.9,2.6,-27.2,18.7,45.9,56.3,73.6,17.3,2.2,2.1,,,7.1,0.5,,1.9,73.6,,,,,,,33.8,57.5
2019/12,바른전자,064520,반도체와반도체장비,202,1.3,24.9,2.1,137.8,147.2,9.4,183.2,405.1,221.9,,,,,6.6,,,0.2,105.1,50.0,,205.7,,,0.1,57.5,379.6
2020/12,바른전자,064520,반도체와반도체장비,202,-148.2,17.5,1.2,-24.6,1.3,26.0,-172.7,149.1,321.7,0.9,0.4,,,13.8,,,0.4,30.0,,,271.2,50.0,,,379.6,33.7
2021/12,바른전자,064520,반도체와반도체장비,202,-111.4,6.3,0.1,-17.8,0.6,18.4,171.1,215.0,43.9,,,,,18.2,,,,13.0,152.0,,43.0,,,,33.7,76.0
2022/12(E),바른전자,064520,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,바이넥스,053030,제약,35,38.0,38.9,42.0,-122.5,103.9,226.5,27.7,91.8,64.2,,,,,,,,,,,,,,,,,
2017/12,바이넥스,053030,제약,35,81.4,48.9,40.9,-43.4,35.0,78.4,10.7,15.6,5.0,0.1,0.1,,,22.7,,22.7,5.2,,,13.8,,,,,64.7,112.9
2018/12,바이넥스,053030,제약,35,135.6,49.6,40.2,-140.7,51.6,192.2,23.2,53.2,30.0,0.1,0.1,1.2,,25.5,,25.5,0.9,,,,,,,,112.9,131.2
2019/12,바이넥스,053030,제약,35,107.8,53.1,37.5,-24.2,99.4,123.6,-29.5,0.5,30.0,,,,,87.9,,87.9,2.3,,,,,,,,131.2,184.9
2020/12,바이넥스,053030,제약,35,199.2,54.6,2.1,-281.7,161.4,443.2,407.7,652.1,244.5,0.1,0.1,,,77.0,,77.0,18.5,100.0,500.0,50.0,,239.5,,,184.9,505.8
2021/12,바이넥스,053030,제약,35,280.7,56.7,3.4,-138.0,217.9,355.9,-148.1,52.2,200.4,13.3,13.3,0.1,,118.5,,118.5,79.4,50.0,,0.1,100.0,,25.0,55.4,505.8,500.8
