period,shareName,shareCode,marketName,marketCode,operatingCashFlow,depreciation,amortization,investingCashFlow,investingCashFlowIn,investingCashFlowOut,financingCashFlow,financingCashFlowIn,financingCashFlowOut,decreaseInTangibleAssets,decreaseInOtherTangibleAssets,decreaseInIntangibleAssets,increaseInInvestmentRealEstate,increaseInTangibleAssets,increaseInRealEstate,increaseInOtherTangibleAssets,increaseInIntangibleAssets,increaseInShortTermBorrowings,increaseInDebt,increaseInLongTermBorrowings,decreaseInShortTermBorrowings,decreaseInDebt,decreaseInLongTermBorrowings,acquisitionOfTreasuryStock,beginningOfTermCashAndCashEquivalents,endOfTermCashAndCashEquivalents
2022/06,레드캡투어,038390,도로와철도운송,220,-367.0,268.5,10.6,199.6,800.0,600.4,198.2,550.0,302.6,,,,,0.2,,0.2,0.2,,,550.0,,,,,137.2,168.0
2022/09(E),레드캡투어,038390,도로와철도운송,220,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,레몬,294140,화학,140,202.7,17.3,,-364.3,0.3,364.6,-30.0,,30.0,,,,,,,,,,,,,,,,,
2020/09,레몬,294140,화학,140,72.9,17.6,,-85.7,0.2,85.9,,,,,,,,,,,,,,,,,,,,
2020/12,레몬,294140,화학,140,-34.5,22.3,,-2.2,-0.4,1.8,,,,-0.1,-0.1,,,2.1,,2.1,,,,,,,,,138.0,97.7
2021/03,레몬,294140,화학,140,-8.1,17.9,,9.6,11.6,2.0,-2.4,,2.4,,,,,1.9,,1.9,,,,,,,,,97.7,97.4
2021/06,레몬,294140,화학,140,14.1,18.0,,-0.5,0.2,0.7,-1.9,,1.9,0.2,0.2,,,0.6,,0.6,,,,,,,,,97.4,108.8
2021/09,레몬,294140,화학,140,-21.8,18.0,,-0.3,,0.3,-1.9,,1.9,,,,,0.3,,0.3,,,,,,,,,108.8,84.8
2021/12,레몬,294140,화학,140,30.9,18.0,,10.0,30.2,20.2,-1.3,,1.3,,,,,20.1,,20.1,,,,,,0.1,,,84.8,124.3
2022/03,레몬,294140,화학,140,12.6,6.5,,-3.0,,3.0,-2.4,,2.4,,,,,2.9,,2.9,,,,,,,,,124.3,131.6
2022/06,레몬,294140,화학,140,-25.3,6.5,,-3.0,0.1,3.1,-1.9,,1.9,,,,,2.9,,2.9,,,,,,,,,131.6,102.0
2022/09(E),레몬,294140,화학,140,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,레이,228670,건강관리장비와용품,211,-26.0,7.0,2.2,31.9,84.2,52.3,22.6,36.1,13.6,,,,,,,,,,,,,,,,,
2020/09,레이,228670,건강관리장비와용품,211,41.4,18.2,-4.8,-58.9,58.3,117.2,45.4,51.7,6.3,,,,,,,,,,,,,,,,,
2020/12,레이,228670,건강관리장비와용품,211,51.1,2.3,9.7,-5.5,28.7,34.3,-6.8,3.3,10.1,1.5,1.5,,,3.3,,3.3,8.1,0.9,,,3.3,,,,111.7,149.4
2021/03,레이,228670,건강관리장비와용품,211,17.6,13.6,,-18.4,20.5,38.9,1.1,7.4,6.3,0.5,0.5,,,4.9,,4.9,3.4,6.4,,,0.8,,,,149.4,149.5
2021/06,레이,228670,건강관리장비와용품,211,42.6,8.6,5.0,-574.8,889.2,1463.9,583.9,625.5,41.6,7.4,7.4,,,2.8,,2.8,6.5,-3.8,315.0,,33.4,,,,149.5,201.9
2021/09,레이,228670,건강관리장비와용품,211,38.7,22.5,-5.0,17.6,519.9,502.3,-0.2,0.7,0.9,,,,,21.9,,21.9,6.3,,,,2.3,,,,201.9,263.2
2021/12,레이,228670,건강관리장비와용품,211,12.8,2.5,9.9,-85.3,690.7,775.9,123.1,162.5,39.4,,,,,185.9,,185.9,2.6,22.2,,138.3,,,18.2,,263.2,315.2
2022/03,레이,228670,건강관리장비와용품,211,12.5,9.2,3.0,156.1,452.2,296.0,-17.5,1.2,18.7,15.4,15.4,,,13.1,,13.1,5.2,1.1,,,10.0,,,,315.2,466.1
2022/06,레이,228670,건강관리장비와용품,211,23.7,11.2,3.6,21.0,78.0,57.0,-8.6,0.6,9.1,3.4,3.4,,,46.4,,46.4,4.9,0.8,,,-0.1,,,,466.1,502.7
2022/09(E),레이,228670,건강관리장비와용품,211,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,레이언스,228850,건강관리장비와용품,211,-62.0,9.5,9.4,-23.0,14.7,37.7,-25.0,2.7,1.9,,,,,,,,,,,,,,,,,
2020/09,레이언스,228850,건강관리장비와용품,211,94.5,11.1,9.4,1.3,27.7,26.4,-4.9,-0.1,4.8,,,,,,,,,,,,,,,,,
2020/12,레이언스,228850,건강관리장비와용품,211,74.0,10.8,9.3,11.1,0.8,-10.3,-7.1,-2.6,4.4,-14.3,-14.3,13.3,,4.2,,4.2,-0.8,,,-2.6,,,2.4,,347.7,424.5
2021/03,레이언스,228850,건강관리장비와용품,211,58.8,9.7,7.3,-5.5,2.0,7.5,-1.1,,1.1,,,1.9,,2.5,,2.5,1.9,,,,,,,,424.5,475.1
2021/06,레이언스,228850,건강관리장비와용품,211,8.9,9.7,7.3,-26.4,598.2,624.7,-18.5,2.8,5.6,,,,,3.7,,3.7,0.9,,,2.8,,,3.1,,475.1,437.8
2021/09,레이언스,228850,건강관리장비와용품,211,38.6,10.0,6.0,-47.1,1.0,48.1,-3.4,0.1,3.5,,,,,6.5,,6.5,,3.0,,-2.8,,,,,437.8,430.9
2021/12,레이언스,228850,건강관리장비와용품,211,103.1,10.9,5.8,-123.8,204.1,327.9,-0.9,,0.9,0.1,0.1,3.0,,6.4,,6.4,,-3.0,,3.0,,,,,430.9,402.0
2022/03,레이언스,228850,건강관리장비와용품,211,4.7,9.6,4.5,-6.3,40.6,46.9,-2.1,,2.1,,,,,5.0,,5.0,0.1,,,,,,,,402.0,396.0
2022/06,레이언스,228850,건강관리장비와용품,211,-18.1,6.8,3.7,13.5,691.1,677.6,-23.4,22.9,30.6,,,,,5.7,,5.7,,,,22.9,,,27.9,,396.0,367.0
2022/09(E),레이언스,228850,건강관리장비와용품,211,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,레이크머티리얼즈,281740,화학,140,2.3,10.9,0.2,18.2,31.9,13.6,-11.6,90.5,102.1,,,,,,,,,,,,,,,,,
2020/09,레이크머티리얼즈,281740,화학,140,-7.3,11.4,0.2,-34.7,,34.7,51.6,103.8,52.2,,,,,,,,,,,,,,,,,
2020/12,레이크머티리얼즈,281740,화학,140,78.2,11.8,0.2,-25.4,0.8,26.2,-5.6,23.8,29.3,0.5,0.5,,,25.8,,25.8,,5.5,,18.0,17.7,,,,39.7,86.4
2021/03,레이크머티리얼즈,281740,화학,140,5.6,12.2,0.2,-118.8,0.5,119.3,85.6,128.8,43.3,0.3,0.3,,,118.5,,118.5,,20.1,,107.8,20.0,,21.7,,86.4,58.3
2021/06,레이크머티리얼즈,281740,화학,140,47.2,12.6,0.2,-68.4,2.2,70.6,73.4,115.1,41.7,1.0,1.0,,,70.1,,70.1,0.1,50.0,,65.1,30.0,,10.7,,58.3,110.4
2021/09,레이크머티리얼즈,281740,화학,140,53.4,12.8,0.2,-108.6,0.3,108.9,13.8,138.4,124.6,,,,,107.9,,107.9,0.2,138.0,,,98.0,,25.4,,110.4,70.0
2021/12,레이크머티리얼즈,281740,화학,140,81.1,15.4,0.2,-110.9,3.1,114.0,112.2,122.7,10.6,1.0,1.0,,,104.0,,104.0,2.9,10.0,,112.5,,,-57.9,,70.0,151.6
2022/03,레이크머티리얼즈,281740,화학,140,2.6,17.2,0.2,-113.5,1.0,114.5,127.6,187.0,59.4,0.8,0.8,,,113.6,,113.6,,140.0,,47.0,40.0,,17.8,,151.6,169.1
2022/06,레이크머티리얼즈,281740,화학,140,13.0,17.6,0.2,-95.7,0.2,95.9,39.6,47.3,7.7,,,,,94.9,,94.9,,,,47.3,0.4,,6.2,,169.1,126.3
2022/09(E),레이크머티리얼즈,281740,화학,140,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,레인보우로보틱스,277810,기계,138,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,레인보우로보틱스,277810,기계,138,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/12,레인보우로보틱스,277810,기계,138,-6.9,1.3,,-3.2,0.3,3.5,1.6,1.7,0.1,,,,,1.5,,1.5,0.1,,,,,,,,44.0,35.2
2021/03,레인보우로보틱스,277810,기계,138,-15.0,1.3,,-20.1,0.2,20.4,251.9,256.9,5.1,,,,,0.6,,0.6,0.2,,,,5.0,,,,35.2,251.9
2021/06,레인보우로보틱스,277810,기계,138,-5.8,1.3,0.1,-54.3,,54.3,28.6,28.7,0.1,,,,,1.4,,1.4,0.2,,,,,,,,251.9,220.4
2021/09,레인보우로보틱스,277810,기계,138,-8.5,1.4,0.1,-21.7,,21.7,6.2,6.3,0.1,,,,,3.7,,3.7,0.2,,,,,,,,220.4,197.0
2021/12,레인보우로보틱스,277810,기계,138,3.5,1.4,0.1,46.2,51.3,5.0,254.9,255.1,0.1,,,,,0.1,,0.1,0.1,,180.0,,,,,,197.0,501.6
2022/03,레인보우로보틱스,277810,기계,138,1.1,1.5,0.1,-31.5,3.6,35.0,2.1,2.3,0.2,,,,,1.0,,1.0,,,,,,,,,501.6,473.6
2022/06,레인보우로보틱스,277810,기계,138,-11.4,1.7,0.1,-10.8,0.1,10.9,6.8,7.1,0.3,,,,,1.3,,1.3,0.2,,,,,,,,473.6,459.9
2022/09(E),레인보우로보틱스,277810,기계,138,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,로보로보,215100,교육서비스,201,-14.9,1.4,0.1,12.3,14.8,2.5,-0.6,2.3,0.6,,,,,,,,,,,,,,,,,
2020/09,로보로보,215100,교육서비스,201,-4.3,1.0,0.1,-13.0,-10.8,2.1,20.0,20.4,0.4,,,,,,,,,,,,,,,,,
2020/12,로보로보,215100,교육서비스,201,0.1,0.9,0.1,-0.8,29.4,30.2,0.4,0.6,0.2,,,,,0.8,,0.8,,,,,,,,,6.2,5.9
2021/03,로보로보,215100,교육서비스,201,-17.5,0.8,0.1,18.7,25.8,7.1,-0.2,,0.2,,,,,0.8,,0.8,,,,,,,,,5.9,6.9
2021/06,로보로보,215100,교육서비스,201,7.8,0.8,0.1,8.5,19.1,10.6,-0.2,,0.2,,,,,0.2,,0.2,,,,,,,,,6.9,23.1
2021/09,로보로보,215100,교육서비스,201,3.2,0.9,0.1,-89.7,-18.8,70.9,85.6,88.2,2.7,,,,,0.9,,0.9,,,,,,,,,23.1,22.4
2021/12,로보로보,215100,교육서비스,201,13.6,0.9,0.1,10.8,41.8,31.0,-4.7,,4.7,,,,,,,,,,,,0.5,,,4.0,22.4,42.0
2022/03,로보로보,215100,교육서비스,201,-10.4,0.8,0.1,-20.3,0.2,20.5,0.6,0.7,0.2,,,,,,,,0.1,,,,,,,,42.0,11.9
2022/06,로보로보,215100,교육서비스,201,7.8,0.8,0.1,-5.2,,5.2,1.1,1.2,0.1,,,,,0.1,,0.1,,,,,,,,,11.9,15.6
2022/09(E),로보로보,215100,교육서비스,201,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,로보스타,090360,기계,138,42.1,7.5,1.4,-2.6,0.7,3.3,-4.6,0.9,5.5,,,,,,,,,,,,,,,,,
2020/09,로보스타,090360,기계,138,-9.7,2.6,1.1,-3.4,5.5,8.9,-1.6,1.3,2.8,,,,,,,,,,,,,,,,,
2020/12,로보스타,090360,기계,138,-40.6,4.2,1.1,4.7,5.4,0.7,-2.4,2.0,4.4,,,,,0.1,,0.1,0.2,2.0,,,0.3,,,,287.7,248.8
2021/03,로보스타,090360,기계,138,-65.3,3.1,1.0,3.7,4.4,0.7,-2.0,0.8,2.9,,,,,0.2,,0.2,0.1,0.8,,,1.4,,,,248.8,185.7
2021/06,로보스타,090360,기계,138,64.8,4.5,1.0,-0.5,17.5,18.1,-1.8,2.2,4.0,,,,,0.7,,0.7,0.1,2.2,,,1.1,,,,185.7,248.4
2021/09,로보스타,090360,기계,138,-100.6,3.0,0.9,-0.2,-16.7,-16.5,-2.1,2.0,4.0,,,,,0.1,,0.1,,2.0,,,2.5,,,,248.4,146.3
2021/12,로보스타,090360,기계,138,50.1,4.6,0.8,0.1,2.1,2.0,-7.8,1.3,5.7,0.5,0.5,,,0.2,,0.2,,1.3,,,2.6,,,,146.3,189.2
2022/03,로보스타,090360,기계,138,0.2,2.9,0.8,0.1,0.3,0.2,-0.3,1.9,2.2,,,,,0.2,,0.2,,1.9,,,0.7,,,,189.2,189.6
2022/06,로보스타,090360,기계,138,-70.6,4.5,0.8,-0.5,0.4,0.9,1.9,7.1,5.2,0.2,0.2,,,0.4,,0.4,0.2,7.1,,,2.0,,,,189.6,120.8
2022/09(E),로보스타,090360,기계,138,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,로체시스템즈,071280,디스플레이장비및부품,199,65.0,6.1,0.3,-16.6,3.6,20.2,4.2,46.0,41.8,,,,,,,,,,,,,,,,,
2020/09,로체시스템즈,071280,디스플레이장비및부품,199,72.3,6.2,0.3,-31.4,1.8,33.2,-47.6,50.0,97.6,,,,,,,,,,,,,,,,,
2020/12,로체시스템즈,071280,반도체와반도체장비,202,-4.8,6.6,0.3,-57.2,8.7,66.0,-5.6,,5.6,7.0,7.0,,,60.9,,60.9,4.9,,,,,,,,225.1,155.0
2021/03,로체시스템즈,071280,반도체와반도체장비,202,-89.9,7.4,0.4,-6.1,3.7,9.8,24.4,30.0,5.6,0.5,0.5,,,3.8,,3.8,1.3,30.0,,,,,5.5,,155.0,83.9
2021/06,로체시스템즈,071280,반도체와반도체장비,202,84.2,7.4,0.4,201.9,204.5,2.6,-39.6,20.0,59.6,,,,,2.6,,2.6,,20.0,,,50.0,,5.5,,83.9,331.3
2021/09,로체시스템즈,071280,반도체와반도체장비,202,64.2,6.9,0.4,-1.2,0.7,1.9,-5.6,,5.6,0.6,0.6,,,0.2,,0.2,,,,,,,5.5,,331.3,392.4
2021/12,로체시스템즈,071280,반도체와반도체장비,202,91.2,6.7,0.3,-2.5,2.1,4.5,-163.7,,163.7,2.1,2.1,,,1.0,,1.0,1.1,,,,,,-16.5,,392.4,315.4
2022/03,로체시스템즈,071280,반도체와반도체장비,202,-90.7,6.6,0.3,-11.4,1.6,13.0,-8.6,,5.6,,,,,9.6,,9.6,0.2,,,,,,,,315.4,205.5
2022/06,로체시스템즈,071280,반도체와반도체장비,202,22.9,6.6,0.3,-15.6,2.4,18.0,-5.6,,5.6,2.4,2.4,,,12.1,,12.1,,,,,,,,,205.5,208.7
2022/09(E),로체시스템즈,071280,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,루멘스,038060,디스플레이장비및부품,199,51.6,-3.5,8.1,39.2,60.4,21.2,-48.0,77.0,125.0,,,,,,,,,,,,,,,,,
2020/09,루멘스,038060,디스플레이장비및부품,199,37.1,42.4,7.8,-25.0,23.1,48.1,6.3,154.0,147.7,,,,,,,,,,,,,,,,,
2020/12,루멘스,038060,디스플레이장비및부품,199,175.4,20.2,0.6,25.2,47.1,21.9,-72.1,101.3,173.4,4.8,4.8,,,22.1,,22.1,-2.6,94.3,,7.0,139.2,,2.5,,187.0,286.2
2021/03,루멘스,038060,디스플레이장비및부품,199,-148.7,17.1,5.0,-4.0,21.6,25.6,15.0,23.4,8.4,2.0,2.0,,,19.5,,19.5,0.8,22.3,,,,,,,286.2,144.4
2021/06,루멘스,038060,디스플레이장비및부품,199,-43.8,21.9,2.5,100.7,113.6,12.9,-88.4,290.2,378.7,1.1,1.1,5.3,,11.4,,11.4,0.4,291.3,,,227.0,,,,144.4,112.7
2021/09,루멘스,038060,디스플레이장비및부품,199,21.1,61.2,-4.9,-95.0,0.1,95.1,147.9,164.0,16.1,-4.7,-4.7,4.6,,1.1,,1.1,,164.0,,,14.8,,,,112.7,198.6
2021/12,루멘스,038060,디스플레이장비및부품,199,101.2,-33.5,6.4,212.6,667.7,455.1,-151.9,33.9,185.8,4.6,4.6,,,8.9,,8.9,,33.9,,,143.9,,,,198.6,384.0
2022/03,루멘스,038060,디스플레이장비및부품,199,-218.0,10.2,0.7,471.1,487.3,16.2,-118.0,8.0,125.9,,,,,10.3,,10.3,5.6,8.0,,,124.8,,,,384.0,533.3
2022/06,루멘스,038060,디스플레이장비및부품,199,-12.7,9.8,0.6,-72.7,4.7,77.4,-59.8,63.0,122.8,0.5,0.5,0.3,,4.6,,4.6,4.5,63.0,,,121.2,,,,533.3,454.0
2022/09(E),루멘스,038060,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,루트로닉,085370,건강관리장비와용품,211,36.4,7.0,30.1,36.0,104.8,68.8,-11.3,279.3,290.6,,,,,,,,,,,,,,,,,
2020/09,루트로닉,085370,건강관리장비와용품,211,58.3,8.5,18.9,-5.0,6049.6,6054.6,42.4,-37.6,-80.0,,,,,,,,,,,,,,,,,
2020/12,루트로닉,085370,건강관리장비와용품,211,42.0,21.3,-46.2,98.8,100.9,2.1,-155.8,61.9,216.5,2.5,2.5,,,4.8,,4.8,6.0,30.3,,50.0,198.5,,,,210.7,190.6
2021/03,루트로닉,085370,건강관리장비와용품,211,55.8,10.6,5.7,1.4,1258.1,1256.8,-6.4,18.4,24.8,0.5,0.5,,,3.3,,3.3,1.0,,,,20.0,,,,190.6,249.2
2021/06,루트로닉,085370,건강관리장비와용품,211,123.7,11.1,5.6,15.9,-1097.6,-1113.5,-133.2,-18.4,114.8,-0.2,-0.2,,,5.6,,5.6,-0.7,,,,109.0,,,,249.2,260.8
2021/09,루트로닉,085370,건강관리장비와용품,211,70.9,10.9,6.7,-1.1,-93.9,-92.8,-86.2,18.7,104.8,0.6,0.6,,,4.3,,4.3,,,,,98.7,,,,260.8,258.7
2021/12,루트로닉,085370,건강관리장비와용품,211,109.8,12.4,6.3,-36.4,5115.7,5152.1,-158.4,-18.7,139.7,1.3,1.3,,,8.0,,8.0,0.8,,,,131.8,,,,258.7,171.7
2022/03,루트로닉,085370,건강관리장비와용품,211,23.3,10.7,5.9,93.9,870.6,776.7,-76.3,,76.3,,,,,4.7,,4.7,,,,,70.0,,,,171.7,219.4
2022/06,루트로닉,085370,건강관리장비와용품,211,135.1,10.1,5.9,87.4,642.2,554.8,-54.7,1.1,6.0,0.3,0.3,,,0.7,,0.7,,,,,,,,,219.4,408.6
2022/09(E),루트로닉,085370,건강관리장비와용품,211,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,리드코프,012700,기타금융,183,353.9,6.1,1.6,-64.7,-14.8,50.0,-210.8,1653.9,1838.6,,,,,,,,,,,,,,,,,
2020/09,리드코프,012700,기타금융,183,96.7,5.3,1.6,-97.9,1.0,98.9,-46.3,1502.1,1471.6,,,,,,,,,,,,,,,,,
2020/12,리드코프,012700,기타금융,183,-179.6,5.7,1.4,18.6,34.1,15.5,274.0,1652.4,1378.4,,,,,1.1,,1.1,3.5,,175.4,1474.9,,157.4,1216.6,,311.4,424.4
2021/03,리드코프,012700,기타금융,183,-356.0,7.5,1.6,-311.7,3.8,315.4,650.4,2119.5,1469.1,0.4,0.4,1.3,1.4,258.3,,258.3,0.7,,198.8,1840.8,,121.2,1341.7,,424.4,407.1
2021/06,리드코프,012700,기타금융,183,-116.6,8.6,1.6,-338.2,-1.2,337.1,495.7,2428.7,1805.1,,,,,2.3,,2.3,1.0,,225.2,2255.4,,338.7,1459.7,,407.1,448.0
2021/09,리드코프,012700,기타금융,183,-102.8,8.7,1.6,-438.0,19.4,457.4,380.8,2038.3,1580.7,,,,0.2,1.3,,1.3,0.1,,376.0,1649.0,,118.5,1454.2,,448.0,288.0
2021/12,리드코프,012700,기타금융,183,-494.2,8.8,4.7,-93.4,32.2,125.6,549.9,2202.8,1652.8,0.8,0.8,,0.6,3.6,,3.6,10.3,,234.0,1967.8,,141.3,1505.7,,288.0,250.3
2022/03,리드코프,012700,기타금융,183,-288.6,5.2,2.3,-60.3,72.4,132.7,455.5,2714.5,2259.0,,,,0.7,8.1,,8.1,1.2,,359.7,2353.8,,379.7,1873.5,,250.3,356.9
2022/06,리드코프,012700,기타금융,183,-49.5,7.5,2.4,-17.4,1.2,18.6,79.7,2509.3,2301.1,,,0.6,,1.8,,1.8,2.8,,256.2,2253.1,,276.7,2018.9,,356.9,369.7
2022/09(E),리드코프,012700,기타금융,183,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,릭스솔루션,029480,통신장비,136,32.0,3.2,0.1,-37.4,41.2,78.6,-57.7,5.4,63.0,,,,,,,,,,,,,,,,,
2020/09,광무,029480,통신장비,136,11.5,3.6,0.1,-36.5,0.6,37.1,-3.3,,3.3,,,,,,,,,,,,,,,,,
2020/12,광무,029480,통신장비,136,-51.2,-2.0,,20.8,423.6,409.8,10.1,2.2,-7.9,,,,,-1.9,,-1.9,,,,,,-2.1,-4.0,,100.1,86.9
2021/03,광무,029480,통신장비,136,-10.9,2.0,0.1,-50.6,75.6,126.2,138.6,146.1,7.5,,,,,1.2,,1.2,,,146.1,,,,6.3,,79.8,157.0
2021/06,광무,029480,통신장비,136,-9.3,1.5,0.1,26.0,66.9,40.9,-126.5,,126.5,,,,,0.6,,0.6,,,,,,125.9,,,157.0,47.2
2021/09,광무,029480,통신장비,136,0.7,1.6,0.1,52.6,57.0,4.4,31.4,32.3,0.8,,,,,0.5,,0.5,0.4,,32.0,,,,,,47.2,131.9
2021/12,광무,029480,통신장비,136,8.8,1.2,0.1,41.2,41.8,1.4,583.2,580.1,-3.1,,,2.9,,0.3,,0.3,,,407.6,,,,-3.6,,131.9,765.1
2022/03,광무,029480,통신장비,136,-15.5,1.7,0.1,-16.7,3.6,25.3,140.5,151.0,10.5,,,,,0.2,,0.2,,,151.0,,,,4.8,,765.1,873.3
2022/06,광무,029480,통신장비,136,-50.7,1.7,0.1,-3.2,0.4,3.6,47.3,57.7,10.4,0.2,0.2,,,0.9,,0.9,2.7,,17.7,,,5.4,-0.8,0.1,873.3,866.8
2022/09(E),광무,029480,통신장비,136,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,마니커에프앤지,195500,식품,38,6.9,13.3,0.4,-2.7,0.4,3.1,68.0,124.3,56.3,,,,,,,,,,,,,,,,,
2020/09,마니커에프앤지,195500,식품,38,14.0,-13.3,-0.4,-233.6,0.1,233.6,146.4,150.0,3.6,,,,,,,,,,,,,,,,,
2020/12,마니커에프앤지,195500,식품,38,11.0,27.2,0.8,57.0,0.7,-56.3,-7.3,19.7,27.0,0.7,0.7,,,98.1,,98.1,,20.0,-0.3,,20.0,,,,131.5,191.9
2021/03,마니커에프앤지,195500,식품,38,22.8,7.2,0.2,-1.9,1.0,2.9,34.8,40.0,5.2,,,,,2.6,,2.6,,40.0,,,,,,,191.9,247.9
2021/06,마니커에프앤지,195500,식품,38,5.6,7.1,0.2,-135.5,0.1,135.6,126.3,335.3,209.0,,,,,5.3,,-2.6,,100.0,,,164.0,,25.6,,247.9,244.4
2021/09,마니커에프앤지,195500,식품,38,48.8,7.2,0.2,-125.4,47.1,172.5,-0.4,0.1,0.5,,,,,15.0,,22.9,,,,,,,,,244.4,167.4
2021/12,마니커에프앤지,195500,식품,38,1.2,7.8,0.2,-6.0,160.9,166.9,-1.2,-0.1,1.1,0.4,0.4,,,21.3,,21.3,0.2,,,,,,,,167.4,161.3
2022/03,마니커에프앤지,195500,식품,38,-26.1,8.1,0.2,34.6,110.2,75.6,2.4,3.2,0.8,,,,,0.1,,0.1,,,,,,,,,161.3,172.1
2022/06,마니커에프앤지,195500,식품,38,-40.7,8.4,0.2,23.5,83.8,60.3,-0.7,100.0,100.7,3.7,3.7,,,55.8,,55.8,,100.0,,,100.0,,,,172.1,153.9
2022/09(E),마니커에프앤지,195500,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,마이더스AI,222810,소프트웨어,33,-42.5,4.2,1.0,34.1,46.6,12.5,83.0,148.6,65.6,,,,,,,,,,,,,,,,,
2020/09,마이더스AI,222810,제약,35,-18.0,2.1,,-64.8,18.6,83.3,60.7,61.1,0.4,,,,,1.0,,1.0,,1.1,,,,,,,95.7,73.6
2020/12,마이더스AI,222810,제약,35,-8.5,1.7,,-107.6,14.7,122.3,227.7,269.9,42.2,0.3,0.3,8.0,,4.4,,4.4,,0.4,-45.6,,1.0,38.4,,,73.6,185.2
2021/03,세토피아,222810,제약,35,-33.6,3.4,,-111.8,5.2,117.0,80.3,94.8,14.5,0.4,0.4,,,0.4,,0.4,,,58.0,,,13.0,,,185.2,120.0
2021/06,세토피아,222810,제약,35,-15.8,4.0,,-18.0,8.4,26.4,139.2,142.2,3.0,4.1,4.1,,,0.4,,0.4,5.0,2.9,60.0,,,,,0.2,120.0,225.5
2021/09,세토피아,222810,제약,35,-3.3,,,-43.3,2.3,45.6,-41.7,3.3,45.0,0.3,0.3,,,0.2,,0.2,-0.6,2.8,,,,40.0,,,225.5,137.5
2021/12,세토피아,222810,제약,35,51.3,6.1,0.4,-56.6,-0.6,56.0,58.4,100.8,42.4,0.1,0.1,,,0.8,,0.8,-0.6,-0.4,34.8,,0.3,40.0,,,137.5,190.9
2022/03,세토피아,222810,제약,35,-19.1,3.2,0.8,-5.2,,5.2,-21.9,2.7,24.5,,,,,2.4,,2.4,,2.7,,,3.3,20.0,,0.1,190.9,145.3
2022/06,세토피아,222810,제약,35,-30.8,4.0,0.3,-107.6,1.4,109.0,66.1,139.9,73.8,0.4,0.4,,,1.2,,1.2,,70.9,66.0,3.0,47.7,24.0,,,145.3,74.9
2022/09(E),세토피아,222810,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,마이크로디지탈,305090,건강관리장비와용품,211,-7.0,4.3,0.3,2.3,33.7,31.4,16.0,29.8,13.7,,,,,,,,,,,,,,,,,
2020/09,마이크로디지탈,305090,건강관리장비와용품,211,-19.2,3.5,0.2,2.2,35.9,33.7,22.6,27.6,5.1,,,,,,,,,,,,,,,,,
2020/12,마이크로디지탈,305090,건강관리장비와용품,211,-13.1,4.2,0.2,6.3,57.6,51.4,22.6,25.9,3.4,0.3,0.3,,,17.0,,17.0,0.1,14.9,,11.0,3.0,,,,6.7,22.4
2021/03,마이크로디지탈,305090,건강관리장비와용품,211,-22.1,3.5,0.2,31.2,36.1,4.8,-26.1,11.7,37.8,5.9,5.9,,,4.8,,4.8,,11.3,,,36.6,,,,22.4,5.5
2021/06,마이크로디지탈,305090,건강관리장비와용품,211,-4.3,3.6,0.2,1.3,2.0,0.7,13.1,14.4,1.2,,,,,0.2,,0.2,,13.8,,,,,,,5.5,15.7
2021/09,마이크로디지탈,305090,건강관리장비와용품,211,-22.4,3.7,0.2,-0.4,42.7,43.1,210.5,212.9,2.4,,,,,0.1,,0.1,0.3,12.3,120.0,,1.0,,,,15.7,203.4
2021/12,마이크로디지탈,305090,건강관리장비와용품,211,-20.9,3.2,0.2,-138.0,8.5,146.5,-29.6,12.2,41.9,,,,,16.8,,16.8,0.2,0.8,,13.0,40.5,,0.1,,203.4,14.9
2022/03,마이크로디지탈,305090,건강관리장비와용품,211,-18.6,4.0,0.3,-34.6,50.2,84.9,41.6,43.0,1.3,,,,,32.1,,32.1,1.5,22.0,,21.0,,,,,14.9,3.3
2022/06,마이크로디지탈,305090,건강관리장비와용품,211,3.3,4.1,0.3,14.7,100.5,85.8,7.8,17.1,9.3,,,,,1.0,,1.0,1.1,9.4,,,7.7,,,,3.3,29.1
2022/09(E),마이크로디지탈,305090,건강관리장비와용품,211,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,마이크로프랜드,147760,반도체와반도체장비,202,34.6,7.1,0.3,-3.9,,3.9,-1.0,,1.0,,,,,,,,,,,,,,,,,
