period,shareName,shareCode,marketName,marketCode,totalRevenue,costOfRevenue,grossProfit,operationExpense,operationIncome,interestIncome,interestExpense,otherNonOperationIncExp,earningBfTax,incomeTaxExpense,netIncome
2020/12,KPX홀딩스,092230,화학,140,9531.8,7925.1,1606.7,815.5,791.1,451.3,246.3,-500.4,889.4,212.6,1940.6
2021/12(E),KPX홀딩스,092230,화학,140,,,,,,,,,,,
2016/12,KR모터스,000040,자동차,44,847.8,772.5,75.3,156.7,-81.4,40.6,64.3,6.7,-98.4,1.4,-99.8
2017/12,KR모터스,000040,자동차,44,416.6,503.0,-86.4,173.9,-260.3,23.2,60.5,-89.3,-386.9,-71.9,-315.0
2018/12,KR모터스,000040,자동차,44,365.6,371.9,-6.3,156.3,-162.6,15.9,67.7,-29.9,-244.3,0.1,-244.4
2019/12,KR모터스,000040,자동차,44,1325.8,1335.7,-9.9,236.6,-246.5,14.6,80.3,-92.6,-404.9,5.5,-410.4
2020/12,KR모터스,000040,자동차,44,1178.3,979.7,198.7,186.5,12.2,7.0,82.3,-49.7,-113.9,1.0,-114.9
2021/12(E),KR모터스,000040,자동차,44,,,,,,,,,,,
2016/12,LG디스플레이,034220,디스플레이패널,222,265040.7,227542.7,37498.0,24383.9,13114.2,1396.7,2661.9,1229.9,13162.3,3847.3,9315.1
2017/12,LG디스플레이,034220,디스플레이패널,222,277902.2,224246.6,53655.6,29039.4,24616.2,2790.2,2688.6,-1487.1,23326.3,3955.8,19370.5
2018/12,LG디스플레이,034220,디스플레이패널,222,243365.7,212513.1,30852.7,29923.8,928.9,2541.3,3268.9,-1122.0,-913.7,880.8,-1794.4
2019/12,LG디스플레이,034220,디스플레이패널,222,234755.7,216072.4,18683.3,32277.1,-13593.8,2767.3,4432.5,-18304.9,-33442.4,-4721.6,-28720.8
2020/12,LG디스플레이,034220,디스플레이패널,222,242615.6,216263.4,26352.2,26716.9,-364.7,4387.9,8026.8,-2146.3,-6024.5,-5263.0,-761.5
2021/12,LG디스플레이,034220,디스플레이패널,222,298780.4,245729.4,53051.0,30745.0,22306.1,4258.4,9166.1,-287.2,17188.9,3853.4,13335.4
2022/12(E),LG디스플레이,034220,디스플레이패널,222,290883.1,,45525.6,,15111.5,,,,11450.0,,9052.2
2016/12,LG,003550,복합기업,191,96738.9,79608.4,17130.5,3903.1,13227.4,330.3,583.4,-69.3,12904.9,1870.8,10912.6
2017/12,LG,003550,복합기업,191,118410.6,92939.0,25471.5,3613.3,21858.2,252.0,508.5,5811.4,27413.1,3286.4,24355.6
2018/12,LG,003550,복합기업,191,77433.6,56193.7,21239.9,3027.3,18212.6,343.5,443.4,-380.3,17732.4,-491.4,18829.0
2019/12,LG,003550,복합기업,191,65344.5,52055.5,13289.0,3345.8,9943.2,344.6,431.2,-50.6,9806.1,1956.0,11067.6
2020/12,LG,003550,복합기업,191,66321.4,45645.6,20675.8,3653.4,17022.4,389.2,416.7,547.3,17542.2,3245.9,15406.6
2021/12(E),LG,003550,복합기업,191,84024.8,,30764.0,,26905.0,,,,28866.0,,29754.2
2016/12,LG생활건강,051900,화장품,206,60940.6,24340.4,36600.2,27790.8,8809.4,41.2,201.7,-1194.0,7527.4,1735.0,5792.4
2017/12,LG생활건강,051900,화장품,206,61051.4,26096.8,34954.6,25654.4,9300.2,42.9,154.3,-591.0,8610.8,2427.7,6183.1
2018/12,LG생활건강,051900,화장품,206,67475.4,26964.1,40511.2,30118.7,10392.5,64.9,127.1,-757.0,9560.1,2637.3,6922.8
2019/12,LG생활건강,051900,화장품,206,76854.2,29172.5,47681.8,35917.7,11764.1,170.9,177.7,-905.6,10920.8,3039.1,7881.7
2020/12,LG생활건강,051900,화장품,206,78445.1,29629.3,48815.8,36607.1,12208.6,154.3,216.2,-1006.3,11210.7,3079.7,8131.0
2021/12,LG생활건강,051900,화장품,206,80915.1,30398.8,50516.3,37620.0,12896.3,95.7,228.9,-940.2,11873.6,3262.4,8611.3
2022/12(E),LG생활건강,051900,화장품,206,85233.6,,53237.8,,13403.2,,,,12475.6,,9043.2
2016/12,LG유플러스,032640,무선통신서비스,184,114510.5,,114510.5,107045.6,7464.8,352.9,1551.9,154.7,6425.8,1498.4,4927.4
2017/12,LG유플러스,032640,무선통신서비스,184,122793.8,,122793.8,114530.9,8263.0,264.3,1393.9,-456.4,6668.2,1197.0,5471.2
2018/12,LG유플러스,032640,무선통신서비스,184,117256.5,,117256.5,109849.2,7407.3,349.8,1275.1,97.1,6580.6,1666.6,4816.1
2019/12,LG유플러스,032640,무선통신서비스,184,123819.7,,123819.7,116957.3,6862.4,417.1,1323.8,-228.3,5739.4,1330.3,4388.3
2020/12,LG유플러스,032640,무선통신서비스,184,134176.3,,134176.3,125314.8,8861.5,582.4,1527.8,-4188.8,3733.5,1207.9,4780.7
2021/12,LG유플러스,032640,무선통신서비스,184,138511.4,,138511.4,128721.2,9790.1,585.7,1551.8,204.8,9051.9,1809.8,7242.2
2022/12(E),LG유플러스,032640,무선통신서비스,184,144718.9,,144864.9,,10916.2,,,,10140.6,,7934.6
2016/12,LG이노텍,011070,전자장비와기기,197,57545.7,51021.9,6523.8,5475.5,1048.3,245.4,561.7,-625.3,106.8,57.2,49.5
2017/12,LG이노텍,011070,전자장비와기기,197,76413.6,67566.9,8846.7,5881.8,2964.9,278.6,556.7,-299.7,2387.0,639.3,1747.8
2018/12,LG이노텍,011070,전자장비와기기,197,79821.0,71181.7,8639.4,6004.2,2635.2,329.9,884.6,-240.4,1840.2,209.2,1631.0
2019/12,LG이노텍,011070,전자장비와기기,197,79753.7,69334.3,10419.3,5655.8,4763.5,217.6,903.5,-1748.0,2329.7,829.3,1023.0
2020/12,LG이노텍,011070,전자장비와기기,197,95417.9,82514.5,12903.4,6093.2,6810.2,215.5,989.0,-1609.0,4427.7,1118.6,2361.3
2021/12,LG이노텍,011070,전자장비와기기,197,149456.1,128150.7,21305.4,8663.1,12642.2,262.8,672.2,-301.0,11931.8,3142.6,8882.8
2022/12(E),LG이노텍,011070,전자장비와기기,197,163608.5,,23839.6,,14273.8,,,,13287.0,,9728.0
2016/12,LG전자,066570,전자제품,213,553670.3,416302.9,137367.4,123989.8,13377.6,4905.9,8840.5,-4913.3,7217.2,5954.0,1263.2
2017/12,LG전자,066570,전자제품,213,613962.8,467375.6,146587.2,121901.7,24685.5,4836.7,8311.1,-2304.6,25581.1,6885.9,18695.2
2018/12,LG전자,066570,전자제품,213,613416.6,462606.2,150810.4,123777.5,27032.9,4873.7,7965.7,-3083.6,20085.8,5357.6,14728.1
2019/12,LG전자,066570,전자제품,213,623061.8,469706.1,153355.7,128994.3,24361.4,4262.5,7140.0,-5676.5,5286.4,3486.9,1799.5
2020/12,LG전자,066570,전자제품,213,632620.5,469451.0,163169.4,131219.6,31949.9,6581.4,11160.4,-2572.6,24556.4,3918.5,20637.9
2021/12(E),LG전자,066570,전자제품,213,737031.4,,186857.8,,40097.1,,,,41089.9,,19105.4
2016/12,LG화학,051910,화학,140,206593.0,165950.6,40642.4,20723.2,19919.2,1799.4,3002.4,-2080.0,16598.3,3788.3,12809.9
2017/12,LG화학,051910,화학,140,256980.1,201344.9,55635.3,26350.7,29284.6,2404.3,3198.4,-2917.8,25639.0,5419.2,20219.7
2018/12,LG화학,051910,화학,140,281830.1,228368.2,53462.0,31001.3,22460.7,2103.8,3675.0,-1539.9,19400.5,4207.4,15193.1
2019/12,LG화학,051910,화학,140,273530.8,226674.3,46856.4,38602.3,8254.2,2861.8,4212.7,-1380.9,5744.4,1691.8,3761.0
2020/12,LG화학,051910,화학,140,300588.7,237413.9,63174.9,45121.3,18053.6,4174.6,11088.8,-1716.9,9516.0,3678.4,6824.1
2021/12,LG화학,051910,화학,140,426547.2,314364.1,112183.1,61928.4,50254.7,6866.8,6607.9,-1541.0,48906.5,12357.9,39539.0
2022/12(E),LG화학,051910,화학,140,476775.3,,105400.7,,39661.8,,,,36742.8,,28187.6
2016/12,LS ELECTRIC,010120,전기장비,144,22136.2,18007.3,4128.9,2884.6,1244.2,60.0,230.8,-55.9,1019.8,217.0,807.5
2017/12,LS ELECTRIC,010120,전기장비,144,23437.5,19075.3,4362.2,2777.8,1584.4,69.0,192.3,-78.5,1384.9,309.1,1060.0
2018/12,LS ELECTRIC,010120,전기장비,144,24849.8,20062.4,4787.4,2736.9,2050.5,120.3,169.8,-223.0,1777.9,398.5,1322.3
2019/12,LS ELECTRIC,010120,전기장비,144,23468.5,18904.3,4564.2,2878.7,1685.5,246.0,161.8,-300.1,1469.6,424.6,1030.4
2020/12,LS ELECTRIC,010120,전기장비,144,24026.7,19685.3,4341.4,3004.3,1337.1,149.3,194.3,-14.1,1278.5,427.0,854.9
2021/12(E),LS ELECTRIC,010120,전기장비,144,26417.3,,4933.4,,1617.3,,,,1290.5,,1006.0
2016/12,LS네트웍스,000680,"섬유,의류,신발,호화품",134,4870.4,3433.4,1437.1,2019.4,-582.3,6.6,177.3,-171.1,-1015.9,-205.7,-871.4
2017/12,LS네트웍스,000680,"섬유,의류,신발,호화품",134,4433.5,3017.5,1416.0,1388.3,27.7,11.5,181.3,104.4,330.6,124.6,206.0
2018/12,LS네트웍스,000680,"섬유,의류,신발,호화품",134,4458.9,3132.9,1326.0,1287.6,38.4,7.7,186.3,12.3,191.2,28.2,163.0
2019/12,LS네트웍스,000680,"섬유,의류,신발,호화품",134,4028.1,2972.3,1055.8,1269.5,-213.7,10.7,223.5,-7.5,-796.4,-104.4,-692.0
2020/12,LS네트웍스,000680,"섬유,의류,신발,호화품",134,3348.6,2508.6,840.0,1162.7,-322.7,9.2,226.8,-390.4,-129.3,117.4,-246.7
2021/12(E),LS네트웍스,000680,"섬유,의류,신발,호화품",134,,,,,,,,,,,
2016/12,LS,006260,전기장비,144,85075.2,73696.3,11378.9,8585.7,2793.2,153.8,1326.7,-583.4,2030.3,291.8,2151.4
2017/12,LS,006260,전기장비,144,94183.3,81633.0,12550.3,8525.5,4024.8,173.8,2064.6,1607.8,3741.8,448.5,3648.3
2018/12,LS,006260,전기장비,144,100927.3,88324.2,12603.1,8999.8,3603.3,322.5,1322.5,205.3,2808.6,473.6,4876.6
2019/12,LS,006260,전기장비,144,101517.6,89061.4,12456.2,9757.7,2698.5,548.5,1484.9,-165.1,1596.9,639.1,928.2
2020/12,LS,006260,전기장비,144,104443.2,91529.2,12914.0,9548.4,3365.6,338.6,1300.1,626.6,3030.7,1077.3,1947.3
2021/12(E),LS,006260,전기장비,144,129201.8,,17186.5,,6148.8,,,,4547.3,,3422.3
2016/12,LX인터내셔널,001120,무역회사와판매업체,226,119667.2,112208.5,7458.7,5718.0,1740.7,2920.4,3226.7,-132.4,1331.8,484.3,847.5
2017/12,LX인터내셔널,001120,무역회사와판매업체,226,128272.4,120766.6,7505.8,5383.3,2122.5,2303.0,2688.7,-108.6,1778.9,897.1,881.8
2018/12,LX인터내셔널,001120,무역회사와판매업체,226,99882.2,92771.7,7110.6,5454.0,1656.6,1986.2,2473.2,-694.6,1566.0,1925.9,-359.9
2019/12,LX인터내셔널,001120,무역회사와판매업체,226,105308.6,98173.5,7135.1,5787.2,1347.8,2228.0,2719.7,-1548.4,-752.8,-604.2,-148.6
2020/12,LX인터내셔널,001120,무역회사와판매업체,226,112826.3,105502.6,7323.8,5725.4,1598.4,2921.4,3581.8,226.4,4558.6,942.6,3616.1
2021/12(E),LX인터내셔널,001120,무역회사와판매업체,226,165127.8,,11507.6,,6509.2,,,,7404.6,,5374.4
2016/12,MH에탄올,023150,음료,145,489.0,339.6,149.3,30.6,118.7,3.2,4.2,-13.2,104.5,23.1,81.4
2017/12,MH에탄올,023150,음료,145,519.8,372.3,147.5,66.3,81.2,31.0,49.7,3.2,66.1,23.0,43.1
2018/12,MH에탄올,023150,음료,145,728.0,535.2,192.7,180.4,12.3,24.4,131.1,-1.2,-99.1,21.3,-120.3
2019/12,MH에탄올,023150,음료,145,808.8,542.2,266.6,188.3,78.3,4.2,108.5,-24.9,-54.6,21.0,-75.5
2020/12,MH에탄올,023150,음료,145,946.5,598.2,348.2,190.4,157.8,4.3,123.1,12.2,50.6,12.6,38.0
2021/12(E),MH에탄올,023150,음료,145,,,,,,,,,,,
2016/12,NAVER,035420,양방향미디어와서비스,236,40226.3,,40226.3,29205.9,11020.4,667.0,377.9,102.6,11317.7,3608.6,7590.7
2017/12,NAVER,035420,양방향미디어와서비스,236,46784.7,,46784.7,34992.8,11791.9,1150.1,324.1,-519.3,11958.3,4231.7,7701.0
2018/12,NAVER,035420,양방향미디어와서비스,236,55869.0,,55869.0,46443.7,9425.3,1914.3,1393.7,2021.5,11116.7,4887.6,6279.0
2019/12,NAVER,035420,양방향미디어와서비스,236,43562.4,,43562.4,32012.1,11550.3,3446.0,1073.7,-194.2,13912.6,4705.5,3968.2
2020/12,NAVER,035420,양방향미디어와서비스,236,53041.5,,53041.5,40888.0,12153.4,5245.6,1464.3,-754.7,16335.6,4925.3,8450.0
2021/12,NAVER,035420,양방향미디어와서비스,236,68176.0,,68176.0,54921.2,13254.8,7857.0,3493.3,-1801.4,21264.0,6486.7,164776.3
2022/12(E),NAVER,035420,양방향미디어와서비스,236,83755.3,,84065.8,,16189.8,,,,24160.2,,17004.9
2016/12,NHN,181710,IT서비스,154,8564.2,,8564.2,8300.5,263.7,922.5,629.1,-166.2,260.0,188.9,71.1
2017/12,NHN,181710,IT서비스,154,9091.2,,9091.2,8743.8,347.3,967.9,228.6,-446.1,544.1,456.7,87.4
2018/12,NHN,181710,IT서비스,154,12645.7,,12645.7,11959.3,686.4,1158.1,389.4,2.3,1538.2,490.8,1047.5
2019/12,NHN,181710,IT서비스,154,14886.0,,14886.0,14019.2,866.8,521.3,420.0,-312.0,655.4,423.7,231.7
2020/12,NHN,181710,IT서비스,154,16751.7,,16751.7,15729.8,1021.9,1015.8,581.9,-855.4,691.4,411.8,279.6
2021/12(E),NHN,181710,IT서비스,154,18956.6,,18940.8,,1064.4,,,,1288.9,,894.8
2019/06,NH프라임리츠,338100,부동산,229,,,,,,,,,,,
2019/11,NH프라임리츠,338100,부동산,229,,,,16.9,-16.9,0.2,,,-16.7,,-16.7
2020/05,NH프라임리츠,338100,부동산,229,26.3,,26.3,1.4,24.9,0.1,,,25.0,,25.0
2020/11,NH프라임리츠,338100,부동산,229,28.6,,28.6,1.3,27.3,,,,27.3,,27.3
2021/05,NH프라임리츠,338100,부동산,229,27.2,,27.2,7.1,20.0,,,,20.1,,20.1
2021/11,NH프라임리츠,338100,부동산,229,41.5,,41.5,2.8,38.7,0.0,,,38.7,,38.7
2022/11(E),NH프라임리츠,338100,부동산,229,,,,,,,,,,,
2016/12,NICE,034310,상업서비스와공급품,208,13464.1,,13464.1,12194.8,1269.3,41.4,74.1,-33.7,1202.9,295.2,907.8
2017/12,NICE,034310,상업서비스와공급품,208,14500.7,2179.1,12321.5,11095.6,1226.0,40.0,79.0,57.4,1244.4,316.9,927.5
2018/12,NICE,034310,상업서비스와공급품,208,14702.5,,14702.5,13156.3,1546.2,63.6,107.2,129.9,1632.5,348.1,993.0
2019/12,NICE,034310,상업서비스와공급품,208,18737.8,,18737.8,17200.1,1537.8,82.1,182.0,263.8,1701.6,340.8,776.7
2020/12,NICE,034310,상업서비스와공급품,208,20555.1,,20555.1,19023.7,1531.5,80.2,188.4,-460.1,963.2,452.9,529.3
2021/12(E),NICE,034310,상업서비스와공급품,208,,,,,,,,,,,
2016/12,NI스틸,008260,철강,62,1143.3,929.0,214.2,72.8,141.5,4.8,24.5,-1.8,126.0,23.7,102.2
2017/12,NI스틸,008260,철강,62,1506.0,1258.1,247.9,92.3,155.7,11.7,41.7,1.2,129.3,19.5,109.8
2018/12,NI스틸,008260,철강,62,1507.3,1222.8,284.6,119.7,164.8,2.9,39.3,1.0,131.9,29.9,102.0
2019/12,NI스틸,008260,철강,62,1482.2,1248.1,234.2,113.3,120.9,2.1,35.8,-3.4,84.3,20.1,64.2
2020/12,NI스틸,008260,철강,62,1925.7,1596.5,329.2,143.0,186.1,4.0,33.8,0.8,155.7,34.4,121.3
2021/12,NI스틸,008260,철강,62,2482.1,2033.7,448.4,136.4,312.0,5.5,36.8,-0.8,283.7,63.2,220.5
2022/12(E),NI스틸,008260,철강,62,,,,,,,,,,,
2016/12,NPC,004250,가정용기기와용품,214,3779.0,3233.9,545.2,388.7,156.5,33.0,22.0,14.3,557.5,152.7,404.8
2017/12,NPC,004250,가정용기기와용품,214,3863.2,3312.2,550.9,384.1,166.9,25.4,22.3,8.3,186.5,68.8,117.7
2018/12,NPC,004250,가정용기기와용품,214,4148.9,3590.9,558.0,408.8,149.2,20.6,18.7,-9.2,155.6,37.1,118.5
2019/12,NPC,004250,가정용기기와용품,214,4544.7,3905.4,639.3,440.8,198.4,12.2,22.1,-2.8,187.9,44.2,143.7
2020/12,NPC,004250,가정용기기와용품,214,4313.3,3687.6,625.7,418.8,206.9,15.0,17.7,4.4,225.9,37.2,188.6
2021/12(E),NPC,004250,가정용기기와용품,214,,,,,,,,,,,
2016/12,OCI,010060,화학,140,27366.9,23969.0,3397.8,2072.7,1325.1,1371.5,1778.1,-1975.0,-1035.0,-2178.0,2194.1
2017/12,OCI,010060,화학,140,36316.3,31331.4,4984.9,2140.4,2844.5,1273.3,2090.3,743.2,2796.8,360.9,2326.4
2018/12,OCI,010060,화학,140,31121.4,27463.7,3657.7,2071.0,1586.7,830.3,1334.6,180.4,1304.7,256.1,1038.2
2019/12,OCI,010060,화학,140,26051.4,25651.1,400.3,2206.4,-1806.1,686.6,1201.6,-7779.3,-10122.3,-2061.0,-8073.9
2020/12,OCI,010060,화학,140,20025.2,18740.0,1285.2,2146.7,-861.5,893.4,949.9,-2656.9,-3501.2,-989.9,-2511.6
2021/12,OCI,010060,화학,140,32440.0,23378.6,9061.4,2801.6,6259.8,497.0,828.9,21.9,6119.5,-401.7,6520.8
2022/12(E),OCI,010060,화학,140,40929.2,,9786.4,,7163.5,,,,6546.8,,5317.4
2016/12,SBS미디어홀딩스,101060,방송과엔터테인먼트,204,5045.1,4350.4,694.7,480.8,213.9,53.8,2.1,-9.6,320.2,187.4,132.8
2017/12,SBS미디어홀딩스,101060,방송과엔터테인먼트,204,4218.5,3754.4,464.1,507.3,-43.2,79.1,3.0,8.2,138.9,133.9,5.0
2018/12,SBS미디어홀딩스,101060,방송과엔터테인먼트,204,2316.0,1953.3,362.7,345.1,17.6,78.2,0.2,1.8,128.7,46.1,149.7
2019/12,SBS미디어홀딩스,101060,방송과엔터테인먼트,204,1755.9,1555.2,200.7,258.3,-57.6,62.6,2.9,-1.5,-752.5,10.2,-1048.1
2020/12,SBS미디어홀딩스,101060,방송과엔터테인먼트,204,1653.6,1353.1,300.5,359.9,-59.4,94.8,32.8,-121.5,-716.7,-34.0,-666.0
2021/12(E),SBS미디어홀딩스,101060,방송과엔터테인먼트,204,,,,,,,,,,,
2016/12,SGC에너지,005090,에너지장비및서비스,205,2877.8,2518.5,359.3,314.0,45.3,5.9,130.5,37.8,238.6,48.7,130.9
2017/12,SGC에너지,005090,에너지장비및서비스,205,3199.6,3053.5,146.2,316.3,-170.1,11.3,140.7,108.8,70.8,9.9,40.9
2018/12,SGC에너지,005090,에너지장비및서비스,205,2653.0,2613.2,39.8,288.3,-248.5,16.5,155.3,-35.0,-144.6,-75.8,-115.1
2019/12,SGC에너지,005090,에너지장비및서비스,205,2842.4,2538.8,303.6,292.4,11.2,10.0,134.9,20.6,32.7,-9.1,4.3
2020/12,SGC에너지,005090,에너지장비및서비스,205,1065.5,930.1,135.4,65.2,70.2,7.7,55.2,142.1,337.8,20.6,317.2
2021/12,SGC에너지,005090,에너지장비및서비스,205,18983.9,16422.8,2561.0,1038.6,1522.4,90.7,352.1,60.5,1321.5,336.7,984.9
2022/12(E),SGC에너지,005090,에너지장비및서비스,205,24027.0,,3744.5,,2286.0,,,,2006.0,,1486.0
2016/12,SG글로벌,001380,자동차부품,36,1414.6,1283.1,131.4,95.0,36.4,10.1,28.7,-11.9,7.5,20.7,-13.2
2017/12,SG글로벌,001380,자동차부품,36,1432.9,1349.3,83.6,102.0,-18.4,40.6,29.8,25.7,17.7,14.2,3.5
2018/12,SG글로벌,001380,자동차부품,36,1345.5,1205.7,139.8,88.0,51.8,6.1,20.8,5.8,37.3,4.7,32.5
2019/12,SG글로벌,001380,자동차부품,36,930.4,806.6,123.7,76.0,47.7,3.8,13.2,-6.4,22.2,-27.6,7.5
2020/12,SG글로벌,001380,자동차부품,36,850.6,735.1,115.5,67.5,48.0,2.8,11.8,-16.1,3.7,7.9,-22.9
2021/12,SG글로벌,001380,자동차부품,36,577.7,503.6,74.2,79.8,-5.7,8.4,19.0,3.0,-52.9,2.6,-55.5
2022/12(E),SG글로벌,001380,자동차부품,36,,,,,,,,,,,
2016/12,SHD,001770,철강,62,701.6,648.2,53.3,47.3,6.1,7.6,9.4,3.8,8.0,2.2,5.8
2017/12,SHD,001770,철강,62,612.8,545.9,66.8,30.9,35.9,0.8,12.9,3.6,27.5,6.8,20.7
2018/12,SHD,001770,철강,62,716.4,647.8,68.6,36.8,31.8,2.6,6.4,1.7,31.1,8.8,22.3
2019/12,SHD,001770,철강,62,741.1,688.9,52.2,42.1,10.1,3.6,6.3,2.1,12.0,2.3,9.6
2020/12,SHD,001770,철강,62,773.3,722.9,50.4,48.5,1.9,2.0,7.5,9.2,6.0,1.1,4.9
2021/12(E),SHD,001770,철강,62,,,,,,,,,,,
2016/12,SH에너지화학,002360,화학,140,2184.0,1797.6,386.4,145.4,241.0,12.5,7.9,-12.7,232.9,52.7,180.3
2017/12,SH에너지화학,002360,화학,140,1881.1,1618.2,262.9,121.1,141.8,5.6,16.9,-4.9,125.7,26.9,98.8
2018/12,SH에너지화학,002360,화학,140,1836.0,1713.3,122.7,101.7,21.0,10.2,4.1,,27.1,6.8,20.3
2019/12,SH에너지화학,002360,화학,140,1408.5,1341.8,66.7,98.0,-31.3,9.5,4.0,-7.2,-33.0,-2.1,-30.9
2020/12,SH에너지화학,002360,화학,140,935.8,925.0,10.9,89.4,-78.5,7.5,10.1,-12.3,-93.4,-24.0,-69.5
2021/12(E),SH에너지화학,002360,화학,140,,,,,,,,,,,
2016/12,SJM,123700,자동차부품,36,1767.9,1301.0,466.8,323.7,143.1,7.6,,51.5,202.3,52.1,150.2
2017/12,SJM,123700,자동차부품,36,1631.0,1256.4,374.5,290.5,84.1,6.7,0.1,9.5,100.1,43.3,56.8
2018/12,SJM,123700,자동차부품,36,1552.6,1273.0,279.6,272.1,7.4,10.0,0.2,60.2,77.4,40.1,37.3
2019/12,SJM,123700,자동차부품,36,1577.3,1241.4,335.9,271.4,64.5,10.0,4.5,44.5,114.5,38.8,75.7
2020/12,SJM,123700,자동차부품,36,1386.7,1085.0,301.7,233.8,67.9,8.6,12.4,14.7,78.8,36.2,42.6
2021/12(E),SJM,123700,자동차부품,36,,,,,,,,,,,
2016/12,SJM홀딩스,025530,자동차부품,36,1813.7,1315.3,498.4,362.3,136.1,14.7,2.5,56.2,204.5,52.9,151.6
2017/12,SJM홀딩스,025530,자동차부품,36,1698.5,1262.0,436.5,332.0,104.5,21.6,3.3,158.8,281.5,88.3,193.2
2018/12,SJM홀딩스,025530,자동차부품,36,1607.4,1277.3,330.1,312.3,17.8,27.0,3.1,65.5,107.1,45.6,61.5
2019/12,SJM홀딩스,025530,자동차부품,36,1607.5,1232.6,374.9,312.0,63.0,27.0,9.4,51.0,131.6,38.3,93.3
2020/12,SJM홀딩스,025530,자동차부품,36,1415.5,1079.9,335.6,271.4,64.2,35.9,15.0,7.6,92.7,42.6,50.1
2021/12(E),SJM홀딩스,025530,자동차부품,36,,,,,,,,,,,
2016/12,SKC,011790,화학,140,23594.4,19494.9,4099.5,2606.5,1493.0,306.0,767.8,-103.3,1196.4,584.9,292.6
2017/12,SKC,011790,화학,140,26535.4,22273.5,4261.9,2505.0,1756.9,253.4,752.7,-131.5,1807.0,443.5,1363.5
2018/12,SKC,011790,화학,140,27678.3,22891.1,4787.3,2776.0,2011.3,302.7,837.9,-283.8,1821.1,410.6,1410.4
2019/12,SKC,011790,화학,140,23610.7,19620.8,3989.9,2592.4,1397.5,313.7,830.8,-270.5,604.3,39.4,673.9
2020/12,SKC,011790,화학,140,24658.5,19742.3,4916.2,2896.0,2020.2,625.6,1799.4,1805.6,2321.8,822.3,736.2
2021/12,SKC,011790,화학,140,33960.6,25287.9,8672.7,4025.2,4647.4,549.5,1260.7,359.7,4250.7,1124.4,3423.4
2022/12(E),SKC,011790,화학,140,39919.3,,9011.2,,4783.5,,,,4217.5,,3209.0
2016/12,SK가스,018670,가스유틸리티,168,52715.5,47977.7,4737.8,2761.8,1976.0,2509.7,2035.9,-391.1,2163.8,459.6,1881.7
2017/12,SK가스,018670,가스유틸리티,168,63589.0,60264.7,3324.3,2347.1,977.2,1889.9,2757.9,731.8,1222.9,408.1,1499.0
2018/12,SK가스,018670,가스유틸리티,168,68591.6,65579.5,3012.2,1982.2,1030.0,5869.6,5904.1,-1191.7,235.2,399.6,554.4
2019/12,SK가스,018670,가스유틸리티,168,49310.7,45217.3,4093.4,2197.6,1895.8,4280.8,5969.4,183.7,905.1,-89.2,1541.2
2020/12,SK가스,018670,가스유틸리티,168,44123.2,39634.7,4488.5,2586.6,1901.9,6857.9,5164.3,-16.6,4077.6,1424.1,2653.5
2021/12,SK가스,018670,가스유틸리티,168,64945.1,61253.7,3691.4,2636.8,1054.6,4487.7,3429.0,492.4,3296.1,803.4,2492.7
2022/12(E),SK가스,018670,가스유틸리티,168,80317.5,,4464.3,,1313.5,,,,1739.3,,1307.8
2016/12,SK네트웍스,001740,복합기업,191,129046.7,119724.6,9322.2,7767.7,1554.5,2933.2,3500.6,-278.8,706.9,263.9,-815.7
2017/12,SK네트웍스,001740,복합기업,191,152023.5,141039.8,10983.7,9555.7,1428.0,2756.7,3281.7,-276.1,628.5,164.0,346.1
2018/12,SK네트웍스,001740,복합기업,191,126458.0,117358.0,9100.0,7764.6,1335.4,1629.2,1751.8,-313.6,899.0,421.1,76.7
2019/12,SK네트웍스,001740,복합기업,191,130542.4,119399.1,11143.3,10049.6,1093.7,1873.0,2662.6,-286.9,15.4,304.7,-1226.1
2020/12,SK네트웍스,001740,복합기업,191,106259.1,95475.1,10783.9,9544.4,1239.5,2013.9,3095.4,921.8,1073.3,854.8,420.5
2021/12,SK네트웍스,001740,복합기업,191,110181.4,98819.3,11362.1,10142.3,1219.8,1874.5,2672.3,649.5,1071.3,457.0,1035.4
2022/12(E),SK네트웍스,001740,복합기업,191,107212.2,,11304.2,,1731.5,,,,920.5,,670.5
2016/12,SK디앤디,210980,부동산,229,2763.8,1962.3,801.5,397.6,403.8,44.2,114.1,-12.4,344.5,81.1,263.4
2017/12,SK디앤디,210980,부동산,229,3308.1,2507.7,800.4,563.9,236.6,121.2,125.5,652.9,887.6,237.5,650.1
2018/12,SK디앤디,210980,부동산,229,5627.7,4213.9,1413.8,562.8,851.0,76.6,206.4,6.7,691.4,167.3,524.1
2019/12,SK디앤디,210980,부동산,229,4547.2,3227.3,1319.9,497.3,822.6,75.7,373.8,98.3,593.1,144.1,449.0
2020/12,SK디앤디,210980,부동산,229,6997.5,4744.4,2253.1,855.0,1398.1,260.1,593.0,153.1,932.1,271.0,661.1
2021/12,SK디앤디,210980,부동산,229,7909.6,5816.7,2092.9,799.2,1293.7,183.0,462.4,221.5,1815.9,479.6,1336.3
2022/12(E),SK디앤디,210980,부동산,229,6351.7,,1610.0,,784.0,,,,731.7,,549.3
2016/12,SK,034730,복합기업,191,827298.7,730056.0,97242.8,44435.0,52807.8,25369.8,33505.9,-7992.8,43896.6,13596.3,28224.8
