period,shareName,shareCode,marketName,marketCode,totalRevenue,costOfRevenue,grossProfit,operationExpense,operationIncome,interestIncome,interestExpense,otherNonOperationIncExp,earningBfTax,incomeTaxExpense,netIncome
2022/12(E),SK바이오팜,326030,제약,35,2455.0,,2288.8,,-851.3,,,,-832.3,,-833.3
2016/12,SK하이닉스,000660,반도체와반도체장비,202,171979.8,107871.4,64108.4,31340.9,32767.5,8148.9,8463.3,-516.1,32164.5,2559.7,29604.8
2017/12,SK하이닉스,000660,반도체와반도체장비,202,301094.3,127018.4,174075.9,36862.7,137213.3,9964.7,12496.2,-409.8,134395.7,27973.5,106422.2
2018/12,SK하이닉스,000660,반도체와반도체장비,202,404450.7,151808.4,252642.3,44204.8,208437.5,16919.6,11421.3,-655.5,213410.3,58010.5,155399.8
2019/12,SK하이닉스,000660,반도체와반도체장비,202,269907.3,188188.1,81719.2,54527.4,27191.8,12476.4,15314.2,-254.0,24326.4,4235.6,20090.8
2020/12,SK하이닉스,000660,반도체와반도체장비,202,319004.2,210897.9,108106.3,57980.1,50126.2,33279.1,19804.1,-868.0,62370.4,14781.2,47589.1
2021/12,SK하이닉스,000660,반도체와반도체장비,202,429977.9,240456.0,189521.9,65418.5,124103.4,23775.2,14698.6,-642.9,134159.9,37998.0,96161.9
2022/12(E),SK하이닉스,000660,반도체와반도체장비,202,555485.6,,244922.8,,165851.2,,,,168890.3,,123862.1
2016/12,에쓰씨엔지니어링,023960,건설,42,3103.2,2878.0,225.1,332.3,-107.1,3.1,80.7,-0.8,-218.6,-21.9,-196.7
2017/12,에쓰씨엔지니어링,023960,건설,42,2516.9,2243.7,273.2,226.0,47.2,1.2,75.9,-39.9,-85.3,59.0,-144.4
2018/12,에쓰씨엔지니어링,023960,건설,42,2508.3,2215.1,293.2,325.9,-32.7,3.4,65.1,-22.9,-146.8,-29.6,-117.2
2019/12,에쓰씨엔지니어링,023960,건설,42,2401.3,2046.7,354.6,325.7,28.9,3.4,78.1,20.7,-45.3,-1.5,-43.8
2020/12,에쓰씨엔지니어링,023960,건설,42,724.7,641.5,83.2,103.2,-20.0,1.3,8.7,-2.5,-88.4,12.9,-11.3
2021/12(E),에쓰씨엔지니어링,023960,건설,42,,,,,,,,,,,
2016/12,에어부산,298690,항공사,187,4430.0,3750.5,679.4,320.9,358.5,43.3,8.1,-19.3,374.4,89.2,285.2
2017/12,에어부산,298690,항공사,187,5616.6,4888.8,727.7,383.0,344.7,55.8,5.4,-23.9,371.2,86.6,284.6
2018/12,에어부산,298690,항공사,187,6535.7,5881.2,654.5,448.9,205.5,27.4,20.0,23.2,236.1,33.2,202.9
2019/12,에어부산,298690,항공사,187,6331.8,6219.2,112.6,491.0,-378.4,64.7,437.6,-208.0,-959.3,-230.2,-729.1
2020/12,에어부산,298690,항공사,187,1899.2,3489.7,-1590.5,296.4,-1886.8,35.8,367.9,521.1,-1697.9,-413.1,-1284.7
2021/12(E),에어부산,298690,항공사,187,,,,,,,,,,,
2016/12,에이블씨엔씨,078520,화장품,206,4345.6,1661.0,2684.6,2440.7,243.9,42.6,16.7,-12.5,257.2,83.1,174.1
2017/12,에이블씨엔씨,078520,화장품,206,3732.9,1513.7,2219.1,2106.8,112.3,28.8,20.6,-23.6,97.0,9.1,87.9
2018/12,에이블씨엔씨,078520,화장품,206,3455.2,1445.5,2009.7,2199.3,-189.6,58.5,4.9,-17.9,-142.9,-25.9,-117.0
2019/12,에이블씨엔씨,078520,화장품,206,4222.1,1688.5,2533.5,2515.2,18.3,245.2,171.3,-207.0,-114.8,-17.8,-97.0
2020/12,에이블씨엔씨,078520,화장품,206,3075.2,1610.2,1465.0,2145.0,-680.0,462.7,117.9,-729.2,-1064.4,-86.1,-978.2
2021/12(E),에이블씨엔씨,078520,화장품,206,,,,,,,,,,,
2016/12,에이엔피,015260,전자장비와기기,197,1035.5,970.1,65.5,53.5,12.0,1.4,15.5,8.2,53.8,0.2,53.6
2017/12,에이엔피,015260,전자장비와기기,197,1011.5,1016.3,-4.8,55.0,-59.7,2.4,15.6,-12.5,-125.4,1.3,-126.7
2018/12,에이엔피,015260,전자장비와기기,197,1078.3,1059.3,18.9,66.2,-47.3,2.8,25.4,-12.5,-71.7,-0.1,-71.7
2019/12,에이엔피,015260,전자장비와기기,197,1058.4,1056.1,2.3,68.0,-65.7,2.2,25.0,4.6,-80.0,-2.3,-77.7
2020/12,에이엔피,015260,전자장비와기기,197,820.8,887.9,-67.1,48.8,-115.9,1.3,16.2,-106.4,-242.3,,-246.9
2021/12(E),에이엔피,015260,전자장비와기기,197,,,,,,,,,,,
2016/12,에이리츠,140910,부동산,229,335.7,237.4,98.3,20.9,77.4,1.9,,-10.1,69.2,24.2,45.0
2017/12,에이리츠,140910,부동산,229,5.1,,5.1,17.4,-12.3,1.7,0.4,3.5,-7.5,1.3,-8.8
2018/12,에이리츠,140910,부동산,229,227.7,158.9,68.8,63.0,5.8,0.4,,27.0,33.1,-2.5,35.7
2019/12,에이리츠,140910,부동산,229,608.7,451.4,157.3,46.1,111.2,1.1,0.1,-17.1,95.2,21.7,73.5
2020/12,에이리츠,140910,부동산,229,535.0,418.6,116.3,30.1,86.2,0.5,1.8,2.2,87.1,20.3,66.8
2021/12,에이리츠,140910,부동산,229,73.1,3.7,69.3,23.5,45.8,1.7,4.4,0.2,43.4,10.3,33.1
2022/12(E),에이리츠,140910,부동산,229,,,,,,,,,,,
2016/12,HDC랩스,039570,건설,42,1888.9,1639.5,249.5,117.8,131.7,16.2,1.2,-26.7,226.0,37.4,188.6
2017/12,HDC랩스,039570,건설,42,2640.0,2372.0,268.0,120.0,147.9,15.6,0.4,-9.1,291.3,53.7,237.6
2018/12,HDC랩스,039570,건설,42,2719.8,2437.5,282.3,135.5,146.8,19.4,0.1,87.2,323.3,80.9,242.4
2019/12,HDC랩스,039570,건설,42,2524.1,2267.7,256.4,126.9,129.5,8.9,0.3,-261.3,-71.3,-12.3,-59.0
2020/12,HDC랩스,039570,건설,42,2604.2,2309.3,294.9,141.7,153.2,10.5,0.9,45.3,208.8,52.1,156.7
2021/12(E),HDC랩스,039570,건설,42,,,,,,,,,,,
2016/12,HDC현대EP,089470,자동차부품,36,8611.6,7433.2,1178.3,489.7,688.7,77.2,160.9,34.6,654.8,143.5,511.4
2017/12,HDC현대EP,089470,자동차부품,36,9143.5,8247.6,895.9,481.2,414.7,97.7,132.5,32.6,432.7,122.2,310.4
2018/12,HDC현대EP,089470,자동차부품,36,9108.1,8457.7,650.4,506.8,143.5,63.4,147.0,42.1,123.2,38.3,85.0
2019/12,HDC현대EP,089470,자동차부품,36,8351.1,7491.1,860.0,519.3,340.7,64.8,112.5,-14.9,243.3,111.6,131.7
2020/12,HDC현대EP,089470,자동차부품,36,6894.2,6050.6,843.6,497.8,345.8,92.7,119.0,-88.0,239.3,101.4,137.9
2021/12(E),HDC현대EP,089470,자동차부품,36,,,,,,,,,,,
2016/12,HSD엔진,082740,조선,215,8029.2,7612.9,416.3,373.9,42.4,965.8,1150.1,-3025.3,-1877.9,-65.7,-1812.3
2017/12,HSD엔진,082740,조선,215,7688.7,7138.9,549.8,415.0,134.8,988.6,1171.6,5.1,-48.9,54.5,-103.4
2018/12,HSD엔진,082740,조선,215,5113.0,5094.4,18.6,371.9,-353.3,576.1,644.0,128.4,-295.9,-109.1,-186.8
2019/12,HSD엔진,082740,조선,215,6742.8,6635.7,107.1,325.5,-218.4,686.8,862.6,-63.1,-457.5,-43.0,-414.4
2020/12,HSD엔진,082740,조선,215,8299.9,7766.9,533.0,332.8,200.2,804.8,977.7,60.7,87.2,26.8,60.5
2021/12(E),HSD엔진,082740,조선,215,5864.0,,8.0,,-297.0,,,,-387.3,,-304.7
2016/12,HMM,011200,해운사,212,45848.1,51015.5,-5167.4,3166.5,-8333.9,8413.2,3505.3,-6123.7,-4154.5,157.1,-4582.0
2017/12,HMM,011200,해운사,212,50280.2,51295.5,-1015.3,3052.5,-4067.8,1095.9,3403.4,-4454.3,-11870.0,37.4,-11907.4
2018/12,HMM,011200,해운사,212,52221.2,54989.4,-2768.2,2818.4,-5586.6,1468.6,2105.5,-1651.3,-7788.9,116.7,-7905.6
2019/12,HMM,011200,해운사,212,55130.9,55172.2,-41.3,2955.6,-2996.9,826.3,4194.6,486.2,-5867.2,31.2,-5898.4
2020/12,HMM,011200,해운사,212,64132.7,51288.3,12844.4,3036.6,9807.8,414.1,11846.9,2811.3,1277.9,38.3,1239.7
2021/12(E),HMM,011200,해운사,212,136801.0,,76728.8,,72077.0,,,,49005.3,,48367.6
2016/12,에이프로젠 MED,007460,기계,138,548.4,449.0,99.4,48.8,50.6,5.0,26.6,4.2,33.2,9.1,24.1
2017/12,에이프로젠 MED,007460,기계,138,403.8,334.6,69.1,33.9,35.2,2.6,20.0,10.7,28.5,-11.8,23.4
2018/12,에이프로젠 MED,007460,기계,138,510.5,418.6,91.8,76.1,15.7,73.2,208.4,-100.7,-220.1,29.1,-321.1
2019/12,에이프로젠 MED,007460,기계,138,782.5,588.9,193.6,167.9,25.7,320.1,412.4,447.2,169.2,-14.0,183.3
2020/12,에이프로젠 MED,007460,기계,138,1271.4,926.8,344.6,304.9,39.7,131.2,466.2,1.9,-391.2,-64.5,-326.7
2021/12(E),에이프로젠 MED,007460,기계,138,,,,,,,,,,,
2016/12,에이프로젠제약,003060,제약,35,441.2,255.0,186.3,188.7,-2.5,21.3,54.6,-4.7,-40.5,7.2,-47.7
2017/12,에이프로젠제약,003060,제약,35,461.0,272.7,188.3,202.9,-14.6,30.2,98.8,-40.5,-165.2,3.7,-168.9
2018/12,에이프로젠제약,003060,제약,35,454.0,266.1,187.8,196.1,-8.3,27.1,92.2,-13.0,-9.5,2.6,-12.2
2019/12,에이프로젠제약,003060,제약,35,509.0,303.5,205.6,225.2,-19.6,86.4,42.4,419.4,-30.6,4.1,-34.7
2020/12,에이프로젠제약,003060,제약,35,533.2,301.2,232.0,258.1,-26.1,144.3,28.3,22.7,166.4,-22.7,189.2
2021/12,에이프로젠제약,003060,제약,35,564.8,310.4,254.4,292.4,-38.0,152.9,0.9,-19.2,98.3,6.8,91.5
2022/12(E),에이프로젠제약,003060,제약,35,,,,,,,,,,,
2016/12,에이플러스에셋,244920,손해보험,190,2063.1,,2063.1,1991.4,71.6,2.9,14.6,-9.6,59.0,13.5,45.6
2017/12,에이플러스에셋,244920,손해보험,190,1963.2,,1963.2,1798.1,165.1,2.9,18.4,-26.0,144.7,42.2,102.4
2018/12,에이플러스에셋,244920,손해보험,190,2037.3,,2037.3,1840.0,197.3,2.7,13.1,-9.9,202.0,45.7,156.3
2019/12,에이플러스에셋,244920,손해보험,190,2693.7,,2693.7,2484.9,208.8,41.0,42.1,15.6,230.7,76.8,153.8
2020/12,에이플러스에셋,244920,손해보험,190,2851.4,,2851.4,2619.8,231.6,80.1,41.7,5.2,287.7,69.8,217.9
2021/12(E),에이플러스에셋,244920,손해보험,190,2610.0,,,,80.0,,,,230.0,,180.0
2016/12,엔씨소프트,036570,게임엔터테인먼트,235,9835.6,1875.8,7959.8,4672.1,3287.6,247.4,140.9,-6.9,3460.7,746.9,2713.8
2017/12,엔씨소프트,036570,게임엔터테인먼트,235,17587.2,,17587.2,11737.0,5850.2,269.1,154.8,153.5,6102.4,1662.0,4440.4
2018/12,엔씨소프트,036570,게임엔터테인먼트,235,17151.2,,17151.2,11001.9,6149.3,502.5,246.7,-7.2,6373.5,2158.8,4214.7
2019/12,엔씨소프트,036570,게임엔터테인먼트,235,17011.9,,17011.9,12221.9,4789.9,696.6,314.8,-17.3,4961.5,1370.0,3591.5
2020/12,엔씨소프트,036570,게임엔터테인먼트,235,24161.8,,24161.8,15913.9,8247.9,534.0,360.6,-333.0,8032.6,2166.4,5866.1
2021/12(E),엔씨소프트,036570,게임엔터테인먼트,235,23517.9,,23232.0,,4815.2,,,,5665.9,,4472.2
2016/12,엔에스쇼핑,138250,인터넷과카탈로그소매,210,4411.1,378.6,4032.5,3242.6,789.9,27.4,55.4,-28.6,733.3,230.3,503.1
2017/12,엔에스쇼핑,138250,인터넷과카탈로그소매,210,4768.3,521.8,4246.4,3446.3,800.1,14.3,88.1,85.4,811.8,260.0,551.9
2018/12,엔에스쇼핑,138250,인터넷과카탈로그소매,210,4740.8,715.0,4025.9,3414.2,611.7,28.6,89.9,-20.2,523.4,177.7,345.7
2019/12,엔에스쇼핑,138250,인터넷과카탈로그소매,210,4979.9,839.4,4140.5,3853.1,287.3,42.1,102.7,-164.0,62.8,138.2,-75.4
2020/12,엔에스쇼핑,138250,인터넷과카탈로그소매,210,5391.2,929.8,4461.4,4167.7,293.7,69.4,152.3,-1.4,209.4,145.1,64.3
2021/12,엔에스쇼핑,138250,인터넷과카탈로그소매,210,5838.1,1360.0,4478.1,4561.4,-83.3,34.7,155.6,-36.6,-240.7,116.3,-357.0
2022/12(E),엔에스쇼핑,138250,인터넷과카탈로그소매,210,,,,,,,,,,,
2016/12,NH투자증권,005940,증권,12,,,,6328.1,3019.5,,,,3019.7,657.5,2362.2
2017/12,NH투자증권,005940,증권,12,,,,7091.9,4592.0,,,,4425.5,929.2,3496.3
2018/12,NH투자증권,005940,증권,12,,,,6914.9,5401.4,,,,5047.7,1432.9,3614.7
2019/12,NH투자증권,005940,증권,12,,,,8119.2,5753.9,,,,6332.2,1568.4,4763.8
2020/12,NH투자증권,005940,증권,12,,,,8936.1,7872.5,,,,7891.2,2122.4,5768.8
2021/12,NH투자증권,005940,증권,12,,,,10466.3,12939.5,,,,13020.6,3706.0,9314.6
2022/12(E),NH투자증권,005940,증권,12,,,,,10583.0,,,,10387.8,,7656.4
2016/12,엔케이,085310,기계,138,1645.9,1693.3,-47.4,245.0,-292.4,19.1,66.5,12.6,-333.5,-1.7,-331.7
2017/12,엔케이,085310,기계,138,1218.0,1071.3,146.7,243.3,-96.5,14.8,55.3,107.8,-37.1,30.2,-67.3
2018/12,엔케이,085310,기계,138,1084.3,1096.1,-11.8,220.5,-232.2,5.8,34.3,-34.1,-295.8,-2.4,-293.5
2019/12,엔케이,085310,기계,138,736.9,711.6,25.3,123.7,-98.4,13.7,29.6,-125.3,-239.3,1.1,-266.3
2020/12,엔케이,085310,기계,138,693.6,612.2,81.4,84.6,-3.1,21.9,47.2,-23.0,-53.3,,-0.4
2021/12(E),엔케이,085310,기계,138,,,,,,,,,,,
2016/12,플레이그램,009810,판매업체,164,124.7,120.6,4.1,14.9,-10.8,15.5,10.4,-0.9,-10.0,,-17.9
2017/12,플레이그램,009810,판매업체,164,281.0,265.6,15.5,42.9,-27.4,69.8,21.1,1.0,-67.4,,-77.6
2018/12,플레이그램,009810,판매업체,164,65.3,61.7,3.5,15.3,-11.8,7.0,45.8,-42.2,-132.4,,-141.2
2019/12,플레이그램,009810,판매업체,164,87.7,83.9,3.9,17.5,-13.6,6.3,3.1,-18.1,-28.3,,-32.8
2020/12,플레이그램,009810,판매업체,164,340.9,315.6,25.4,49.5,-24.1,48.9,2.0,-34.4,41.0,,36.4
2021/12(E),플레이그램,009810,판매업체,164,,,,,,,,,,,
2016/12,엘브이엠씨홀딩스,900140,자동차,44,3923.3,3142.4,780.9,575.5,205.4,32.4,149.6,359.0,419.3,3.1,416.2
2017/12,엘브이엠씨홀딩스,900140,자동차,44,3332.5,2839.3,493.2,719.6,-226.3,46.4,192.3,601.9,140.0,4.2,135.8
2018/12,엘브이엠씨홀딩스,900140,자동차,44,2940.3,2892.8,47.5,662.9,-615.4,59.1,188.8,467.1,-486.6,3.8,-490.4
2019/12,엘브이엠씨홀딩스,900140,자동차,44,3637.5,3379.6,257.9,560.0,-302.1,32.0,421.2,331.7,-524.8,31.2,-556.0
2020/12,엘브이엠씨홀딩스,900140,자동차,44,2742.1,2380.3,361.8,483.8,-122.0,127.9,391.8,128.7,-239.6,6.0,-245.6
2021/12(E),엘브이엠씨홀딩스,900140,자동차,44,,,,,,,,,,,
2016/12,LS전선아시아,229640,전기장비,144,3451.4,3093.3,358.0,163.0,195.1,11.9,18.3,-4.5,184.1,36.9,147.2
2017/12,LS전선아시아,229640,전기장비,144,4037.4,3659.2,378.3,180.6,197.6,13.8,25.9,0.7,186.2,42.8,143.4
2018/12,LS전선아시아,229640,전기장비,144,4412.7,4056.2,356.5,176.9,179.7,17.3,44.1,-12.9,139.9,32.7,107.3
2019/12,LS전선아시아,229640,전기장비,144,5203.0,4720.5,482.5,222.9,259.5,8.2,48.3,4.0,223.5,52.6,170.9
2020/12,LS전선아시아,229640,전기장비,144,5796.1,5326.9,469.2,308.4,160.8,4.3,39.8,-2.6,122.7,39.9,82.8
2021/12(E),LS전선아시아,229640,전기장비,144,7820.7,,645.7,,263.7,,,,220.7,,162.0
2016/12,LX하우시스,108670,건축자재,162,29283.4,21332.0,7951.4,6381.5,1569.9,59.0,328.6,-152.9,1151.8,352.3,747.5
2017/12,LX하우시스,108670,건축자재,162,32094.1,24133.6,7960.4,6506.4,1454.0,84.6,274.9,-183.5,1065.6,235.4,678.6
2018/12,LX하우시스,108670,건축자재,162,32665.0,25357.9,7307.1,6603.4,703.7,115.6,477.5,-466.5,-176.1,-12.7,-531.3
2019/12,LX하우시스,108670,건축자재,162,31868.1,24400.5,7467.5,6779.8,687.8,68.8,339.2,-232.0,137.8,-10.2,115.7
2020/12,LX하우시스,108670,건축자재,162,30380.4,22848.3,7532.1,6822.2,709.9,95.4,341.5,-1382.5,-921.8,-123.0,-794.7
2021/12(E),LX하우시스,108670,건축자재,162,34557.7,,8476.0,,798.3,,,,249.0,,186.7
2016/12,LG헬로비전,037560,방송과엔터테인먼트,204,11006.3,7393.2,3613.2,3183.8,429.4,45.4,216.1,-1.2,259.9,44.8,215.1
2017/12,LG헬로비전,037560,방송과엔터테인먼트,204,11199.0,877.3,10321.6,9593.0,728.6,68.3,204.3,-184.2,412.0,123.2,288.8
2018/12,LG헬로비전,037560,방송과엔터테인먼트,204,11780.4,1169.0,10611.4,9939.0,672.4,97.0,203.3,-55.3,512.3,121.1,391.1
2019/12,LG헬로비전,037560,방송과엔터테인먼트,204,11121.8,899.7,10222.1,9929.6,292.5,102.3,213.0,-1093.0,-909.7,32.6,-942.3
2020/12,LG헬로비전,037560,방송과엔터테인먼트,204,10579.3,894.5,9684.9,9343.4,341.5,88.3,171.5,-3356.0,-3099.7,28.3,-3127.9
2021/12,LG헬로비전,037560,방송과엔터테인먼트,204,10801.3,1084.2,9717.1,9272.2,444.9,59.8,128.9,-18.6,353.2,84.0,269.2
2022/12(E),LG헬로비전,037560,방송과엔터테인먼트,204,,,,,,,,,,,
2016/12,영보화학,014440,화학,140,1578.0,1182.8,395.3,232.2,163.1,2.8,8.3,3.2,160.8,48.6,112.2
2017/12,영보화학,014440,화학,140,1646.2,1284.1,362.1,237.4,124.7,2.9,3.0,254.8,379.5,83.8,295.7
2018/12,영보화학,014440,화학,140,1439.2,1118.5,320.7,248.4,72.3,3.0,1.3,7.3,81.3,24.7,56.6
2019/12,영보화학,014440,화학,140,1312.0,998.4,313.5,229.0,84.5,3.7,2.3,2.1,87.9,40.3,47.5
2020/12,영보화학,014440,화학,140,1073.7,832.7,241.0,196.9,44.1,3.0,3.5,-1.7,42.0,15.4,26.6
2021/12,영보화학,014440,화학,140,997.4,752.7,244.7,185.5,59.2,2.2,2.4,-5.6,53.4,18.3,35.0
2022/12(E),영보화학,014440,화학,140,,,,,,,,,,,
2016/12,영원무역,111770,"섬유,의류,신발,호화품",134,20016.1,14746.3,5269.8,3475.3,1794.5,36.3,126.6,-145.6,1538.0,448.3,1089.7
2017/12,영원무역,111770,"섬유,의류,신발,호화품",134,20093.1,14721.8,5371.3,3559.9,1811.5,62.5,176.6,-363.3,1310.9,364.1,946.7
2018/12,영원무역,111770,"섬유,의류,신발,호화품",134,21012.7,15321.2,5691.4,3681.1,2010.4,68.6,161.3,-201.1,1691.2,578.3,1112.9
2019/12,영원무역,111770,"섬유,의류,신발,호화품",134,23882.7,17823.9,6058.8,3682.3,2376.5,81.2,187.5,71.8,2336.5,593.6,1742.8
2020/12,영원무역,111770,"섬유,의류,신발,호화품",134,24663.7,18380.4,6283.3,3686.5,2596.9,66.9,169.9,-4.1,2494.0,669.7,1824.3
2021/12(E),영원무역,111770,"섬유,의류,신발,호화품",134,26664.1,,7775.5,,3937.4,,,,4038.5,,2902.9
2016/12,영원무역홀딩스,009970,"섬유,의류,신발,호화품",134,23380.1,15713.6,7666.5,5656.5,2010.0,50.6,130.7,-121.8,1789.5,499.6,1289.9
2017/12,영원무역홀딩스,009970,"섬유,의류,신발,호화품",134,23847.7,15825.5,8022.2,5919.2,2103.0,83.9,179.2,-371.7,1617.1,441.3,1175.8
2018/12,영원무역홀딩스,009970,"섬유,의류,신발,호화품",134,25187.0,16438.1,8748.8,6199.8,2549.0,96.7,167.6,-198.2,2257.9,736.9,1521.1
2019/12,영원무역홀딩스,009970,"섬유,의류,신발,호화품",134,27379.6,18522.6,8856.9,5867.1,2989.9,142.5,180.7,69.3,3020.9,744.1,2276.8
2020/12,영원무역홀딩스,009970,"섬유,의류,신발,호화품",134,28509.6,19176.0,9333.6,5925.9,3407.7,109.8,155.4,-150.7,3211.3,866.6,2344.7
2021/12(E),영원무역홀딩스,009970,"섬유,의류,신발,호화품",134,,,,,,,,,,,
2016/12,영진약품,003520,제약,35,1931.3,1218.9,712.5,657.9,54.5,0.5,7.9,6.1,53.2,11.2,42.0
2017/12,영진약품,003520,제약,35,1950.1,1261.7,688.4,658.1,30.3,0.9,4.6,1.3,27.9,9.2,18.7
2018/12,영진약품,003520,제약,35,1864.1,1249.7,614.4,636.3,-21.9,1.4,2.7,-43.3,-66.5,-5.5,-61.0
2019/12,영진약품,003520,제약,35,2205.2,1407.4,797.7,697.9,99.8,,2.5,-3.3,94.0,43.7,50.3
2020/12,영진약품,003520,제약,35,2084.6,1350.0,734.6,730.8,3.8,,2.5,1.1,2.4,3.7,-1.3
2021/12(E),영진약품,003520,제약,35,,,,,,,,,,,
2016/12,영풍,000670,핸드셋,207,26540.8,25481.4,1059.5,1101.0,-41.5,454.2,433.3,26.7,1715.1,441.3,1273.8
2017/12,영풍,000670,핸드셋,207,37248.5,34401.5,2847.0,1252.8,1594.3,568.0,706.8,59.1,3346.4,623.5,2722.9
2018/12,영풍,000670,핸드셋,207,29714.3,29635.6,78.7,1167.9,-1089.2,507.5,475.8,218.8,667.0,204.6,462.4
2019/12,영풍,000670,핸드셋,207,30841.3,28664.8,2176.5,1332.5,844.0,514.2,485.6,-200.6,2478.3,404.3,2074.0
2020/12,영풍,000670,핸드셋,207,31834.3,30157.2,1677.1,1210.2,466.8,613.8,703.3,-494.9,1538.2,684.7,853.5
2021/12,영풍,000670,핸드셋,207,35820.7,34556.4,1264.4,1532.2,-267.8,655.1,479.7,-283.5,2007.5,306.9,1700.6
2022/12(E),영풍,000670,핸드셋,207,42475.0,,3015.0,,1382.5,,,,3830.0,,2955.0
2016/12,영풍제지,006740,종이와목재,196,875.0,783.0,92.0,84.2,7.9,2.0,4.7,59.1,64.2,9.3,55.0
2017/12,영풍제지,006740,종이와목재,196,1050.6,936.5,114.1,81.2,32.9,3.3,5.7,3.6,34.2,-4.6,38.8
2018/12,영풍제지,006740,종이와목재,196,1112.2,845.8,266.4,85.6,180.8,7.2,4.9,0.4,183.5,40.3,143.3
2019/12,영풍제지,006740,종이와목재,196,996.7,803.6,193.1,84.4,108.8,9.4,3.3,1.7,116.5,23.8,92.8
2020/12,영풍제지,006740,종이와목재,196,981.6,783.8,197.7,95.6,102.1,10.5,2.4,2.3,112.7,27.4,85.2
2021/12(E),영풍제지,006740,종이와목재,196,,,,,,,,,,,
2016/12,영화금속,012280,자동차부품,36,1563.9,1335.5,228.4,120.1,108.3,0.1,8.2,16.3,116.4,24.0,92.4
2017/12,영화금속,012280,자동차부품,36,1804.6,1613.2,191.4,119.3,72.2,0.5,17.5,-0.9,54.2,7.6,46.6
2018/12,영화금속,012280,자동차부품,36,2267.5,2113.9,153.5,142.8,10.7,0.6,26.2,19.8,4.9,-5.4,10.3
2019/12,영화금속,012280,자동차부품,36,2326.2,2149.8,176.4,156.2,20.2,4.7,41.8,21.5,4.6,2.0,2.6
2020/12,영화금속,012280,자동차부품,36,1794.0,1775.0,18.9,79.6,-60.6,0.5,49.0,14.3,-94.8,-4.3,-90.5
2021/12,영화금속,012280,자동차부품,36,2355.2,2437.6,-82.4,81.1,-163.5,2.2,25.0,-21.0,-207.4,-22.2,-185.2
2022/12(E),영화금속,012280,자동차부품,36,,,,,,,,,,,
2016/12,영흥,012160,철강,62,1858.6,1643.2,215.3,210.2,5.2,5.4,24.2,13.5,0.4,-2.8,3.3
2017/12,영흥,012160,철강,62,1774.3,1570.1,204.2,193.4,10.8,8.7,19.8,-56.2,-56.4,-14.5,-41.9
2018/12,영흥,012160,철강,62,1964.9,1768.5,196.4,213.5,-17.1,1.8,27.2,-16.5,-59.0,-6.9,-52.1
2019/12,영흥,012160,철강,62,1975.0,1766.8,208.1,174.1,34.0,6.1,30.3,4.8,14.6,4.0,10.6
2020/12,영흥,012160,철강,62,2047.2,2048.7,-1.6,249.5,-251.1,48.7,117.2,56.5,-263.1,-35.6,-227.5
2021/12(E),영흥,012160,철강,62,,,,,,,,,,,
2016/12,예스코홀딩스,015360,가스유틸리티,168,10513.2,9228.5,1284.7,1073.4,211.3,199.6,130.8,239.7,561.8,67.0,491.7
2017/12,예스코홀딩스,015360,가스유틸리티,168,11151.8,9786.4,1365.4,1121.5,243.9,436.1,198.5,-67.3,422.0,156.2,270.7
2018/12,예스코홀딩스,015360,가스유틸리티,168,10953.7,9479.4,1474.3,1222.1,252.1,460.1,1034.5,-149.2,-470.6,-110.3,-360.3
2019/12,예스코홀딩스,015360,가스유틸리티,168,11081.9,9620.0,1461.9,1240.5,221.4,548.5,479.0,-18.1,291.1,69.8,221.3
2020/12,예스코홀딩스,015360,가스유틸리티,168,11223.7,9730.6,1493.2,1397.3,95.9,534.5,605.2,-700.3,-640.2,138.9,-779.1
2021/12(E),예스코홀딩스,015360,가스유틸리티,168,,,,,,,,,,,
2016/12,오뚜기,007310,식품,38,20106.6,15237.7,4868.9,3443.9,1425.0,45.1,32.6,227.2,1834.2,454.3,1379.9
2017/12,오뚜기,007310,식품,38,21261.5,16492.2,4769.3,3308.7,1460.6,50.4,32.2,154.8,1803.3,478.6,1323.8
2018/12,오뚜기,007310,식품,38,22467.6,18477.5,3990.1,2472.9,1517.3,64.0,45.7,331.7,2018.3,410.1,1608.3
2019/12,오뚜기,007310,식품,38,23596.5,19511.8,4084.7,2601.9,1482.8,57.1,79.2,-107.9,1419.9,422.0,998.0
2020/12,오뚜기,007310,식품,38,25958.8,21336.0,4622.8,2638.4,1984.5,38.1,326.6,-33.3,1770.0,666.2,1103.8
2021/12(E),오뚜기,007310,식품,38,27117.0,,4412.0,,1663.0,,,,1660.0,,1188.0
2017/03,오리엔트바이오,002630,생물공학,146,1090.2,1006.5,83.7,181.1,-97.4,17.4,66.8,-85.5,-232.3,20.7,-253.0
2018/03,오리엔트바이오,002630,생물공학,146,256.2,234.0,22.3,101.4,-79.1,1.7,41.1,-12.7,-131.2,,-162.1
2019/03,오리엔트바이오,002630,생물공학,146,303.7,273.6,30.1,131.3,-101.2,27.1,61.0,3.2,-131.8,,-301.7
2020/03,오리엔트바이오,002630,생물공학,146,372.1,305.0,67.1,190.7,-123.6,44.3,8.2,-50.1,-129.1,-1.5,-127.6
2021/03,오리엔트바이오,002630,생물공학,146,520.2,327.9,192.3,173.7,18.6,8.9,35.0,-113.2,-156.7,-0.3,-156.3
2022/03(E),오리엔트바이오,002630,생물공학,146,,,,,,,,,,,
2016/12,오리온,271560,식품,38,,,,,,,,,,,
