period,shareName,shareCode,marketName,marketCode,mv,totalRevenue,operationIncome,operationIncomePublished,continuingIncomeAndLoseBeforeIncomeTaxes,netIncome,controllingNetIncome,nonControllingNetIncome,assets,liabilities,equity,controllingEquity,nonControllingEquity,commonStock,operatingCashFlow,investingCashFlow,financingCashFlow,capex,fcf,interestBearingLiabilities,operationIncomeMargin,netIncomeMargin,roe,roa,liabilitiesRatio,equityRatio,eps,per,bps,pbr,cashDps,dividendYield,dividendPayoutRatio,shareNum,ev,ebitda,ev/ebitda,ebitdaMargin,psr,sps,por,ops,depreciation,amortization,price
2020/09,팬오션,028670,해운사,212,18217.2,6344.0,629.0,629.0,428.0,421.0,421.0,,49482.0,19116.0,30366.0,30362.0,4.0,5346.0,1183.0,-1614.0,-36.0,730.0,453.0,15538.0,9.92,6.64,4.5,2.79,62.95,427.31,,,5675.14,0.6,,,,534569512.0,4810.8,559.0,,8.81,,,,,,,3407.83
2020/12,팬오션,028670,해운사,212,26944.32,6205.0,602.0,602.0,-134.0,-136.0,-137.0,,46593.0,18527.0,28067.0,28067.0,,5346.0,1157.0,-104.0,-635.0,655.0,503.0,14782.0,9.7,-2.2,3.25,1.99,66.01,424.79,,,5246.17,0.96,50.0,,-195.66,534569512.0,14537.92,2288.6,,36.88,,,,,2262.3,14.3,5040.38
2021/03,팬오션,028670,해운사,212,33091.52,6799.0,489.0,489.0,548.0,546.0,546.0,,51274.0,21728.0,29546.0,29546.0,,5346.0,68.0,-1333.0,1043.0,886.0,-818.0,17332.0,7.19,8.03,4.17,2.52,73.54,430.0,,,5522.62,1.12,,,,534569512.0,17997.72,528.9,4.57,7.78,,,,,,,6190.31
2021/06,팬오션,028670,해운사,212,45556.5,11299.0,1120.0,1120.0,913.0,911.0,911.0,,54945.0,24574.0,30371.0,30371.0,,5346.0,1655.0,-838.0,-624.0,919.0,736.0,18785.0,9.92,8.06,5.72,3.38,80.91,447.03,325.42,26.17,5676.82,1.5,,,,534569512.0,29198.6,1050.7,6.6,9.3,1.49,5728.41,16.04,530.84,,,8522.09
2021/09,팬오션,028670,해운사,212,37954.0,13282.0,1913.0,1913.0,1796.0,1790.0,1790.0,,60676.0,27004.0,33672.0,33672.0,,5346.0,1982.0,-662.0,-489.0,853.0,1129.0,21177.0,14.4,13.48,9.72,5.65,80.2,480.52,581.31,12.2,6293.83,1.13,,,,534569512.0,20148.3,1871.1,3.51,14.09,1.01,7025.23,9.2,770.84,,,7099.92
2021/12(E),팬오션,028670,해운사,212,27177.54,12950.0,2003.0,,1627.0,2018.0,1618.0,,59912.0,25288.0,34624.0,34843.0,,5348.0,,,,,,,15.46,15.59,,,73.04,,909.35,5.59,6512.71,0.78,,,,534569512.0,,1861.3,,14.37,0.61,8285.98,4.92,1032.71,,,5084.0
2022/03(E),팬오션,028670,해운사,212,,10565.0,1087.0,,970.0,1041.0,1058.0,,,,,,,,,,,,,,10.29,9.85,,,,,1005.05,,,,,,,534569512.0,,,,,,8989.91,,1144.49,,,
2022/06(E),팬오션,028670,해운사,212,,12047.0,1142.0,,1005.0,702.0,1123.0,,,,,,,,,,,,,,9.48,5.83,,,,,1044.67,,,,,,,534569512.0,,,,,,9129.72,,1148.6,,,
2020/09,퍼스텍,010820,우주항공과국방,216,988.89,389.0,15.0,15.0,37.0,35.0,35.0,,1862.0,1506.0,357.0,357.0,,240.0,-54.0,128.0,-118.0,1.0,-54.0,42.0,3.87,9.05,-10.46,-2.01,422.28,-78.78,,,743.75,2.77,,,,48061460.0,1012.29,15.5,,3.98,,,,,,,2057.55
2020/12,퍼스텍,010820,우주항공과국방,216,1023.63,368.0,26.0,26.0,28.0,37.0,37.0,,1807.0,1359.0,447.0,447.0,,240.0,-69.0,89.0,-6.0,3.0,-72.0,38.0,6.93,9.93,19.81,3.93,304.02,-50.37,,,931.25,2.29,,,,48061460.0,1064.13,41.8,,11.36,,,,,12.0,6.2,2129.84
2021/03,퍼스텍,010820,우주항공과국방,216,1273.5,291.0,-7.0,-7.0,6.0,3.0,3.0,,1993.0,1543.0,450.0,450.0,,240.0,119.0,230.0,-16.0,,119.0,24.0,-2.25,1.18,29.2,5.23,343.3,-49.0,,,937.5,2.83,,,,48061460.0,1661.0,-6.5,24.46,-2.23,,,,,,,2649.73
2021/06,퍼스텍,010820,우주항공과국방,216,1340.64,330.0,16.0,16.0,31.0,31.0,31.0,,2024.0,1568.0,456.0,456.0,,240.0,-35.0,-162.0,-1.0,2.0,-37.0,23.0,4.74,9.4,28.01,5.19,344.05,-5.32,220.83,12.65,950.0,2.94,,,,48061460.0,1531.74,23.6,20.59,7.15,0.97,2870.83,26.81,104.17,6.2,1.5,2789.43
2021/09,퍼스텍,010820,우주항공과국방,216,2120.0,304.0,1.0,1.0,-1.0,-1.0,-1.0,,1978.0,1527.0,452.0,452.0,,240.0,-76.0,68.0,-1.0,1.0,-77.0,23.0,0.39,-0.35,17.31,3.64,338.03,-5.81,145.83,30.29,941.67,4.69,,,,48061460.0,2302.6,-6.4,43.86,-2.11,1.64,2693.75,58.89,75.0,-6.2,-1.5,4411.02
2021/12(E),퍼스텍,010820,우주항공과국방,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48061460.0,,,,,,,,,,,
2022/03(E),퍼스텍,010820,우주항공과국방,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48061460.0,,,,,,,,,,,
2022/06(E),퍼스텍,010820,우주항공과국방,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48061460.0,,,,,,,,,,,
2020/09,퍼시스,016800,가구,200,2607.75,674.0,71.0,71.0,150.0,115.0,115.0,,5098.0,524.0,4575.0,4575.0,,143.0,92.0,226.0,-46.0,15.0,77.0,31.0,10.57,17.03,8.27,7.41,11.45,3556.36,,,38125.0,0.57,,,,11500000.0,3499.45,118.5,,17.58,,,,,18.8,0.1,22676.09
2020/12,퍼시스,016800,가구,200,2719.31,800.0,68.0,68.0,69.0,34.0,34.0,,4989.0,380.0,4609.0,4609.0,,143.0,46.0,-328.0,-5.0,25.0,20.0,28.0,8.49,4.28,7.53,6.94,8.25,3579.39,,,38408.33,0.59,1000.0,,268.01,11500000.0,3281.01,98.1,,12.26,,,,,19.2,0.1,23646.17
2021/03,퍼시스,016800,가구,200,2693.52,842.0,67.0,67.0,161.0,123.0,123.0,,5316.0,672.0,4644.0,4644.0,,143.0,279.0,100.0,-98.0,22.0,258.0,24.0,7.93,14.63,8.65,7.6,14.46,3601.3,,,38700.0,0.58,,,,11500000.0,3566.02,99.1,8.67,11.77,,,,,18.0,0.1,23421.91
2021/06,퍼시스,016800,가구,200,3662.44,820.0,118.0,118.0,216.0,165.0,165.0,,5419.0,600.0,4819.0,4819.0,,143.0,31.0,-194.0,-3.0,11.0,21.0,21.0,14.34,20.11,9.4,8.42,12.44,3716.65,3641.67,8.38,40158.33,0.76,,,,11500000.0,4350.24,161.1,9.12,19.65,1.17,26133.33,11.3,2700.0,20.8,0.1,31847.3
2021/09,퍼시스,016800,가구,200,4146.0,705.0,48.0,48.0,67.0,52.0,52.0,,5418.0,551.0,4867.0,4867.0,,143.0,23.0,-52.0,-4.0,19.0,4.0,18.0,6.81,7.45,7.94,7.13,11.32,3753.36,3116.67,11.09,40558.33,0.85,,,,11500000.0,4808.4,96.3,10.58,13.66,1.31,26391.67,13.77,2508.33,20.1,0.1,36052.17
2021/12(E),퍼시스,016800,가구,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11500000.0,,69.0,,,,,,,,,
2022/03(E),퍼시스,016800,가구,200,,906.0,73.0,,,,,,,,,,,,,,,,,,8.06,,,,,,,,,,,,,11500000.0,,,,,,,,,,,
2022/06(E),퍼시스,016800,가구,200,,881.0,102.0,,,,,,,,,,,,,,,,,,11.58,,,,,,,,,,,,,11500000.0,,,,,,,,,,,
2020/09,페이퍼코리아,001020,종이와목재,196,595.14,908.0,32.0,32.0,-38.0,-51.0,-51.0,,5229.0,5011.0,218.0,218.0,,176.0,-99.0,-20.0,-10.0,36.0,-135.0,4232.0,3.53,-5.67,-52.6,-2.23,2301.49,-165.28,,,622.86,2.73,,,,35166280.0,-3286.06,29.7,,3.27,,,,,,,1692.36
2020/12,페이퍼코리아,001020,종이와목재,196,921.2,1146.0,131.0,131.0,-4.0,11.0,11.0,,5089.0,4808.0,281.0,280.0,,188.0,-122.0,-43.0,-21.0,13.0,-134.0,3967.0,11.4,0.93,1.18,0.04,1714.22,-48.68,,,736.84,3.29,,,,37502728.0,-2885.8,261.4,,22.81,,,,,112.1,2.1,2456.35
2021/03,페이퍼코리아,001020,종이와목재,196,855.6,855.0,44.0,44.0,-1.0,-5.0,-5.0,,5294.0,5018.0,276.0,276.0,,188.0,99.0,44.0,18.0,9.0,90.0,4134.0,5.1,-0.55,7.49,0.31,1819.83,-51.21,,,726.32,3.1,,,,37502728.0,-2955.5,38.0,-6.19,4.44,,,,,,,2281.43
2021/06,페이퍼코리아,001020,종이와목재,196,913.96,1126.0,86.0,86.0,12.0,10.0,10.0,,5175.0,4883.0,292.0,292.0,,189.0,-62.0,73.0,7.0,6.0,-69.0,4150.0,7.6,0.88,-12.71,-0.67,1673.39,-43.04,-92.11,-26.11,768.42,3.13,,,,37762333.0,-2895.94,85.2,-6.99,7.57,0.23,10618.42,3.12,771.05,,,2420.3
2021/09,페이퍼코리아,001020,종이와목재,196,855.0,1161.0,84.0,84.0,40.0,33.0,33.0,,5675.0,5285.0,390.0,390.0,,204.0,-96.0,-52.0,326.0,52.0,-148.0,4317.0,7.21,2.85,16.09,0.9,1354.45,0.98,119.51,17.45,951.22,2.19,,,,40782857.0,-2939.0,88.1,-6.22,7.59,0.2,10458.54,2.48,841.46,,,2096.47
2021/12(E),페이퍼코리아,001020,종이와목재,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40900159.0,,,,,,,,,,,
2022/03(E),페이퍼코리아,001020,종이와목재,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40900159.0,,,,,,,,,,,
2022/06(E),페이퍼코리아,001020,종이와목재,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40900159.0,,,,,,,,,,,
2020/09,평화산업,090080,자동차부품,36,632.32,862.0,-12.0,-12.0,-39.0,-39.0,-39.0,,1878.0,1631.0,247.0,247.0,,275.0,108.0,-49.0,-55.0,61.0,47.0,961.0,-1.39,-4.49,-2.3,-0.31,660.57,-66.97,,,449.09,2.56,,,,54902259.0,-311.28,-10.9,,-1.26,,,,,17.7,0.4,1151.72
2020/12,평화산업,090080,자동차부품,36,652.8,1058.0,5.0,5.0,12.0,10.0,10.0,,2032.0,1776.0,256.0,256.0,,275.0,-7.0,-25.0,16.0,46.0,-53.0,851.0,0.47,0.97,-26.4,-3.92,695.0,-63.66,,,465.45,2.55,,,,54902259.0,-196.8,38.5,,3.64,,,,,16.7,0.4,1189.02
2021/03,평화산업,090080,자동차부품,36,603.95,1062.0,20.0,20.0,1.0,1.0,1.0,,2139.0,1882.0,257.0,257.0,,275.0,93.0,-32.0,-53.0,35.0,59.0,798.0,1.86,0.08,-15.68,-2.18,733.35,-63.33,,,467.27,2.35,,,,54902259.0,-184.65,31.6,-2.76,2.98,,,,,20.3,0.4,1100.05
2021/06,평화산업,090080,자동차부품,36,979.68,1039.0,52.0,52.0,56.0,55.0,55.0,,2106.0,1795.0,312.0,312.0,,275.0,-89.0,-39.0,122.0,39.0,-127.0,921.0,4.96,5.32,9.26,1.43,575.44,-43.23,49.09,36.28,567.27,3.14,,,,54902259.0,62.18,89.1,0.42,8.58,0.24,7310.91,15.07,118.18,22.6,0.4,1784.41
2021/09,평화산업,090080,자동차부품,36,977.0,978.0,-18.0,-18.0,-41.0,-41.0,-41.0,,2076.0,1804.0,272.0,272.0,,275.0,31.0,-44.0,11.0,25.0,6.0,954.0,-1.88,-4.14,9.96,1.31,664.11,-57.99,45.45,39.08,494.55,3.59,,,,54902259.0,23.9,-8.0,0.16,-0.82,0.24,7521.82,16.56,107.27,21.9,0.4,1779.53
2021/12(E),평화산업,090080,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54902259.0,,,,,,,,,,,
2022/03(E),평화산업,090080,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54902259.0,,,,,,,,,,,
2022/06(E),평화산업,090080,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54902259.0,,,,,,,,,,,
2020/09,평화홀딩스,010770,자동차부품,36,466.44,1398.0,-9.0,-9.0,-64.0,-65.0,-46.0,-19.0,5306.0,4251.0,1056.0,1014.0,42.0,73.0,172.0,-82.0,-100.0,89.0,83.0,2628.0,-0.68,-4.63,-2.68,-1.85,402.7,789.63,,,6760.0,0.46,,,,14625466.0,-1782.76,25.2,,1.8,,,,,53.2,2.7,3189.23
2020/12,평화홀딩스,010770,자동차부품,36,493.64,1631.0,66.0,66.0,99.0,86.0,83.0,3.0,5223.0,4031.0,1192.0,1148.0,44.0,73.0,-22.0,5.0,-302.0,58.0,-80.0,2334.0,4.03,5.26,-2.68,-1.65,338.17,872.6,,,7653.33,0.43,150.0,,25.16,14625466.0,-1782.16,187.1,,11.47,,,,,56.7,2.4,3375.21
2021/03,평화홀딩스,010770,자동차부품,36,507.15,1579.0,47.0,47.0,9.0,1.0,1.0,,5724.0,4552.0,1171.0,1127.0,44.0,73.0,160.0,-203.0,242.0,58.0,103.0,2578.0,2.97,0.07,6.13,0.69,388.62,846.15,,,7513.33,0.45,,,,14625466.0,-1811.05,73.6,-4.72,4.66,,,,,45.3,2.2,3467.58
2021/06,평화홀딩스,010770,자동차부품,36,719.2,1595.0,53.0,53.0,106.0,94.0,71.0,23.0,5525.0,4300.0,1225.0,1160.0,66.0,73.0,-78.0,-74.0,146.0,74.0,-151.0,2758.0,3.34,5.92,9.72,2.19,350.89,943.82,726.67,6.6,7733.33,0.62,,,,14625466.0,-1785.0,166.0,-3.95,10.41,0.12,41353.33,4.58,1046.67,51.0,2.2,4917.45
2021/09,평화홀딩스,010770,자동차부품,36,566.0,1523.0,-24.0,-24.0,-90.0,-88.0,-68.0,-20.0,5401.0,4241.0,1159.0,1109.0,51.0,73.0,-30.0,99.0,53.0,46.0,-76.0,3017.0,-1.6,-5.78,8.24,1.74,365.89,850.78,580.0,6.51,7393.33,0.51,,,,14625466.0,-2074.5,-17.2,-5.07,-1.13,0.09,42186.67,3.99,946.67,45.8,2.3,3869.96
2021/12(E),평화홀딩스,010770,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14625466.0,,,,,,,,,,,
2022/03(E),평화홀딩스,010770,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14625466.0,,,,,,,,,,,
2022/06(E),평화홀딩스,010770,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14625466.0,,,,,,,,,,,
2020/09,포스코강판,058430,비철금속,53,840.56,2255.0,55.0,55.0,50.0,43.0,41.0,2.0,5056.0,2800.0,2256.0,2212.0,43.0,300.0,416.0,-13.0,-255.0,13.0,403.0,1231.0,2.42,1.91,2.04,1.02,124.15,635.88,,,36866.67,0.38,,,,6000000.0,81.06,106.8,,4.74,,,,,50.1,1.2,14009.33
2020/12,포스코강판,058430,비철금속,53,1049.51,2428.0,47.0,47.0,36.0,8.0,6.0,2.0,4854.0,2581.0,2273.0,2233.0,40.0,300.0,276.0,-165.0,-77.0,9.0,267.0,1143.0,1.93,0.33,2.88,1.44,113.56,646.21,,,37216.67,0.47,500.0,,473.4,6000000.0,399.31,95.7,,3.94,,,,,50.1,1.2,17491.83
2021/03,포스코강판,058430,비철금속,53,1733.25,2531.0,144.0,144.0,139.0,107.0,105.0,2.0,4916.0,2561.0,2356.0,2311.0,44.0,300.0,197.0,-10.0,-192.0,10.0,187.0,989.0,5.68,4.21,6.98,3.22,108.71,671.07,,,38516.67,0.75,,,,6000000.0,1235.95,197.1,2.57,7.79,,,,,42.7,1.1,28887.5
2021/06,포스코강판,058430,비철금속,53,4699.2,3409.0,431.0,431.0,425.0,360.0,359.0,1.0,5683.0,2968.0,2715.0,2670.0,45.0,300.0,345.0,-15.0,-3.0,15.0,330.0,1003.0,12.65,10.57,21.09,9.85,109.29,790.66,8516.67,9.2,44500.0,1.76,,,,6000000.0,4513.9,470.3,5.19,13.8,0.44,177050.0,6.94,11283.33,37.4,1.1,78320.0
2021/09,포스코강판,058430,비철금속,53,2907.0,3899.0,559.0,559.0,534.0,415.0,419.0,-4.0,6359.0,3221.0,3138.0,3094.0,44.0,300.0,23.0,-23.0,-2.0,22.0,1.0,1008.0,14.33,10.65,33.5,15.59,102.67,930.27,14816.67,3.27,51566.67,0.94,,,,6000000.0,2708.5,597.3,1.99,15.32,0.24,204450.0,2.46,19683.33,37.7,1.1,48450.0
2021/12(E),포스코강판,058430,비철금속,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,,,,,,,,,,,
2022/03(E),포스코강판,058430,비철금속,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,,,,,,,,,,,
2022/06(E),포스코강판,058430,비철금속,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,,,,,,,,,,,
2020/09,POSCO,005490,철강,62,155528.8,142612.0,6667.0,6667.0,7122.0,5140.0,4655.0,486.0,820912.0,343008.0,477904.0,444368.0,33536.0,4824.0,21368.0,-8357.0,-5585.0,5529.0,15839.0,243636.0,4.67,3.61,2.13,1.34,71.77,9699.89,,,510767.82,0.35,1500.0,,25.28,87186835.0,-20416.0,15672.0,,10.99,,,,,7939.4,1062.3,178385.65
2020/12,POSCO,005490,철강,62,208357.58,152642.0,8634.0,8634.0,5184.0,7346.0,7010.0,336.0,790870.0,314124.0,476746.0,443314.0,33432.0,4824.0,26986.0,-17443.0,-28826.0,10216.0,16770.0,212373.0,5.66,4.81,3.61,2.26,65.89,9830.37,,,509556.32,0.47,,,48.87,87186835.0,43530.98,15541.5,,10.18,,,,,8072.0,1289.3,238978.26
2021/03,POSCO,005490,철강,62,239889.66,160687.0,15524.0,15524.0,15596.0,11388.0,10247.0,1140.0,828226.0,336071.0,492155.0,452622.0,39533.0,4824.0,5709.0,-18842.0,10520.0,5379.0,330.0,224789.0,9.66,7.09,4.99,3.02,68.29,9979.51,,,520255.17,0.53,3000.0,,22.14,87186835.0,60562.06,24514.1,0.91,15.26,,,,,7883.2,1107.8,275144.36
2021/06,POSCO,005490,철강,62,261836.4,182925.0,22006.0,22006.0,23978.0,18072.0,16643.0,1428.0,834696.0,326143.0,508553.0,467565.0,40988.0,4824.0,16442.0,-3161.0,-18661.0,6867.0,9575.0,211076.0,12.03,9.88,8.47,5.07,64.13,10277.07,44316.09,6.79,537431.03,0.56,4000.0,,18.18,87186835.0,90981.8,31421.3,1.04,17.18,0.41,734328.74,4.96,60725.29,7687.4,1096.9,300316.44
2021/09,POSCO,005490,철강,62,254150.0,206369.0,31167.0,31167.0,33594.0,26276.0,24297.0,1979.0,901351.0,366137.0,535213.0,491715.0,43498.0,4824.0,15930.0,-18399.0,16392.0,6819.0,9111.0,236194.0,15.1,12.73,12.43,7.32,68.41,10717.8,66893.1,4.37,565189.66,0.52,5000.0,,15.56,87186835.0,72756.4,39331.3,0.66,19.06,0.36,807612.64,3.29,88886.21,7766.0,1125.1,291500.43
2021/12(E),POSCO,005490,철강,62,229854.64,203177.0,23882.0,,22741.0,15712.0,15806.0,,879849.0,338828.0,541020.0,499684.0,,4821.0,,,,,,,11.75,7.73,,,62.63,,77003.45,3.43,574349.43,0.46,,,,87186835.0,,24855.9,,12.23,0.31,865698.85,2.48,106412.64,,,263634.57
2022/03(E),POSCO,005490,철강,62,,199757.0,16666.0,,17556.0,12915.0,11504.0,,,,,,,,,,,,,,8.34,6.46,,,,,78448.28,,,,,,,87186835.0,,,,,,910606.9,,107725.29,,,
2022/06(E),POSCO,005490,철강,62,,197318.0,16128.0,,17443.0,12555.0,11348.0,,,,,,,,,,,,,,8.17,6.36,,,,,72362.07,,,,,,,87186835.0,,,,,,927150.57,,100968.97,,,
2020/09,포스코인터내셔널,047050,무역회사와판매업체,226,16621.28,50682.0,1071.0,1071.0,825.0,550.0,589.0,-39.0,88390.0,56422.0,31968.0,31964.0,4.0,6169.0,3975.0,1333.0,-4369.0,,3975.0,34747.0,2.11,1.08,7.14,2.26,176.5,414.05,,,25986.99,0.52,,,,123375149.0,-9940.12,1933.9,,3.82,,,,,287.0,468.7,13472.15
2020/12,포스코인터내셔널,047050,무역회사와판매업체,226,18001.17,56413.0,873.0,873.0,236.0,198.0,178.0,20.0,83280.0,51672.0,31609.0,31581.0,28.0,6169.0,3379.0,-247.0,-4405.0,356.0,3024.0,29656.0,1.55,0.35,7.69,2.66,163.47,416.01,,,25675.61,0.57,700.0,,484.58,123375149.0,-4861.83,1068.4,,1.89,,,,,399.1,560.2,14590.6
2021/03,포스코인터내셔널,047050,무역회사와판매업체,226,24753.3,70870.0,1269.0,1269.0,1274.0,929.0,927.0,1.0,95546.0,63778.0,31768.0,31735.0,33.0,6169.0,-7001.0,-287.0,4605.0,131.0,-7131.0,34984.0,1.79,1.31,8.31,2.71,200.76,417.19,,,25800.81,0.78,,,,123375149.0,-5993.3,2193.4,-0.83,3.09,,,,,324.6,533.8,20063.44
2021/06,포스코인터내셔널,047050,무역회사와판매업체,226,28619.52,85245.0,1700.0,1700.0,1755.0,1263.0,1252.0,10.0,103102.0,70180.0,32922.0,32896.0,27.0,6169.0,-5916.0,-350.0,5194.0,880.0,-6796.0,40663.0,1.99,1.48,9.15,3.02,213.17,437.55,2395.12,9.71,26744.72,0.87,,,,123375149.0,-8832.68,2596.1,-1.13,3.05,0.11,213991.87,5.83,3994.31,329.9,500.7,23197.15
2021/09,포스코인터내셔널,047050,무역회사와판매업체,226,26587.0,91515.0,1485.0,1485.0,843.0,690.0,694.0,-5.0,114969.0,80701.0,34268.0,33966.0,302.0,6169.0,241.0,-1348.0,4441.0,389.0,-148.0,45628.0,1.62,0.75,9.26,3.03,235.5,448.86,2480.49,8.71,27614.63,0.78,,,,123375149.0,-12551.7,1669.5,-1.67,1.82,0.09,247189.43,4.99,4330.89,319.4,524.8,21549.72
2021/12(E),포스코인터내셔널,047050,무역회사와판매업체,226,28064.07,84637.0,1555.0,,1391.0,,976.0,,102987.0,68233.0,34755.0,34647.0,,6170.0,,,,,,,1.84,,,,196.33,,3129.27,7.29,28168.29,0.81,,,,123375149.0,,1452.6,,1.72,0.08,270135.77,4.67,4885.37,,,22746.94
2022/03(E),포스코인터내셔널,047050,무역회사와판매업체,226,,87632.0,1522.0,,1309.0,1152.0,946.0,,,,,,,,,,,,,,1.74,1.31,,,,,3144.72,,,,,,,123375149.0,,,,,,283763.41,,5091.06,,,
2022/06(E),포스코인터내셔널,047050,무역회사와판매업체,226,,94266.0,1648.0,,1454.0,1224.0,1064.0,,,,,,,,,,,,,,1.75,1.3,,,,,2991.87,,,,,,,123375149.0,,,,,,291097.56,,5048.78,,,
2020/09,포스코케미칼,003670,화학,140,50498.56,3887.0,194.0,194.0,102.0,69.0,68.0,1.0,20633.0,10534.0,10099.0,9863.0,236.0,305.0,419.0,-288.0,-904.0,265.0,154.0,8725.0,4.99,1.76,2.9,1.71,104.31,3137.18,,,15410.94,5.12,,,,64191806.0,46011.86,377.7,,9.72,,,,,168.0,14.6,78668.23
2020/12,포스코케미칼,003670,화학,140,66746.69,4499.0,209.0,209.0,152.0,158.0,159.0,-1.0,20881.0,10644.0,10236.0,10007.0,229.0,305.0,274.0,-747.0,-814.0,666.0,-392.0,8414.0,4.63,3.52,2.96,1.56,103.99,3192.15,,,15635.94,6.67,285.0,,114.89,64191806.0,59549.49,407.0,,9.05,,,,,183.1,15.0,103980.08
2021/03,포스코케미칼,003670,화학,140,120100.8,4672.0,341.0,341.0,477.0,398.0,400.0,-2.0,34483.0,11145.0,23337.0,22920.0,417.0,387.0,-56.0,-12903.0,12796.0,614.0,-670.0,8415.0,7.31,8.51,3.38,2.16,47.76,5822.65,,,29766.23,5.24,,,,77463220.0,112742.6,553.5,74.24,11.85,,,,,185.3,15.6,155042.35
2021/06,포스코케미칼,003670,화학,140,111571.2,4800.0,356.0,356.0,395.0,339.0,339.0,,34960.0,11301.0,23659.0,23244.0,416.0,387.0,537.0,181.0,-245.0,1304.0,-767.0,8357.0,7.42,7.06,5.84,3.43,47.76,5906.35,1254.55,115.5,30187.01,4.8,,,,77463220.0,104743.9,558.6,55.22,11.64,6.25,23192.21,101.43,1428.57,186.5,15.7,144031.19
2021/09,포스코케미칼,003670,화학,140,89083.0,5050.0,315.0,315.0,439.0,409.0,409.0,,37671.0,13558.0,24114.0,23693.0,420.0,387.0,89.0,55.0,2096.0,1470.0,-1381.0,10515.0,6.23,8.1,7.79,4.47,56.22,6017.69,1697.4,68.16,30770.13,3.76,,,,77463220.0,82341.3,518.5,40.41,10.27,4.68,24702.6,72.96,1585.71,186.3,15.9,115000.38
2021/12(E),포스코케미칼,003670,화학,140,98405.16,5173.0,346.0,,404.0,317.0,351.0,,35496.0,12498.0,23161.0,22674.0,,389.0,,,,,,,6.69,6.13,,,53.96,,1946.75,65.65,29446.75,4.34,,,,77463220.0,,348.9,,6.74,5.0,25577.92,72.46,1763.64,,,127034.69
2022/03(E),포스코케미칼,003670,화학,140,,5286.0,263.0,,363.0,282.0,285.0,,,,,,,,,,,,,,4.98,5.34,,,,,1797.4,,,,,,,77463220.0,,,,,,26375.32,,1662.34,,,
2022/06(E),포스코케미칼,003670,화학,140,,5720.0,324.0,,362.0,313.0,292.0,,,,,,,,,,,,,,5.66,5.47,,,,,1736.36,,,,,,,77463220.0,,,,,,27570.13,,1620.78,,,
2020/09,폴루스바이오팜,007630,화장품,206,483.65,11.0,-1.0,-1.0,-2.0,-2.0,-2.0,,1495.0,926.0,569.0,569.0,,197.0,-77.0,-2.0,,,-77.0,817.0,-12.19,-15.78,-14.43,-5.6,162.89,180.01,,,1458.97,0.85,,,,39311572.0,-330.35,-1.5,,-13.64,,,,,-0.1,,1230.3
2020/12,폴루스바이오팜,007630,반도체와반도체장비,202,5514008.18,615515.0,90470.0,90470.0,89745.0,66071.0,64455.0,1617.0,3782357.0,1022877.0,2759480.0,2676703.0,82777.0,8975.0,245146.0,-186991.0,-19946.0,106128.0,139018.0,202174.0,14.7,10.73,9.98,7.23,37.07,30692.79,,,44835.9,2.06,1932.0,,203.62,5969782550.0,5311836.28,-11.6,,0.0,,,,,2.8,,92365.31
2021/03,폴루스바이오팜,007630,반도체와반도체장비,202,5527959.84,653885.0,93829.0,93829.0,97506.0,71417.0,70928.0,489.0,3928263.0,1185577.0,2742686.0,2657673.0,85013.0,8975.0,138031.0,-15776.0,-5943.0,99975.0,38055.0,199727.0,14.35,10.92,10.79,7.64,43.23,30135.47,,,44517.14,2.08,361.0,,34.57,5969782550.0,5328233.14,-2.4,-218370.21,0.0,,,,,,,92599.02
2021/06,폴루스바이오팜,007630,반도체와반도체장비,202,5483210.0,636716.0,125667.0,125667.0,128824.0,96345.0,94507.0,1838.0,3847777.0,1024534.0,2823243.0,2741605.0,81637.0,8975.0,120865.0,-41693.0,-190486.0,135305.0,-14441.0,167349.0,19.74,15.13,12.04,8.82,36.29,31140.36,3850.72,23.85,45923.03,2.0,361.0,,25.95,5969782550.0,5315861.6,-1.6,-310869.1,0.0,2.88,31928.43,17.69,5192.04,2.0,,91849.41
