shareCode,shareName,shareNameEn,marketType,shareType
045660,에이텍,ATEC CO.Ltd,KOSDAQ,보통주
224110,에이텍티앤,ATEC T& CO.LTD.,KOSDAQ,보통주
230980,에이트원,AIIT ONE Co. Ltd.,KOSDAQ,보통주
021080,에이티넘인베스트,Atinum Investment Co. Ltd,KOSDAQ,보통주
089530,에이티세미콘,AT semicon Co. Ltd.,KOSDAQ,보통주
200470,에이팩트,APACT Co. Ltd.,KOSDAQ,보통주
262260,에이프로,A PRO Co. LTD,KOSDAQ,보통주
109960,에이프로젠 H&G,Aprogen Healthcare & Games Inc.,KOSDAQ,보통주
265520,AP시스템,Advanced Process Systems Corporation,KOSDAQ,보통주
054620,APS홀딩스,APS Holdings Corporation,KOSDAQ,보통주
211270,AP위성,Asia Pacific Satellite Inc.,KOSDAQ,보통주
089970,에이피티씨,APTC,KOSDAQ,보통주
230240,에치에프알,HFR Inc.,KOSDAQ,보통주
064510,에코마이스터,ECOMAISTER CO.LTD,KOSDAQ,보통주
230360,에코마케팅,ECHOMARKETING Co.Ltd.,KOSDAQ,보통주
038870,에코바이오,EcoBio Holdings Co. Ltd.,KOSDAQ,보통주
128540,에코캡,ECOCAB CO. LTD.,KOSDAQ,보통주
086520,에코프로,ECOPRO CO. LTD,KOSDAQ,보통주
247540,에코프로비엠,ECOPRO BM CO. LTD.,KOSDAQ,보통주
383310,에코프로에이치엔,ECOPRO HN CO. LTD,KOSDAQ,보통주
038110,에코플라스틱,ECOPLASTIC CORPORATION,KOSDAQ,보통주
073540,에프알텍,FRTEK CO. LTD.,KOSDAQ,보통주
064850,에프앤가이드,FnGuide Inc.,KOSDAQ,보통주
064090,에프앤리퍼블릭,FN REPUBLIC Co. Ltd,KOSDAQ,보통주
214270,FSN,FSN,KOSDAQ,보통주
036810,에프에스티,FINE SEMITECH Corp.,KOSDAQ,보통주
173940,에프엔씨엔터,FNC ENTERTAINMENT Co. Ltd.,KOSDAQ,보통주
083500,에프엔에스테크,FNS TECH. Co.Ltd.,KOSDAQ,보통주
054940,엑사이엔씨,EXA E&C Inc,KOSDAQ,보통주
950130,엑세스바이오,Access Bio Inc.,KOSDAQ,보통주
205100,엑셈,EXEM CO. LTD.,KOSDAQ,보통주
070300,엑스큐어,Xcure Corp.,KOSDAQ,보통주
092870,엑시콘,Exicon Co. Ltd.,KOSDAQ,보통주
317870,엔바이오니아,Envioneer Co. Ltd.,KOSDAQ,보통주
067570,엔브이에이치코리아,NVH KOREA INC.,KOSDAQ,보통주
236810,엔비티,NBT INC.,KOSDAQ,보통주
333620,엔시스,Nsys Co. Ltd.,KOSDAQ,보통주
101400,엔시트론,N CITRON INC.,KOSDAQ,보통주
217820,엔에스,NS Co. Ltd,KOSDAQ,보통주
031860,엔에스엔,NSN Co. Ltd.,KOSDAQ,보통주
359090,엔에이치스팩17호,NH SPECIAL PURPOSE ACQUISITION 17 COMPANY,KOSDAQ,보통주
365590,엔에이치스팩18호,NH SPECIAL PURPOSE ACQUISITION 18 COMPANY,KOSDAQ,보통주
391060,엔에이치스팩20호,NH SPECIAL PURPOSE ACQUISITION 20 COMPANY,KOSDAQ,보통주
391710,엔에이치스팩21호,NH SPECIAL PURPOSE ACQUISITION 21 COMPANY,KOSDAQ,보통주
104200,NHN벅스,NHN BUGS Corporation,KOSDAQ,보통주
060250,NHN한국사이버결제,NHN KCP Corp.,KOSDAQ,보통주
265740,엔에프씨,NFC Corporation,KOSDAQ,보통주
053290,NE능률,NE Neungyule Inc.,KOSDAQ,보통주
354200,엔젠바이오,NGeneBio Co. Ltd.,KOSDAQ,보통주
208860,엔지스테크널러지,EnGIS Technologies Inc.,KOSDAQ,보통주
183490,엔지켐생명과학,ENZYCHEM LIFESCIENCES CORPORATION,KOSDAQ,보통주
182400,엔케이맥스,NKMAX Co. Ltd.,KOSDAQ,보통주
348370,엔켐,Enchem Co. Ltd.,KOSDAQ,보통주
069410,엔텔스,nTels Co. Ltd.,KOSDAQ,보통주
227950,엔투텍,N2TECH CO.LTD,KOSDAQ,보통주
291230,엔피,NP,KOSDAQ,보통주
198080,엔피디,NPD Co.Ltd.,KOSDAQ,보통주
048830,엔피케이,NPK CO. LTD,KOSDAQ,보통주
096870,엘디티,LDT Inc.,KOSDAQ,보통주
376190,엘비루셈,LB Lusem Co. Ltd.,KOSDAQ,보통주
061970,엘비세미콘,LB SEMICON CO. LTD.,KOSDAQ,보통주
138690,엘아이에스,LIS Co. Ltd.,KOSDAQ,보통주
290650,엘앤씨바이오,L&C BIO,KOSDAQ,보통주
066970,엘앤에프,L&F CO. LTD,KOSDAQ,보통주
156100,엘앤케이바이오,L&K BIOMED CO. LTD.,KOSDAQ,보통주
108320,LX세미콘,LX Semicon,KOSDAQ,보통주
073110,엘엠에스,LMS Co.Ltd.,KOSDAQ,보통주
083310,엘오티베큠,LOT Vacuum. Co. Ltd.,KOSDAQ,보통주
037950,엘컴텍,ELCOMTEC CO.LTD,KOSDAQ,보통주
170920,엘티씨,LTC Co. LTD.,KOSDAQ,보통주
058630,엠게임,Mgame Corp.,KOSDAQ,보통주
058970,엠로,EMRO. Incorporated,KOSDAQ,보통주
019590,엠벤처투자,M-VENTURE INVESTMENT INC.,KOSDAQ,보통주
179290,엠아이텍,MITECH CO. LTD.,KOSDAQ,보통주
009780,엠에스씨,MSC,KOSDAQ,보통주
123040,엠에스오토텍,MS AUTOTECH COMPANY LIMITED,KOSDAQ,보통주
323230,엠에프엠코리아,MFM KOREA Co. Ltd.,KOSDAQ,보통주
032790,엠젠플러스,MGENPLUS CO. LTD.,KOSDAQ,보통주
033160,엠케이전자,MKElectron,KOSDAQ,보통주
347890,엠투아이,M2I CORPORATION,KOSDAQ,보통주
033310,엠투엔,M2N Co.Ltd,KOSDAQ,보통주
259630,엠플러스,mPlus Corp,KOSDAQ,보통주
065150,엠피대산,MPDAESAN Inc,KOSDAQ,보통주
115960,연우,YONWOO CO. LTD,KOSDAQ,보통주
090740,연이비앤티,YOUNYI B&T Inc.,KOSDAQ,보통주
060850,영림원소프트랩,YoungLimWon SoftLab. Co. Ltd.,KOSDAQ,보통주
007530,영신금속,YoungsinMetalIndustrial,KOSDAQ,보통주
143540,영우디에스피,YoungWoo DSP Co.Ltd.,KOSDAQ,보통주
036560,영풍정밀,YOUNG POONG PRECISION CORPORATION,KOSDAQ,보통주
265560,영화테크,Younghwa Tech Co. Ltd.,KOSDAQ,보통주
036000,예림당,YeaRimDang Publishing Co. Ltd.,KOSDAQ,보통주
250930,예선테크,YeSUN Tech Co. Ltd.,KOSDAQ,보통주
053280,예스24,YES24 Co.Ltd,KOSDAQ,보통주
122640,예스티,YEST Co.Ltd.,KOSDAQ,보통주
900300,오가닉티코스메틱,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,KOSDAQ,보통주
045060,오공,OKONG Corporation,KOSDAQ,보통주
080520,오디텍,ODTech,KOSDAQ,보통주
039830,오로라,AURORA WORLD Corporation,KOSDAQ,보통주
322310,오로스테크놀로지,AUROS TECHNOLOGY INC.,KOSDAQ,보통주
046120,오르비텍,Orbitech Co. Ltd.,KOSDAQ,보통주
014940,오리엔탈정공,ORIENTAL PRECISION & ENGINEERING CO.LTD,KOSDAQ,보통주
065500,오리엔트정공,Orient Precision Industries Inc.,KOSDAQ,보통주
010470,오리콤,ORICOM Inc.,KOSDAQ,보통주
352910,오비고,Obigo Inc.,KOSDAQ,보통주
053980,오상자이엘,OSANGJAIEL Co. Ltd,KOSDAQ,보통주
052420,오성첨단소재,OSUNG ADVANCED MATERIALS CO. LTD.,KOSDAQ,보통주
241790,오션브릿지,OCEANBRIDGE CO. LTD,KOSDAQ,보통주
039200,오스코텍,OSCOTEC Inc.,KOSDAQ,보통주
031510,오스템,AUSTEM CO.LTD,KOSDAQ,보통주
048260,오스템임플란트,OSSTEM IMPLANT.CO.Ltd,KOSDAQ,보통주
138080,오이솔루션,OE Solutions Co. Ltd.,KOSDAQ,보통주
080580,오킨스전자,OKins Electronics Co.Ltd.,KOSDAQ,보통주
067170,오텍,Autech Corporation,KOSDAQ,보통주
173130,오파스넷,OPASNET co. Ltd,KOSDAQ,보통주
049480,오픈베이스,Openbase Inc.,KOSDAQ,보통주
309930,오하임아이엔티,OHEIM INT Co.Ltd.,KOSDAQ,보통주
078590,OQP,OncoQuest Pharmaceuticals Inc.,KOSDAQ,보통주
244460,올리패스,OLIPASS Corporation,KOSDAQ,보통주
226950,올릭스,Olix Pharmaceuticals Inc.,KOSDAQ,보통주
057540,옴니시스템,Omnisystem Co. Ltd,KOSDAQ,보통주
082210,옵트론텍,OPTRONTEC Inc.,KOSDAQ,보통주
109080,옵티시스,OPTICIS CO. LTD.,KOSDAQ,보통주
153710,옵티팜,Optipharm. CO. LTD,KOSDAQ,보통주
051390,YW,YW COMPANY LIMITED,KOSDAQ,보통주
321820,와이더플래닛,Wider Planet Inc.,KOSDAQ,보통주
057030,YBM넷,YBM NET Inc.,KOSDAQ,보통주
122990,와이솔,WiSoL CO. LTD.,KOSDAQ,보통주
232140,와이아이케이,YIK Corporation,KOSDAQ,보통주
065530,와이어블,Wiable,KOSDAQ,보통주
067900,와이엔텍,Y-ENTEC CO.LTD.,KOSDAQ,보통주
155650,와이엠씨,YMC Co. Ltd.,KOSDAQ,보통주
273640,와이엠텍,YM Tech Co. Ltd.,KOSDAQ,보통주
251370,와이엠티,YMT CO. LTD.,KOSDAQ,보통주
066430,와이오엠,Y-OPTICS MANUFACTURE Co. Ltd.,KOSDAQ,보통주
193250,와이제이엠게임즈,YJM Games Co. Ltd.,KOSDAQ,보통주
273060,와이즈버즈,Wise birds Inc.,KOSDAQ,보통주
019210,와이지-원,YG-1 CO. LTD,KOSDAQ,보통주
122870,와이지엔터테인먼트,YG Entertainment Inc.,KOSDAQ,보통주
040300,YTN,YTN,KOSDAQ,보통주
332570,와이팜,Wireless Amplifier Module Inc.,KOSDAQ,보통주
079000,와토스코리아,WATOS COREA CO.LTD,KOSDAQ,보통주
032820,우리기술,Woori Technology Incorporation,KOSDAQ,보통주
041190,우리기술투자,Woori Technology Investment Co. Ltd,KOSDAQ,보통주
115440,우리넷,Woori-Net Co. Ltd.,KOSDAQ,보통주
046970,우리로,WOORIRO CO. LTD,KOSDAQ,보통주
082850,우리바이오,WOOREE BIO CO. LTD,KOSDAQ,보통주
215360,우리산업,WOORY INDUSTRIAL CO.LTD.,KOSDAQ,보통주
072470,우리산업홀딩스,WOORY INDUSTRIAL HOLDINGS CO.LTD.,KOSDAQ,보통주
073560,우리손에프앤지,Woorison F&G CO. LTD.,KOSDAQ,보통주
153490,우리이앤엘,WOOREE E&L CO.Ltd.,KOSDAQ,보통주
037400,우리조명,WOOREE LIGHTING CO.LTD,KOSDAQ,보통주
101170,우림피티에스,WOORIM POWER TRAIN SOLUTION,KOSDAQ,보통주
066590,우수AMS,WOOSU AMS CO. LTD.,KOSDAQ,보통주
103840,우양,WOOYANG CO. LTD.,KOSDAQ,보통주
046940,우원개발,Woowon Development Co. Ltd.,KOSDAQ,보통주
215380,우정바이오,WOOJUNG BIO Inc.,KOSDAQ,보통주
065680,우주일렉트로,UJU ELECTRONICS CO. LTD,KOSDAQ,보통주
018620,우진비앤지,WooGene B&G CO. Ltd,KOSDAQ,보통주
307280,원바이오젠,Wonbiogen,KOSDAQ,보통주
053080,원방테크,WONBANG TECH CO. LTD.,KOSDAQ,보통주
032940,원익,WonIk,KOSDAQ,보통주
104830,원익머트리얼즈,WONIK Materials Co. Ltd.,KOSDAQ,보통주
240810,원익IPS,WONIK IPS Co.Ltd.,KOSDAQ,보통주
014190,원익큐브,WONIK CUBE Corp.,KOSDAQ,보통주
074600,원익QnC,WONIK QnC CORPORATION,KOSDAQ,보통주
131390,원익피앤이,WONIK PNE,KOSDAQ,보통주
030530,원익홀딩스,WONIK HOLDINGS CO.LTD.,KOSDAQ,보통주
012620,원일특강,WonilSpecialSteel,KOSDAQ,보통주
382840,원준,Onejoon Co. Ltd.,KOSDAQ,보통주
376980,원티드랩,Wanted Lab Inc.,KOSDAQ,보통주
008370,원풍,WonpoongCorporation,KOSDAQ,보통주
008290,원풍물산,WonpungMulsan,KOSDAQ,보통주
101160,월덱스,WORLDEX INDUSTRY & TRADING CO. LTD,KOSDAQ,보통주
095270,웨이브일렉트로,Wave Electronics Co. Ltd.,KOSDAQ,보통주
065950,웰크론,Welcron Company Limited,KOSDAQ,보통주
076080,웰크론한텍,WELCRON HANTEC CO.LTD.,KOSDAQ,보통주
196700,웹스,WAPS Co. Ltd.,KOSDAQ,보통주
069080,웹젠,Webzen Inc.,KOSDAQ,보통주
053580,웹케시,WebCash Corporation,KOSDAQ,보통주
071460,위니아딤채,WINIADIMCHAE Co.Ltd.,KOSDAQ,보통주
044340,위닉스,WINIX INC.,KOSDAQ,보통주
330350,위더스제약,Withus Pharmaceutical. Co. LTD,KOSDAQ,보통주
348350,위드텍,WITHTECH Inc.,KOSDAQ,보통주
112040,위메이드,Wemade Co. Ltd.,KOSDAQ,보통주
101730,위메이드맥스,Wemade Max,KOSDAQ,보통주
065370,위세아이텍,WISE iTech Co. Ltd.,KOSDAQ,보통주
038620,위즈코프,WIZ CORP Inc.,KOSDAQ,보통주
299900,위지윅스튜디오,WYSIWYG STUDIOS CO. LTD.,KOSDAQ,보통주
036090,위지트,WIZIT Co. Ltd.,KOSDAQ,보통주
136540,윈스,Wins co. Ltd.,KOSDAQ,보통주
320000,윈텍,WINTEC Co.Ltd.,KOSDAQ,보통주
097800,윈팩,WINPAC INC.,KOSDAQ,보통주
192390,윈하이텍,WINHITECH CO. Ltd.,KOSDAQ,보통주
313760,윌링스,WILLINGS CO. LTD.,KOSDAQ,보통주
900340,윙입푸드,WING YIP FOOD (CHINA) HOLDINGS GROUP LIMITED,KOSDAQ,보통주
036200,유니셈,UNION SEMICONDUCTOR EQUIPMENT&MATERIALS,KOSDAQ,보통주
018000,유니슨,UNISON CO. LTD.,KOSDAQ,보통주
203450,유니온커뮤니티,Union community Co. Ltd.,KOSDAQ,보통주
011320,유니크,UNICK CORPORATION,KOSDAQ,보통주
086390,유니테스트,UniTest Inc.,KOSDAQ,보통주
241690,유니테크노,UNITEKNO Co.Ltd,KOSDAQ,보통주
142210,유니트론텍,Unitrontech Co.Ltd.,KOSDAQ,보통주
048430,유라테크,YURA TECH. CO. LTD.,KOSDAQ,보통주
206650,유바이오로직스,EuBiologics Co. Ltd.,KOSDAQ,보통주
089850,유비벨록스,UbiVelox Inc.,KOSDAQ,보통주
032620,유비케어,UBCARE CO. LTD.,KOSDAQ,보통주
264450,유비쿼스,Ubiquoss Inc.,KOSDAQ,보통주
078070,유비쿼스홀딩스,Ubiquoss Holdings Inc.,KOSDAQ,보통주
024800,유성티엔에스,YOOSUNG T&S CO.LTD,KOSDAQ,보통주
054930,유신,Yooshin Engineering Corporation,KOSDAQ,보통주
038340,UCI,UCI Co.Ltd.,KOSDAQ,보통주
069330,유아이디,U.I.DISPLAY CO.LTD.,KOSDAQ,보통주
049520,유아이엘,UIL Co.Ltd,KOSDAQ,보통주
313750,유안타제4호스팩,Yuanta 4 SPECIAL PURPOSE ACQUISITION CO. LTD.,KOSDAQ,보통주
336060,유안타제5호스팩,Yuanta 5 SPECIAL PURPOSE ACQUISITION COMPANY,KOSDAQ,보통주
367460,유안타제7호스팩,Yuanta 7 SPECIAL PURPOSE ACQUISITION COMPANY,KOSDAQ,보통주
367480,유안타제8호스팩,Yuanta 8 SPECIAL PURPOSE ACQUISITION COMPANY,KOSDAQ,보통주
056090,유앤아이,U&I CORPORATION,KOSDAQ,보통주
263770,유에스티,UST CO. LTD.,KOSDAQ,보통주
340930,유일에너테크,YOUIL ENERGY TECH CO.LTD.,KOSDAQ,보통주
023410,유진기업,EUGENE Corporation,KOSDAQ,보통주
373340,유진스팩6호,EUGENE SPECIAL PURPOSE ACQUISITION 6 COMPANY,KOSDAQ,보통주
388800,유진스팩7호,EUGENE SPECIAL PURPOSE ACQUISITION 7 COMPANY,KOSDAQ,보통주
056080,유진로봇,Yujin Robot Co. Ltd.,KOSDAQ,보통주
084370,유진테크,Eugene Technology Co. Ltd.,KOSDAQ,보통주
178780,유테크,U-Tech Co.Ltd.,KOSDAQ,보통주
179900,유티아이,UTI INC.,KOSDAQ,보통주
263050,유틸렉스,Eutilex Co. Ltd.,KOSDAQ,보통주
191410,육일씨엔에쓰,RYUK-IL C&S. Ltd,KOSDAQ,보통주
072770,율호,Yulho,KOSDAQ,보통주
039020,이건홀딩스,EAGON HOLDINGS CO. LTD.,KOSDAQ,보통주
067920,이글루시큐리티,Igloo Security Inc.,KOSDAQ,보통주
044960,이글벳,Eagle Veterinary Technology Co.Ltd,KOSDAQ,보통주
303530,이노뎁,INNODEP INC.,KOSDAQ,보통주
302430,이노메트리,INNOMETRY Co. Ltd.,KOSDAQ,보통주
073490,이노와이어리스,InnoWireless Co.Ltd.,KOSDAQ,보통주
215790,이노인스트루먼트,INNO INSTRUMENT INC.,KOSDAQ,보통주
246960,이노테라피,InnoTherapy Inc.,KOSDAQ,보통주
088390,이녹스,INNOX Corporation,KOSDAQ,보통주
272290,이녹스첨단소재,INNOX Advanced Materials Co. Ltd.,KOSDAQ,보통주
053350,이니텍,INITECH Co. Ltd.,KOSDAQ,보통주
258610,이더블유케이,EWK Inc.,KOSDAQ,보통주
041520,이라이콤,e-LITECOM CO. LTD.,KOSDAQ,보통주
264850,이랜시스,Elensys Co.Ltd.,KOSDAQ,보통주
054210,이랜텍,Elentec Co. Ltd,KOSDAQ,보통주
164060,이루다,ILOODA Co.Ltd,KOSDAQ,보통주
065440,이루온,ELUON Corporation,KOSDAQ,보통주
115610,이미지스,IMAGIS Co. Ltd.,KOSDAQ,보통주
349720,이베스트스팩5호,Ebest Special Purpose Acquisition No5 Company,KOSDAQ,보통주
323210,이베스트이안스팩1호,Ebest Ian Special Purpose Aquisition 1 Company,KOSDAQ,보통주
078020,이베스트투자증권,EBEST INVESTMENT & SECURITIES Co. Ltd.,KOSDAQ,보통주
131400,이브이첨단소재,EV ADVANCED MATERIAL,KOSDAQ,보통주
351330,이삭엔지니어링,ISAAC Engineering Co. Ltd.,KOSDAQ,보통주
080010,이상네트웍스,eSANG Networks Co.Ltd,KOSDAQ,보통주
086890,이수앱지스,ISU Abxis Co. Ltd.,KOSDAQ,보통주
047560,이스트소프트,ESTsoft Corp.,KOSDAQ,보통주
900110,이스트아시아홀딩스,East Asia Holdings Investment Limited,KOSDAQ,보통주
067010,이씨에스,ECS TELECOM Co. Ltd.,KOSDAQ,보통주
101360,이엔드디,E&D Co. Ltd.,KOSDAQ,보통주
102710,이엔에프테크놀로지,ENF Technology Co. Ltd,KOSDAQ,보통주
066980,이엔코퍼레이션,E& Corporation CO. LTD.,KOSDAQ,보통주
063760,이엘피,ELP Corp.,KOSDAQ,보통주
123570,이엠넷,EMNET INC.,KOSDAQ,보통주
079190,EMW,EMW Co. Ltd.,KOSDAQ,보통주
083470,이엠앤아이,EMnI Co. Ltd.,KOSDAQ,보통주
095190,이엠코리아,EMKOREA Co. LTD.,KOSDAQ,보통주
091120,이엠텍,EM-Tech. CO. LTD.,KOSDAQ,보통주
039030,이오테크닉스,EO Technics Co. Ltd.,KOSDAQ,보통주
294090,이오플로우,EOFlow Co. Ltd.,KOSDAQ,보통주
245620,EDGC,Eone Diagnomics Genome Center Co. Ltd.,KOSDAQ,보통주
088290,이원컴포텍,EWON COMFORTECH CO. LTD,KOSDAQ,보통주
181340,이즈미디어,isMedia Co. Ltd,KOSDAQ,보통주
037370,EG,EG CORPORATION,KOSDAQ,보통주
353810,이지바이오,EASY BIO Inc.,KOSDAQ,보통주
099750,이지케어텍,ezCaretech Co. LTD,KOSDAQ,보통주
035810,이지홀딩스,Easy Holdings Co. Ltd.,KOSDAQ,보통주
160600,이큐셀,EQUIPMENTS CELL CO.LTD,KOSDAQ,보통주
092130,이크레더블,e-Credible Co. Ltd.,KOSDAQ,보통주
096040,이트론,E-TRON CO.LTD.,KOSDAQ,보통주
134060,이퓨쳐,e-future.Co.Ltd.,KOSDAQ,보통주
001840,이화공영,EehwaConstruction,KOSDAQ,보통주
024810,이화전기,EHWA TECHNOLOGIES INFORMATION CO. LTD.,KOSDAQ,보통주
041830,인바디,InBody Co. Ltd.,KOSDAQ,보통주
352940,인바이오,ENBIOCO. LTD.,KOSDAQ,보통주
079950,인베니아,INVENIA Co.Ltd.,KOSDAQ,보통주
277410,인산가,INSAN Inc.,KOSDAQ,보통주
060150,인선이엔티,INSUN ENVIRONMENTAL NEW TECHNOLOGY CO.,KOSDAQ,보통주
033230,인성정보,INSUNG INFORMATION CO. LTD,KOSDAQ,보통주
037330,인지디스플레,INZI DISPLAY COMPANY LIMITED,KOSDAQ,보통주
083640,인콘,INCON Co. Ltd.,KOSDAQ,보통주
216050,인크로스,Incross Co.Ltd.,KOSDAQ,보통주
049070,인탑스,INTOPS CO. LTD.,KOSDAQ,보통주
119610,인터로조,INTEROJO CO. LTD.,KOSDAQ,보통주
017250,인터엠,IntermCorporation,KOSDAQ,보통주
035080,인터파크,Interpark Corporation,KOSDAQ,보통주
051370,인터플렉스,INTERFLEX CO. LTD.,KOSDAQ,보통주
064290,인텍플러스,INTEKPLUS CO.LTD,KOSDAQ,보통주
189300,인텔리안테크,INTELLIAN TECHNOLOGIES Inc.,KOSDAQ,보통주
150840,인트로메딕,IntroMedic Co. Ltd.,KOSDAQ,보통주
048530,인트론바이오,iNtRON Biotechnology Inc.,KOSDAQ,보통주
175140,인포마크,INFOMARK Co. Ltd,KOSDAQ,보통주
115310,인포바인,INFOvine co. Ltd.,KOSDAQ,보통주
039290,인포뱅크,InfoBank Corporation,KOSDAQ,보통주
071200,인피니트헬스케어,INFINITT Healthcare,KOSDAQ,보통주
016670,인피니티엔티,INFINITY NT,KOSDAQ,보통주
101930,인화정공,Inhwa Precision Co. Ltd,KOSDAQ,보통주
333430,일승,IL SEUNG,KOSDAQ,보통주
068330,일신바이오,ilShinbiobase Co. Ltd.,KOSDAQ,보통주
058450,일야,ILYA CO. LTD.,KOSDAQ,보통주
019540,일지테크,IljiTechnology,KOSDAQ,보통주
094820,일진파워,ILJIN POWER CO. LTD.,KOSDAQ,보통주
950140,잉글우드랩,Englewood Lab Inc.,KOSDAQ,보통주
049550,잉크테크,INKTEC CO. LTD.,KOSDAQ,보통주
254120,자비스,XAVIS CO. Ltd.,KOSDAQ,보통주
221610,자안바이오,JAANHBIO INC.,KOSDAQ,보통주
043910,자연과환경,Nature and Environment Co. Ltd.,KOSDAQ,보통주
234920,자이글,Zaigle Co. Ltd.,KOSDAQ,보통주
289220,자이언트스텝,GIANTSTEP Inc.,KOSDAQ,보통주
174880,장원테크,JangWonTech Co. Ltd.,KOSDAQ,보통주
049630,재영솔루텍,JAEYOUNG SOLUTEC CO.LTD.,KOSDAQ,보통주
110020,전진바이오팜,JEONJINBIO CO. LTD.,KOSDAQ,보통주
208140,정다운,JUNGDAWN Co. Ltd.,KOSDAQ,보통주
022220,정산애강,JEONGSAN AIKANG CO.LTD,KOSDAQ,보통주
040420,정상제이엘에스,JLS CO.LTD.,KOSDAQ,보통주
045510,정원엔시스,ZUNGWON EN-SYS INC.,KOSDAQ,보통주
217190,제너셈,Genesem Inc.,KOSDAQ,보통주
095700,제넥신,Genexine Inc.,KOSDAQ,보통주
072520,제넨바이오,GenNBio Inc.,KOSDAQ,보통주
122310,제노레이,GENORAY Co. Ltd.,KOSDAQ,보통주
361390,제노코,Genohco Inc,KOSDAQ,보통주
225220,제놀루션,GENOLUTION INC.,KOSDAQ,보통주
123330,제닉,Genic Co. Ltd,KOSDAQ,보통주
159580,제로투세븐,Zero to Seven Inc,KOSDAQ,보통주
147830,제룡산업,CHERYONG INDUSTRIAL CO.LTD.,KOSDAQ,보통주
033100,제룡전기,CHERYONG ELECTRIC CO.LTD.,KOSDAQ,보통주
079370,제우스,ZEUS CO. LTD.,KOSDAQ,보통주
067290,JW신약,JW SHINYAK CORPORATION,KOSDAQ,보통주
054950,제이브이엠,JVM CO. LTD,KOSDAQ,보통주
090470,제이스텍,JASTECH Ltd.,KOSDAQ,보통주
287410,제이시스메디칼,Jeisys Medical,KOSDAQ,보통주
137950,제이씨케미칼,JC Chemical Corporation LTD.,KOSDAQ,보통주
033320,제이씨현시스템,JCH Systems Inc.,KOSDAQ,보통주
204270,제이앤티씨,JNTC CO.LTD.,KOSDAQ,보통주
026040,제이에스티나,J.ESTINA Co.Ltd,KOSDAQ,보통주
126880,제이엔케이히터,JNK HEATERS Co. Ltd,KOSDAQ,보통주
322510,제이엘케이,JLK Inc.,KOSDAQ,보통주
033050,제이엠아이,JEONGMOON INFORMATION CO.LTD.,KOSDAQ,보통주
094970,제이엠티,JMT CO.Ltd.,KOSDAQ,보통주
035900,JYP Ent.,JYP Entertainment Corporation,KOSDAQ,보통주
058420,제이웨이,J way Co.Ltd.,KOSDAQ,보통주
089790,제이티,JT Corporation.,KOSDAQ,보통주
950170,JTC,JTC Inc.,KOSDAQ,보통주
052670,제일바이오,CHEIL BIO CO. LTD.,KOSDAQ,보통주
199820,제일전기공업,CHEIL ELECTRIC CO. LTD.,KOSDAQ,보통주
023440,제일제강,JeilSteelMfg,KOSDAQ,보통주
038010,제일테크노스,JEIL TECHNOS CO. LTD,KOSDAQ,보통주
276730,제주맥주,Jeju Beer Company Limited,KOSDAQ,보통주
080220,제주반도체,Jeju Semiconductor Corp.,KOSDAQ,보통주
216080,제테마,JETEMA Co.Ltd.,KOSDAQ,보통주
229000,젠큐릭스,Gencurix Inc.,KOSDAQ,보통주
082270,젬백스,GemVax & KAEL Co.Ltd.,KOSDAQ,보통주
064800,젬백스링크,Gemvaxlink Co. Ltd.,KOSDAQ,보통주
041590,젬백스지오,Gemvaxzio Co. Ltd.,KOSDAQ,보통주
044060,조광ILI,JOKWANG I.L.I CO. LTD,KOSDAQ,보통주
034940,조아제약,ChoA Pharmaceutical Co. LTD.,KOSDAQ,보통주
067000,조이시티,JoyCity Corporation,KOSDAQ,보통주
033340,좋은사람들,GOOD PEOPLE CO. LTD.,KOSDAQ,보통주
036930,주성엔지니어링,JUSUNG ENGINEERING Co.Ltd.,KOSDAQ,보통주
357580,아모센스,Amosense Co. Ltd.,KOSDAQ,보통주
226400,오스테오닉,OSTEONIC Co. Ltd.,KOSDAQ,보통주
187420,제노포커스,GenoFocus Inc.,KOSDAQ,보통주
239340,줌인터넷,ZUMinternet Corp.,KOSDAQ,보통주
051980,중앙디앤엠,JOONGANG DNM Co. Ltd,KOSDAQ,보통주
072020,중앙백신,CHOONG ANG VACCINE LABORATORY,KOSDAQ,보통주
000440,중앙에너비스,Joong Ang Enervis Co.Ltd.,KOSDAQ,보통주
078650,지나인제약,G9pharma,KOSDAQ,보통주
228760,지노믹트리,Genomictree Inc.,KOSDAQ,보통주
314130,지놈앤컴퍼니,Genome&Company,KOSDAQ,보통주
389030,지니너스,GENINUS Inc.,KOSDAQ,보통주
043610,지니뮤직,GENIE MUSIC CORPORATION,KOSDAQ,보통주
263860,지니언스,GENIANS INC.,KOSDAQ,보통주
303030,지니틱스,Zinitix Co.Ltd.,KOSDAQ,보통주
036180,지더블유바이텍,GW Vitek CO.LTD.,KOSDAQ,보통주
208350,지란지교시큐리티,Jiransecurity Co. Ltd.,KOSDAQ,보통주
114570,지스마트글로벌,G-SMATT GLOBAL Co. Ltd.,KOSDAQ,보통주
144510,지씨셀,GC CELL,KOSDAQ,보통주
382480,지아이텍,G.I.Tech Co.Ltd.,KOSDAQ,보통주
382800,지앤비에스엔지니어링,GnBS ENGINEERING Co. Ltd.,KOSDAQ,보통주
051160,지어소프트,GAEASOFT,KOSDAQ,보통주
