period,shareName,shareCode,marketName,marketCode,mv,totalRevenue,operationIncome,operationIncomePublished,continuingIncomeAndLoseBeforeIncomeTaxes,netIncome,controllingNetIncome,nonControllingNetIncome,assets,liabilities,equity,controllingEquity,nonControllingEquity,commonStock,operatingCashFlow,investingCashFlow,financingCashFlow,capex,fcf,interestBearingLiabilities,operationIncomeMargin,netIncomeMargin,roe,roa,liabilitiesRatio,equityRatio,eps,per,bps,pbr,cashDps,dividendYield,dividendPayoutRatio,shareNum,ev,ebitda,ev/ebitda,ebitdaMargin,psr,sps,por,ops
2020/09,넥센,005720,자동차부품,36,2183.37,5369.0,133.0,133.0,25.0,-28.0,26.0,-54.0,41552.0,21359.0,20193.0,10397.0,9796.0,286.0,1347.0,-666.0,-1131.0,259.0,1088.0,13885.0,2.49,-0.52,1.88,1.1,105.77,3546.89,,,19253.7,0.21,0.0,,0.0,53543977.0,-8784.83,,,,,,,
2020/12,넥센,005720,자동차부품,36,2628.75,5299.0,366.0,366.0,7.0,-63.0,3.0,-66.0,42392.0,21979.0,20413.0,10515.0,9898.0,286.0,139.0,-1393.0,1426.0,161.0,-22.0,14729.0,6.9,-1.19,1.05,0.02,107.67,3575.29,,,19472.22,0.25,85.0,,1801.24,53543977.0,-8934.65,,,,,,,
2021/03,넥센,005720,자동차부품,36,2559.36,5710.0,223.0,223.0,361.0,284.0,175.0,109.0,41711.0,21038.0,20673.0,10664.0,10009.0,286.0,-47.0,-428.0,-754.0,351.0,-399.0,13950.0,3.91,4.98,1.71,0.26,101.77,3623.36,,,19748.15,0.24,,,0.0,53543977.0,-9476.64,2597.6,-3.65,,,,,
2021/06,넥센,005720,자동차부품,36,3026.52,5817.0,206.0,206.0,234.0,175.0,113.0,62.0,43100.0,22201.0,20899.0,10809.0,10090.0,286.0,929.0,-553.0,90.0,263.0,666.0,14289.0,3.53,3.01,3.0,0.87,106.23,3663.56,587.04,9.55,20016.67,0.28,,,,53543977.0,-8944.88,2998.5,-2.98,13.51,0.14,41101.85,3.26,1718.52
2021/09,넥센,005720,자동차부품,36,2492.0,6133.0,85.0,85.0,124.0,94.0,82.0,12.0,43915.0,22759.0,21156.0,10969.0,10187.0,286.0,748.0,-183.0,-362.0,285.0,463.0,14176.0,1.39,1.54,3.49,1.15,107.58,3687.51,690.74,6.68,20312.96,0.23,,,0.0,53543977.0,-9417.5,2931.6,-3.21,12.77,0.11,42516.67,2.83,1629.63
2021/12(E),넥센,005720,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),넥센,005720,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),넥센,005720,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,넥센타이어,002350,자동차부품,36,5535.0,4673.0,58.0,58.0,-69.0,-120.0,-120.0,0.0,34501.0,19089.0,15412.0,15375.0,37.0,541.0,1149.0,-563.0,-1143.0,239.0,910.0,13107.0,1.24,-2.56,1.02,0.46,123.86,2691.73,,,15688.78,0.36,0.0,,0.0,97667877.0,-5287.1,,,,,,,
2020/12,넥센타이어,002350,자동차부품,36,6326.71,4570.0,307.0,307.0,-22.0,-55.0,-56.0,1.0,35411.0,19941.0,15470.0,15431.0,38.0,541.0,36.0,-1308.0,1506.0,130.0,-95.0,13980.0,6.72,-1.2,-1.08,-0.48,128.91,2714.44,,,15745.92,0.41,105.0,,-193.78,97667877.0,-5052.29,,,,,,,
2021/03,넥센타이어,002350,자동차부품,36,7813.0,4938.0,132.0,132.0,242.0,191.0,191.0,0.0,34785.0,19120.0,15665.0,15626.0,39.0,541.0,-11.0,-370.0,-595.0,313.0,-325.0,13333.0,2.68,3.87,-0.78,-0.35,122.05,2734.55,,,15944.9,0.5,,,0.0,97667877.0,-3919.6,,,,,,,
2021/06,넥센타이어,002350,자동차부품,36,10881.3,5055.0,125.0,125.0,144.0,96.0,96.0,0.0,36090.0,20281.0,15809.0,15770.0,39.0,541.0,838.0,-498.0,72.0,220.0,617.0,13647.0,2.47,1.9,0.71,0.32,128.29,2752.91,113.27,98.03,16091.84,0.69,,,,97667877.0,-816.5,,,,0.57,19628.57,17.49,634.69
2021/09,넥센타이어,002350,자동차부품,36,6554.0,5349.0,13.0,13.0,48.0,38.0,38.0,0.0,36584.0,20591.0,15993.0,15953.0,39.0,541.0,667.0,-106.0,-492.0,200.0,467.0,13363.0,0.24,0.71,1.72,0.76,128.75,2754.48,,24.36,,0.41,,,0.0,,-5047.0,,,,0.33,,11.36,
2021/12(E),넥센타이어,002350,자동차부품,36,6872.26,5287.0,153.0,,103.0,77.0,81.0,,36174.0,20251.0,15923.0,15982.0,,540.0,,,,,,,2.89,1.45,,,127.18,,,16.93,,0.43,,,,,,,,,0.33,,16.25,
2022/03(E),넥센타이어,002350,자동차부품,36,,5583.0,226.0,,130.0,100.0,166.0,,,,,,,,,,,,,,4.04,1.79,,,,,,,,,,,,,,,,,,,,
2022/06(E),넥센타이어,002350,자동차부품,36,,5771.0,254.0,,130.0,100.0,205.0,,,,,,,,,,,,,,4.41,1.73,,,,,,,,,,,,,,,,,,,,
2020/09,넥스트사이언스,003580,식품,38,2117.62,90.0,-39.0,-39.0,-51.0,-56.0,-50.0,-7.0,1689.0,652.0,1037.0,937.0,100.0,161.0,-21.0,-49.0,2.0,20.0,-41.0,361.0,-43.77,-62.79,-20.62,-10.16,62.91,469.36,,,2928.12,2.26,0.0,,0.0,32206440.0,1922.32,,,,,,,
2020/12,넥스트사이언스,003580,식품,38,1763.44,95.0,-68.0,-68.0,-247.0,-226.0,-216.0,-9.0,1308.0,571.0,736.0,658.0,78.0,164.0,-21.0,36.0,-34.0,17.0,-38.0,338.0,-71.24,-237.13,-41.41,-23.12,77.63,343.81,,,1993.94,2.68,0.0,,0.0,32699622.0,1571.94,,,,,,,
2021/03,넥스트사이언스,003580,식품,38,2584.32,108.0,-24.0,-24.0,-36.0,-36.0,-32.0,-4.0,1314.0,567.0,747.0,673.0,74.0,168.0,-20.0,45.0,4.0,4.0,-24.0,338.0,-22.0,-33.22,-37.2,-21.78,75.85,338.15,,,1979.41,3.84,0.0,,0.0,33559782.0,2421.92,-251.3,-9.64,,,,,
2021/06,넥스트사이언스,003580,식품,38,6878.3,123.0,-32.0,-32.0,-25.0,-25.0,-22.0,-2.0,1313.0,279.0,1035.0,962.0,73.0,203.0,-10.0,-32.0,21.0,4.0,-13.0,159.0,-25.64,-19.96,-32.97,-22.36,26.92,403.66,-780.49,-21.49,2346.34,7.15,0.0,,0.0,40575354.0,6874.5,-261.6,-26.28,-62.88,16.53,1014.63,-42.2,-397.56
2021/09,넥스트사이언스,003580,식품,38,8476.0,115.0,-35.0,-35.0,-36.0,-36.0,-28.0,-7.0,1661.0,541.0,1120.0,1048.0,72.0,210.0,-52.0,-386.0,354.0,0.0,-52.0,366.0,-30.12,-30.81,-30.11,-19.2,48.35,428.83,-709.52,-28.44,2495.24,8.09,,,0.0,41915837.0,8180.5,-255.4,-32.03,-57.91,19.22,1050.0,-53.31,-378.57
2021/12(E),넥스트사이언스,003580,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),넥스트사이언스,003580,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),넥스트사이언스,003580,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,넷마블,251270,게임엔터테인먼트,235,135787.68,6423.0,873.0,873.0,1160.0,925.0,837.0,88.0,74021.0,20726.0,53295.0,51048.0,2248.0,86.0,1902.0,-640.0,-142.0,735.0,1167.0,8615.0,13.6,14.4,4.4,3.62,38.89,58405.15,,,59358.14,2.66,0.0,,0.0,85827667.0,135475.98,,,,,,,
2020/12,넷마블,251270,게임엔터테인먼트,235,107601.29,6238.0,825.0,825.0,2200.0,1028.0,1000.0,28.0,82234.0,25728.0,56506.0,54071.0,2435.0,86.0,573.0,679.0,3182.0,649.0,-77.0,11703.0,13.23,16.49,6.35,4.82,45.53,59559.9,,,62873.26,1.99,767.0,,62.73,85845303.0,108473.29,,,,,,,
2021/03,넷마블,251270,게임엔터테인먼트,235,105593.97,5704.0,542.0,542.0,946.0,619.0,564.0,55.0,82540.0,27348.0,55192.0,53601.0,1591.0,86.0,506.0,66.0,-320.0,448.0,57.0,11653.0,9.51,10.86,6.26,4.56,49.55,59488.1,,,62326.74,1.97,,,0.0,85940234.0,106741.37,4137.1,25.8,,,,,
2021/06,넷마블,251270,게임엔터테인먼트,235,109664.28,5772.0,161.0,161.0,625.0,481.0,457.0,24.0,80149.0,23080.0,57068.0,55386.0,1683.0,86.0,47.0,-886.0,-4214.0,20.0,27.0,9105.0,2.8,8.34,5.41,3.99,40.44,59969.48,3323.26,38.37,64402.33,1.98,,,,85953502.0,108486.08,3471.8,31.25,14.38,4.54,28066.28,45.67,2791.86
2021/09,넷마블,251270,게임엔터테인먼트,235,102285.0,6071.0,267.0,267.0,560.0,357.0,301.0,56.0,82241.0,22591.0,59650.0,57515.0,2135.0,86.0,821.0,3727.0,-1201.0,356.0,465.0,8046.0,4.39,5.88,4.28,3.18,37.87,56461.86,2700.0,44.05,66877.91,1.78,,,,85953502.0,105642.8,2888.1,36.58,12.14,4.3,27656.98,56.98,2087.21
2021/12(E),넷마블,251270,게임엔터테인먼트,235,97665.1,7944.0,875.0,,1236.0,841.0,922.0,,88791.0,28814.0,59977.0,57790.0,,89.0,,,,,,,11.02,10.59,,,48.04,,,43.52,,1.69,,,,,,,,,3.83,,52.94,
2022/03(E),넷마블,251270,게임엔터테인먼트,235,,8036.0,775.0,,1177.0,954.0,862.0,,,,,,,,,,,,,,9.65,11.87,,,,,,,,,,,,,,,,,,,,
2022/06(E),넷마블,251270,게임엔터테인먼트,235,,8331.0,800.0,,1052.0,924.0,831.0,,,,,,,,,,,,,,9.6,11.09,,,,,,,,,,,,,,,,,,,,
2020/09,노루페인트,090350,건축자재,162,1418.34,1591.0,120.0,120.0,107.0,80.0,80.0,,6614.0,3236.0,3377.0,3377.0,,102.0,92.0,-22.0,-54.0,22.0,70.0,1330.0,7.53,5.04,5.62,2.85,95.82,3199.39,,,16885.0,0.42,0.0,,0.0,20000000.0,618.44,,,,,,,
2020/12,노루페인트,090350,건축자재,162,2036.79,1706.0,38.0,38.0,1.0,-29.0,-29.0,,6667.0,3328.0,3339.0,3339.0,,102.0,247.0,-43.0,-95.0,18.0,229.0,1232.0,2.24,-1.68,5.48,2.78,99.68,3175.49,,,16695.0,0.61,275.0,,-196.62,20000000.0,1429.49,,,,,,,
2021/03,노루페인트,090350,건축자재,162,2241.82,1528.0,64.0,64.0,73.0,51.0,51.0,,6838.0,3492.0,3346.0,3346.0,,102.0,-39.0,-133.0,47.0,20.0,-59.0,1280.0,4.17,3.32,5.69,2.8,104.37,3170.11,,,16730.0,0.67,,,0.0,20000000.0,1464.52,495.7,2.95,,,,,
2021/06,노루페인트,090350,건축자재,162,2656.68,2104.0,88.0,88.0,82.0,61.0,61.0,,7108.0,3701.0,3406.0,3406.0,,102.0,139.0,-35.0,-47.0,33.0,106.0,1291.0,4.17,2.88,4.86,2.37,108.66,3229.31,,16.3,,0.78,,,,,1925.68,462.7,4.16,6.68,0.38,,8.57,
2021/09,노루페인트,090350,건축자재,162,2270.0,1802.0,72.0,72.0,89.0,63.0,63.0,,6896.0,3414.0,3482.0,3482.0,,102.0,-87.0,-20.0,39.0,31.0,-118.0,1338.0,3.98,3.52,4.26,2.16,98.04,3291.26,,15.55,,0.65,,,,,1427.8,428.8,3.33,6.01,0.32,,8.66,
2021/12(E),노루페인트,090350,건축자재,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),노루페인트,090350,건축자재,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),노루페인트,090350,건축자재,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,노루홀딩스,000320,건축자재,162,957.84,2128.0,147.0,147.0,164.0,104.0,45.0,59.0,10558.0,4813.0,5745.0,3684.0,2061.0,85.0,172.0,-37.0,-5.0,64.0,108.0,2343.0,6.91,4.9,1.63,2.0,83.77,4489.79,,,28338.46,0.26,0.0,,0.0,13291151.0,-280.66,,,,,,,
2020/12,노루홀딩스,000320,건축자재,162,1150.72,2259.0,83.0,83.0,106.0,81.0,70.0,11.0,10511.0,4731.0,5780.0,3712.0,2067.0,85.0,220.0,178.0,-214.0,42.0,178.0,2175.0,3.67,3.57,3.8,2.83,81.86,4574.97,,,28553.85,0.31,450.0,,66.86,13291151.0,230.52,,,,,,,
2021/03,노루홀딩스,000320,건축자재,162,1335.6,2031.0,62.0,62.0,95.0,61.0,19.0,41.0,10776.0,5006.0,5770.0,3710.0,2060.0,85.0,-37.0,-193.0,46.0,28.0,-65.0,2220.0,3.04,2.98,3.68,2.77,86.76,4543.19,,,28538.46,0.36,,,0.0,13291151.0,202.4,589.8,0.34,,,,,
2021/06,노루홀딩스,000320,건축자재,162,1534.26,2632.0,67.0,67.0,62.0,42.0,1.0,41.0,10922.0,5110.0,5811.0,3653.0,2158.0,85.0,188.0,60.0,-202.0,45.0,143.0,2132.0,2.56,1.6,3.72,2.69,87.94,4477.07,1038.46,11.36,28100.0,0.42,,,,13291151.0,536.46,563.2,0.95,6.22,0.17,69615.38,4.27,2761.54
2021/09,노루홀딩스,000320,건축자재,162,1628.0,2376.0,74.0,74.0,91.0,59.0,21.0,38.0,10770.0,4879.0,5891.0,3706.0,2185.0,85.0,-90.0,-80.0,69.0,56.0,-145.0,2194.0,3.1,2.49,3.03,2.27,82.83,4501.73,,14.67,,0.44,,,0.0,,486.7,495.1,0.98,5.32,0.18,,5.69,
2021/12(E),노루홀딩스,000320,건축자재,162,1284.5,,,,,,,,11020.0,5160.0,5860.0,3670.0,,90.0,,,,,,,,,,,88.05,,,,,0.35,,,,,,,,,,,,
2022/03(E),노루홀딩스,000320,건축자재,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),노루홀딩스,000320,건축자재,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,녹십자,006280,제약,35,25279.3,4196.0,507.0,507.0,789.0,634.0,609.0,25.0,21179.0,8777.0,12401.0,10991.0,1410.0,584.0,16.0,178.0,-235.0,150.0,-134.0,5573.0,12.09,15.11,4.01,2.43,70.78,1829.07,,,91591.67,2.3,0.0,,0.0,11686538.0,20851.4,,,,,,,
2020/12,녹십자,006280,제약,35,46305.9,4167.0,-222.0,-222.0,86.0,160.0,148.0,13.0,21514.0,8821.0,12693.0,11185.0,1508.0,584.0,477.0,555.0,237.0,198.0,279.0,5664.0,-5.34,3.85,7.48,4.34,69.49,1872.74,,,93208.33,4.14,1500.0,,116.04,11686538.0,42964.8,,,,,,,
2021/03,녹십자,006280,제약,35,41190.24,2822.0,50.0,50.0,228.0,175.0,148.0,28.0,22238.0,9524.0,12714.0,11193.0,1521.0,584.0,-122.0,-339.0,602.0,285.0,-407.0,6285.0,1.76,6.21,9.33,5.32,74.91,1868.65,,,93275.0,3.68,,,0.0,11686538.0,37427.44,1542.3,24.27,,,,,
2021/06,녹십자,006280,제약,35,37540.1,3876.0,111.0,111.0,108.0,75.0,30.0,44.0,22484.0,9699.0,12785.0,11206.0,1580.0,584.0,395.0,-838.0,62.0,213.0,182.0,6540.0,2.87,1.92,8.66,4.86,75.86,1873.5,,40.15,,3.35,,,,,33123.8,1535.7,21.57,10.2,2.49,,84.17,
2021/09,녹십자,006280,제약,35,27346.0,4657.0,715.0,715.0,796.0,581.0,537.0,44.0,23050.0,9639.0,13411.0,11790.0,1621.0,584.0,68.0,-108.0,-337.0,191.0,-123.0,6221.0,15.35,12.48,7.57,4.48,71.88,1972.05,,31.69,,2.32,,,0.0,,22883.7,1796.7,12.74,11.58,1.76,,41.81,
2021/12(E),녹십자,006280,제약,35,26729.92,5006.0,414.0,,164.0,534.0,520.0,,23318.0,9556.0,13763.0,11933.0,,582.0,,,,,,,8.28,10.67,,,69.43,,,21.64,,2.24,,,,,,,,,1.63,,20.72,
2022/03(E),녹십자,006280,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),녹십자,006280,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,녹십자홀딩스,005250,제약,35,10615.48,4662.0,517.0,517.0,901.0,511.0,234.0,277.0,32563.0,17013.0,15550.0,7922.0,7628.0,266.0,-100.0,541.0,-129.0,121.0,-221.0,10737.0,11.1,10.95,6.55,1.68,109.41,2964.99,,,16855.32,1.34,0.0,,0.0,47028210.0,2314.98,,,,,,,
2020/12,녹십자홀딩스,005250,제약,35,18845.65,5062.0,-145.0,-145.0,-389.0,1095.0,1225.0,-130.0,32412.0,15677.0,16735.0,9193.0,7542.0,266.0,717.0,1587.0,153.0,422.0,296.0,10868.0,-2.87,21.64,19.74,5.99,93.68,3444.76,,,19559.57,2.05,500.0,,18.53,47028210.0,12453.35,,,,,,,
2021/03,녹십자홀딩스,005250,제약,35,15796.98,3457.0,132.0,132.0,411.0,238.0,132.0,106.0,33234.0,16338.0,16896.0,9238.0,7658.0,266.0,-362.0,-94.0,616.0,256.0,-617.0,11544.0,3.81,6.88,21.75,7.01,96.7,3411.17,,,19655.32,1.71,,,0.0,47028210.0,9002.38,1256.0,7.17,,,,,
2021/06,녹십자홀딩스,005250,제약,35,15452.51,4569.0,139.0,139.0,68.0,50.0,14.0,36.0,33178.0,16231.0,16947.0,9253.0,7693.0,266.0,314.0,-686.0,-181.0,287.0,27.0,11669.0,3.04,1.09,18.96,5.83,95.78,3414.71,,9.63,,1.67,,,,,7972.71,1313.9,6.07,7.4,0.87,,24.03,
2021/09,녹십자홀딩스,005250,제약,35,12980.0,5309.0,767.0,767.0,756.0,519.0,202.0,318.0,33283.0,15670.0,17613.0,9568.0,8044.0,266.0,195.0,-254.0,-970.0,214.0,-19.0,10748.0,14.45,9.78,17.99,5.78,88.97,3521.97,,8.25,,1.36,,,0.0,,5425.1,1543.7,3.51,8.39,0.71,,14.54,
2021/12(E),녹십자홀딩스,005250,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),녹십자홀딩스,005250,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),녹십자홀딩스,005250,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,농심,004370,식품,38,18109.72,6515.0,293.0,293.0,395.0,295.0,295.0,1.0,28226.0,7741.0,20484.0,20348.0,136.0,304.0,6.0,-135.0,229.0,395.0,-388.0,1879.0,4.5,4.53,6.83,4.92,37.79,6872.68,,,339133.33,0.89,,,0.0,6082642.0,20007.52,,,,,,,
2020/12,농심,004370,식품,38,17288.15,6326.0,260.0,260.0,358.0,342.0,341.0,2.0,27255.0,6766.0,20490.0,20339.0,150.0,304.0,314.0,131.0,-999.0,421.0,-107.0,937.0,4.11,5.41,7.5,5.54,33.02,6975.62,,,338983.33,0.85,,,67.86,6082642.0,19566.55,,,,,,,
2021/03,농심,004370,식품,38,16297.7,6344.0,283.0,283.0,383.0,291.0,290.0,1.0,28185.0,7400.0,20785.0,20630.0,155.0,304.0,442.0,-613.0,189.0,632.0,-190.0,1179.0,4.46,4.58,6.37,4.61,35.6,6994.93,,,343833.33,0.79,,,0.0,6082642.0,18435.7,2473.4,7.45,,,,,
2021/06,농심,004370,식품,38,18149.07,6479.0,173.0,173.0,247.0,182.0,182.0,0.0,27942.0,6924.0,21019.0,20861.0,157.0,304.0,329.0,-534.0,-256.0,419.0,-90.0,1173.0,2.67,2.82,5.41,3.98,32.94,7054.84,,16.38,,0.87,,,,,19834.87,2248.8,8.82,8.76,0.71,,17.99,
2021/09,농심,004370,식품,38,17700.0,6730.0,291.0,291.0,354.0,253.0,254.0,-1.0,28692.0,7086.0,21606.0,21443.0,162.0,304.0,438.0,-643.0,-24.0,518.0,-80.0,1206.0,4.33,3.76,5.11,3.75,32.8,7138.46,,16.59,,0.83,,,,,19200.4,2257.2,8.51,8.72,0.68,,17.58,
2021/12(E),농심,004370,식품,38,16893.6,6726.0,306.0,,385.0,276.0,262.0,,28218.0,6977.0,21241.0,21117.0,,302.0,,,,,,,4.55,4.1,,,32.85,,,17.1,,0.8,,,,,,,,,0.64,,16.04,
2022/03(E),농심,004370,식품,38,,6833.0,374.0,,464.0,363.0,352.0,,,,,,,,,,,,,,5.47,5.31,,,,,,,,,,,,,,,,,,,,
2022/06(E),농심,004370,식품,38,,6950.0,246.0,,325.0,225.0,243.0,,,,,,,,,,,,,,3.54,3.24,,,,,,,,,,,,,,,,,,,,
2020/09,농심홀딩스,072710,식품,38,3483.72,1289.0,131.0,131.0,130.0,119.0,118.0,0.0,12761.0,3070.0,9691.0,9677.0,15.0,232.0,206.0,-24.0,-130.0,23.0,183.0,949.0,10.18,9.2,6.61,4.96,31.68,4068.04,,,193540.0,0.36,0.0,,0.0,4637790.0,2763.52,,,,,,,
2020/12,농심홀딩스,072710,식품,38,3596.4,1580.0,188.0,188.0,184.0,175.0,174.0,0.0,12481.0,2746.0,9735.0,9720.0,15.0,232.0,151.0,-15.0,-172.0,25.0,126.0,776.0,11.9,11.05,7.23,5.56,28.21,4134.85,,,194400.0,0.37,2000.0,,53.2,4637790.0,3013.4,,,,,,,
2021/03,농심홀딩스,072710,식품,38,3540.24,1420.0,131.0,131.0,136.0,125.0,125.0,0.0,13078.0,3230.0,9848.0,9834.0,15.0,232.0,-51.0,-6.0,213.0,21.0,-72.0,993.0,9.19,8.83,6.29,4.71,32.8,4148.63,,,196680.0,0.36,,,0.0,4637790.0,2896.24,785.1,3.69,,,,,
2021/06,농심홀딩스,072710,식품,38,3782.52,1538.0,131.0,131.0,128.0,111.0,111.0,0.0,13123.0,3154.0,9969.0,9954.0,15.0,232.0,196.0,-132.0,-150.0,26.0,170.0,956.0,8.51,7.22,5.42,4.09,31.64,4192.87,10560.0,7.16,199080.0,0.38,,,,4637790.0,3089.22,708.1,4.36,12.15,0.65,116540.0,6.51,11620.0
2021/09,농심홀딩스,072710,식품,38,3520.0,1534.0,127.0,127.0,118.0,105.0,105.0,0.0,13508.0,3317.0,10191.0,10175.0,16.0,232.0,58.0,-57.0,39.0,56.0,3.0,999.0,8.29,6.84,5.19,3.93,32.55,4238.05,10300.0,6.83,203500.0,0.35,,,0.0,4637790.0,2823.7,696.6,4.05,11.47,0.58,121440.0,6.1,11540.0
2021/12(E),농심홀딩스,072710,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),농심홀딩스,072710,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),농심홀딩스,072710,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,다스코,058730,건축자재,162,795.6,452.0,-35.0,-35.0,-36.0,-23.0,-22.0,0.0,2412.0,1177.0,1235.0,1224.0,11.0,80.0,-31.0,-79.0,285.0,88.0,-119.0,776.0,-7.72,-5.0,-4.27,-2.44,95.25,1449.01,,,8160.0,0.65,0.0,,0.0,15400000.0,377.8,,,,,,,
2020/12,다스코,058730,건축자재,162,743.4,799.0,-46.0,-46.0,-62.0,-55.0,-55.0,0.0,2495.0,1301.0,1195.0,1180.0,14.0,80.0,-181.0,-93.0,145.0,74.0,-255.0,921.0,-5.73,-6.83,-6.54,-3.4,108.88,1419.99,,,7866.67,0.63,0.0,,0.0,15400000.0,50.5,,,,,,,
2021/03,다스코,058730,건축자재,162,754.38,532.0,-36.0,-36.0,-42.0,-32.0,-33.0,2.0,2588.0,1426.0,1162.0,1143.0,19.0,80.0,91.0,-9.0,-29.0,40.0,51.0,905.0,-6.72,-5.96,-8.09,-4.03,122.64,1365.36,,,7620.0,0.66,0.0,,0.0,15400000.0,131.58,-34.9,-3.77,,,,,
2021/06,다스코,058730,건축자재,162,928.25,934.0,10.0,10.0,-8.0,-1.0,-14.0,13.0,2968.0,1766.0,1203.0,1175.0,27.0,84.0,-179.0,-49.0,285.0,22.0,-201.0,1155.0,1.12,-0.14,-10.41,-4.33,146.84,1325.18,-775.0,-7.49,7343.75,0.79,0.0,,,16300000.0,111.65,-41.9,-2.66,-1.54,0.34,16981.25,-8.68,-668.75
2021/09,다스코,058730,건축자재,162,813.0,1011.0,48.0,48.0,27.0,9.0,3.0,6.0,2985.0,1745.0,1240.0,1207.0,33.0,87.0,-24.0,-29.0,-37.0,59.0,-83.0,1096.0,4.79,0.89,-8.19,-2.91,140.67,1313.88,-582.35,-8.21,7100.0,0.67,,,,16876561.0,-34.0,40.0,-0.85,1.22,0.25,19270.59,-33.88,-141.18
2021/12(E),다스코,058730,건축자재,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),다스코,058730,건축자재,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),다스코,058730,건축자재,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,다우기술,023590,IT서비스,154,9303.11,12247.0,3685.0,3685.0,4006.0,2741.0,1226.0,1515.0,346400.0,315982.0,30419.0,15251.0,15167.0,224.0,-4776.0,-1017.0,3471.0,83.0,-4859.0,155983.0,30.09,22.38,19.81,2.09,1038.77,6884.04,,,33891.11,0.61,0.0,,0.0,44866617.0,-137814.99,,,,,,,
2020/12,다우기술,023590,IT서비스,154,9526.8,5938.0,2990.0,2990.0,2918.0,1720.0,505.0,1215.0,386222.0,353771.0,32452.0,15878.0,16574.0,224.0,-3929.0,1484.0,5288.0,98.0,-4028.0,158275.0,50.35,28.96,18.85,2.15,1090.14,7109.14,,,35284.44,0.6,500.0,,42.88,44866617.0,-137035.3,,,,,,,
2021/03,다우기술,023590,IT서비스,154,11744.6,14922.0,3629.0,3629.0,3983.0,2683.0,1140.0,1543.0,390699.0,355629.0,35069.0,16778.0,18292.0,224.0,14472.0,-2586.0,-7852.0,79.0,14393.0,158053.0,24.32,17.98,25.43,2.67,1014.07,7499.15,,,37284.44,0.7,,,0.0,44866617.0,-130553.3,,,,,,,
2021/06,다우기술,023590,IT서비스,154,12415.86,10816.0,3064.0,3064.0,3025.0,2182.0,909.0,1272.0,427018.0,385418.0,41601.0,17994.0,23606.0,224.0,-5976.0,-1787.0,7718.0,56.0,-6033.0,161282.0,28.33,20.17,23.59,2.48,926.47,7987.2,,3.28,,0.69,,,,,-133147.04,,,,0.28,,0.93,
2021/09,다우기술,023590,IT서비스,154,10252.0,13565.0,3353.0,3353.0,3470.0,2365.0,945.0,1420.0,455025.0,410917.0,44108.0,18967.0,25141.0,224.0,-16970.0,-2562.0,19242.0,186.0,-17156.0,182437.0,24.72,17.43,20.45,2.23,931.62,8406.77,,2.93,,0.54,,,0.0,,-156753.2,,,,0.23,,0.79,
2021/12(E),다우기술,023590,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),다우기술,023590,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),다우기술,023590,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
