period,shareName,shareCode,marketName,marketCode,mv,totalRevenue,operationIncome,operationIncomePublished,continuingIncomeAndLoseBeforeIncomeTaxes,netIncome,controllingNetIncome,nonControllingNetIncome,assets,liabilities,equity,controllingEquity,nonControllingEquity,commonStock,operatingCashFlow,investingCashFlow,financingCashFlow,capex,fcf,interestBearingLiabilities,operationIncomeMargin,netIncomeMargin,roe,roa,liabilitiesRatio,equityRatio,eps,per,bps,pbr,cashDps,dividendYield,dividendPayoutRatio,shareNum,ev,ebitda,ev/ebitda,ebitdaMargin,psr,sps,por,ops
2020/12,제우스,079370,반도체와반도체장비,202,2912.64,871.0,43.0,43.0,0.0,50.0,50.0,0.0,4426.0,2005.0,2421.0,2368.0,53.0,52.0,70.0,-130.0,-357.0,140.0,-71.0,1205.0,4.94,5.73,7.81,4.4,82.8,4552.49,,,23680.0,1.23,200.0,,40.53,10384000.0,2272.64,,,,,,,
2021/03,제우스,079370,반도체와반도체장비,202,2672.16,770.0,10.0,10.0,26.0,2.0,1.0,1.0,5045.0,2666.0,2378.0,2344.0,35.0,52.0,65.0,-199.0,451.0,141.0,-76.0,1634.0,1.29,0.3,10.24,4.92,112.11,4522.56,,,23440.0,1.14,,,,10384000.0,1922.26,396.9,4.84,,,,,
2021/06,제우스,079370,반도체와반도체장비,202,2393.96,1091.0,85.0,85.0,155.0,128.0,126.0,1.0,5147.0,2643.0,2504.0,2468.0,36.0,52.0,290.0,-4.0,-280.0,25.0,266.0,1398.0,7.78,11.68,9.32,4.7,105.53,4765.62,,10.74,,0.97,,,,,1885.36,371.4,5.08,9.91,0.64,,11.51,
2021/09,제우스,079370,반도체와반도체장비,202,2149.0,981.0,44.0,44.0,20.0,-6.0,-8.0,2.0,5457.0,2935.0,2522.0,2488.0,35.0,52.0,208.0,124.0,-129.0,15.0,193.0,1338.0,4.54,-0.62,7.0,3.38,116.36,4750.56,,12.72,,0.86,,,0.0,,1903.1,323.2,5.89,8.7,0.58,,11.81,
2021/12(E),제우스,079370,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),제우스,079370,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제우스,079370,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,JW신약,067290,제약,35,2450.88,290.0,15.0,15.0,13.0,10.0,11.0,0.0,1055.0,465.0,590.0,592.0,-2.0,208.0,35.0,-4.0,-7.0,3.0,32.0,255.0,5.32,3.62,-5.43,-2.33,78.79,22.96,,,1345.45,4.14,0.0,,0.0,43744577.0,2236.88,,,,,,,
2020/12,JW신약,067290,제약,35,2626.24,244.0,-29.0,-29.0,-40.0,-37.0,-37.0,0.0,963.0,400.0,563.0,566.0,-2.0,209.0,21.0,2.0,-33.0,3.0,18.0,217.0,-11.99,-15.28,-10.51,-5.53,70.97,9.59,,,1286.36,4.64,,,0.0,43936858.0,2440.74,,,,,,,
2021/03,JW신약,067290,제약,35,2460.78,241.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,912.0,357.0,556.0,558.0,-2.0,220.0,-9.0,-2.0,-9.0,2.0,-11.0,213.0,0.15,-1.63,-4.95,-2.89,64.2,0.97,,,1268.18,4.41,,,0.0,43936858.0,2258.38,,,,,,,
2021/06,JW신약,067290,제약,35,2253.59,247.0,1.0,1.0,-2.0,-3.0,-3.0,0.0,906.0,357.0,548.0,551.0,-2.0,220.0,-2.0,-4.0,0.0,5.0,-7.0,224.0,0.25,-1.25,-5.88,-3.48,65.13,-2.11,-75.0,-68.29,1252.27,4.09,,,,43936858.0,2034.39,,,,2.21,2322.73,-173.35,-29.55
2021/09,JW신약,067290,제약,35,1648.0,260.0,20.0,20.0,20.0,13.0,13.0,0.0,915.0,357.0,557.0,560.0,-3.0,220.0,53.0,7.0,-46.0,1.0,52.0,182.0,7.63,4.93,-5.4,-3.2,64.14,1.91,-70.45,-53.16,1272.73,2.94,,,0.0,43936858.0,1484.6,,,,1.66,2254.55,-206.0,-18.18
2021/12(E),JW신약,067290,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),JW신약,067290,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),JW신약,067290,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,제이브이엠,054950,건강관리장비와용품,211,1945.02,262.0,19.0,19.0,21.0,17.0,17.0,,1897.0,634.0,1263.0,1263.0,,32.0,16.0,-77.0,88.0,14.0,2.0,276.0,7.38,6.49,5.86,3.94,50.22,4431.77,,,10525.0,1.54,0.0,,0.0,12089892.0,1712.52,,,,,,,
2020/12,제이브이엠,054950,건강관리장비와용품,211,2170.92,305.0,58.0,58.0,32.0,30.0,30.0,,1999.0,626.0,1374.0,1374.0,,32.0,44.0,-11.0,-1.0,11.0,33.0,264.0,19.15,9.83,8.0,5.5,45.56,4554.93,,,11450.0,1.58,209.0,,76.87,12089892.0,1983.72,,,,,,,
2021/03,제이브이엠,054950,건강관리장비와용품,211,2190.4,238.0,16.0,16.0,19.0,18.0,18.0,,2007.0,637.0,1369.0,1369.0,,60.0,69.0,-95.0,-5.0,5.0,64.0,257.0,6.82,7.75,6.41,4.35,46.52,2329.84,,,11408.33,1.6,,,0.0,12089892.0,1979.6,144.2,13.73,,,,,
2021/06,제이브이엠,054950,건강관리장비와용품,211,2098.9,271.0,33.0,33.0,28.0,22.0,22.0,,1997.0,607.0,1390.0,1390.0,,60.0,25.0,0.0,-28.0,9.0,16.0,255.0,12.35,8.25,6.65,4.56,43.63,2366.22,725.0,24.13,11583.33,1.51,,,,12089892.0,1888.0,144.8,13.04,13.46,1.95,8966.67,16.66,1050.0
2021/09,제이브이엠,054950,건강관리장비와용품,211,1693.0,306.0,35.0,35.0,37.0,45.0,45.0,,2062.0,629.0,1433.0,1433.0,,60.0,79.0,-85.0,-5.0,9.0,70.0,255.0,11.49,14.67,8.58,5.84,43.89,2439.99,958.33,14.72,11941.67,1.18,,,0.0,12089892.0,1470.9,159.3,9.23,14.22,1.51,9333.33,11.92,1183.33
2021/12(E),제이브이엠,054950,건강관리장비와용품,211,1616.5,364.0,63.0,,46.0,36.0,41.0,,2198.0,673.0,1525.0,1525.0,,60.0,,,,,,,17.31,9.89,,,44.15,,,12.83,,1.06,,,,,,,,,1.37,,11.0,
2022/03(E),제이브이엠,054950,건강관리장비와용품,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제이브이엠,054950,건강관리장비와용품,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,제이스텍,090470,디스플레이장비및부품,199,1146.69,334.0,-22.0,-22.0,-31.0,-24.0,-22.0,-1.0,1550.0,320.0,1230.0,1233.0,-3.0,73.0,-180.0,-25.0,103.0,23.0,-203.0,207.0,-6.58,-7.11,-4.56,-4.04,26.02,1601.56,,,,0.93,0.0,,0.0,,1055.39,,,,,,,
2020/12,제이스텍,090470,디스플레이장비및부품,199,1116.47,179.0,-42.0,-42.0,-102.0,-84.0,-82.0,-2.0,1467.0,321.0,1146.0,1151.0,-5.0,73.0,59.0,-20.0,5.0,20.0,39.0,208.0,-23.39,-46.86,-11.6,-9.73,28.03,1489.09,,,,0.97,50.0,,-8.81,,1058.97,,,,,,,
2021/03,제이스텍,090470,디스플레이장비및부품,199,1037.7,242.0,1.0,1.0,10.0,8.0,9.0,-1.0,1471.0,324.0,1146.0,1153.0,-6.0,73.0,-52.0,-44.0,1.0,27.0,-78.0,208.0,0.21,3.25,-11.2,-9.04,28.29,1491.38,,,,0.9,,,0.0,,885.7,-86.0,-10.3,,,,,
2021/06,제이스텍,090470,디스플레이장비및부품,199,1147.0,203.0,-8.0,-8.0,-9.0,-8.0,-6.0,-3.0,1497.0,359.0,1138.0,1147.0,-9.0,73.0,-63.0,3.0,47.0,22.0,-85.0,254.0,-3.77,-4.14,-8.41,-7.0,31.59,1483.78,,-11.36,,1.0,,,,,935.6,-61.5,-15.21,-6.42,1.2,,-16.15,
2021/09,제이스텍,090470,디스플레이장비및부품,199,915.0,203.0,-8.0,-8.0,82.0,63.0,64.0,-1.0,1721.0,519.0,1202.0,1211.0,-10.0,73.0,95.0,114.0,128.0,33.0,62.0,390.0,-3.86,31.19,-1.22,-1.3,43.19,1571.17,,-61.0,,0.76,,,0.0,,905.6,34.0,26.64,4.11,1.11,,-16.05,
2021/12(E),제이스텍,090470,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),제이스텍,090470,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제이스텍,090470,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,제이시스메디칼,287410,건강관리기술,194,,152.0,71.0,71.0,67.0,62.0,62.0,,371.0,218.0,153.0,153.0,,30.0,86.0,-2.0,-5.0,1.0,84.0,129.0,46.5,41.16,,,142.54,390.81,,,215.49,,0.0,,0.0,70634472.0,,,,,,,,
2020/12,제이시스메디칼,287410,건강관리기술,194,,153.0,24.0,24.0,17.0,15.0,15.0,,392.0,222.0,170.0,170.0,,30.0,26.0,-12.0,-4.0,12.0,14.0,126.0,15.39,9.7,,,130.95,447.27,,,239.44,,0.0,,0.0,70634472.0,,,,,,,,
2021/03,제이시스메디칼,287410,건강관리기술,194,2824.6,183.0,51.0,51.0,-60.0,-64.0,-64.0,,519.0,229.0,290.0,290.0,,71.0,22.0,5.0,-6.0,3.0,19.0,129.0,28.08,-35.01,,,78.95,304.24,,,408.45,9.74,0.0,,,70634472.0,2891.4,44.7,64.68,,,,,
2021/06,제이시스메디칼,287410,건강관리기술,194,4325.4,200.0,62.0,62.0,59.0,56.0,56.0,,505.0,235.0,270.0,270.0,,71.0,53.0,63.0,-78.0,10.0,43.0,127.0,30.73,28.15,45.84,17.21,86.89,267.3,97.18,62.69,380.28,16.02,0.0,,,70634472.0,4431.0,115.2,38.46,16.74,6.29,969.01,20.8,292.96
2021/09,제이시스메디칼,287410,건강관리기술,194,6096.0,206.0,61.0,61.0,62.0,61.0,62.0,-1.0,585.0,231.0,354.0,347.0,7.0,71.0,56.0,-2.0,-5.0,3.0,53.0,126.0,29.38,29.78,27.61,14.33,65.37,359.71,97.18,88.35,488.73,17.57,,,,71299472.0,6256.7,106.4,58.8,14.34,8.22,1045.07,30.79,278.87
2021/12(E),제이시스메디칼,287410,건강관리기술,194,6087.24,225.0,60.0,,54.0,48.0,55.0,,703.0,260.0,444.0,444.0,,57.0,,,,,,,26.47,21.36,,,58.57,,,55.85,,13.71,,,,,,,,,7.48,,26.01,
2022/03(E),제이시스메디칼,287410,건강관리기술,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제이시스메디칼,287410,건강관리기술,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,제이씨케미칼,137950,에너지장비및서비스,205,1294.09,658.0,44.0,44.0,-13.0,-20.0,-10.0,-10.0,2336.0,1411.0,925.0,973.0,-48.0,111.0,51.0,-22.0,-66.0,7.0,44.0,1184.0,6.74,-3.03,5.64,1.72,152.63,792.91,,,4422.73,1.33,0.0,,0.0,22267814.0,214.29,,,,,,,
2020/12,제이씨케미칼,137950,에너지장비및서비스,205,1467.4,603.0,54.0,54.0,42.0,39.0,26.0,14.0,2410.0,1429.0,980.0,1012.0,-32.0,111.0,11.0,-37.0,72.0,2.0,9.0,1227.0,9.01,6.53,8.03,3.09,145.79,816.37,,,4600.0,1.45,90.0,,76.65,22267814.0,392.1,,,,,,,
2021/03,제이씨케미칼,137950,에너지장비및서비스,205,1360.95,798.0,87.0,87.0,85.0,62.0,67.0,-5.0,2572.0,1556.0,1016.0,1055.0,-38.0,111.0,-9.0,-33.0,47.0,8.0,-17.0,1285.0,10.88,7.75,19.49,8.5,153.11,858.77,,,4795.45,1.29,,,0.0,22267814.0,229.85,379.5,0.61,,,,,
2021/06,제이씨케미칼,137950,에너지장비및서비스,205,2463.75,1063.0,102.0,102.0,93.0,72.0,71.0,1.0,2796.0,1708.0,1088.0,1125.0,-37.0,111.0,-41.0,-40.0,159.0,20.0,-61.0,1469.0,9.57,6.78,14.6,5.84,157.05,922.2,700.0,16.0,5113.64,2.19,,,,22267814.0,1228.25,329.9,3.72,10.57,0.79,14190.91,8.58,1304.55
2021/09,제이씨케미칼,137950,에너지장비및서비스,205,1848.0,1169.0,122.0,122.0,149.0,112.0,110.0,2.0,3006.0,1809.0,1197.0,1234.0,-36.0,111.0,131.0,-23.0,9.0,6.0,125.0,1498.0,10.44,9.6,24.82,10.69,151.11,1021.35,1245.45,6.74,5609.09,1.5,,,,22267814.0,702.5,491.2,1.43,13.52,0.51,16513.64,5.06,1659.09
2021/12(E),제이씨케미칼,137950,에너지장비및서비스,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),제이씨케미칼,137950,에너지장비및서비스,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제이씨케미칼,137950,에너지장비및서비스,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,제이씨현시스템,033320,전자장비와기기,197,1469.93,561.0,22.0,22.0,35.0,27.0,26.0,1.0,1285.0,337.0,947.0,913.0,35.0,96.0,88.0,48.0,-9.0,40.0,48.0,179.0,4.01,4.77,7.4,5.31,35.61,854.73,,,4805.26,1.61,0.0,,0.0,19114432.0,1549.23,,,,,,,
2020/12,제이씨현시스템,033320,전자장비와기기,197,1660.8,688.0,47.0,47.0,63.0,47.0,45.0,2.0,1417.0,420.0,997.0,960.0,37.0,96.0,95.0,15.0,-8.0,1.0,93.0,170.0,6.88,6.89,11.52,8.03,42.12,903.7,,,5052.63,1.73,70.0,,29.36,19114432.0,1849.5,,,,,,,
2021/03,제이씨현시스템,033320,전자장비와기기,197,1526.14,674.0,61.0,61.0,62.0,47.0,45.0,2.0,1488.0,458.0,1030.0,991.0,39.0,96.0,76.0,-26.0,-7.0,5.0,72.0,164.0,8.98,6.97,13.83,9.38,44.42,936.72,,,5215.79,1.54,,,0.0,19114432.0,1764.54,193.3,9.13,,,,,
2021/06,제이씨현시스템,033320,전자장비와기기,197,1540.2,592.0,38.0,38.0,43.0,31.0,29.0,2.0,1456.0,395.0,1061.0,1020.0,41.0,96.0,-21.0,-61.0,-6.0,39.0,-60.0,171.0,6.37,5.2,15.12,11.18,37.21,967.26,,10.62,,1.51,,,,,1683.1,211.8,7.95,8.42,0.61,,9.17,
2021/09,제이씨현시스템,033320,전자장비와기기,197,1256.0,695.0,32.0,32.0,36.0,28.0,27.0,2.0,1485.0,395.0,1090.0,1047.0,43.0,96.0,39.0,-7.0,-7.0,4.0,35.0,164.0,4.6,4.08,14.84,11.09,36.28,995.31,,8.6,,1.2,,,0.0,,1431.0,212.8,6.72,8.03,0.47,,7.06,
2021/12(E),제이씨현시스템,033320,전자장비와기기,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),제이씨현시스템,033320,전자장비와기기,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제이씨현시스템,033320,전자장비와기기,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,제이앤티씨,204270,전자장비와기기,197,6666.02,877.0,171.0,171.0,153.0,155.0,155.0,,5197.0,977.0,4219.0,4219.0,,289.0,355.0,-143.0,-202.0,146.0,208.0,502.0,19.48,17.72,37.85,26.81,23.16,1394.78,,,7274.14,1.58,,,0.0,57848466.0,7974.32,,,,,,,
2020/12,제이앤티씨,204270,전자장비와기기,197,6569.03,609.0,-15.0,-15.0,-144.0,-162.0,-162.0,,5506.0,1619.0,3887.0,3887.0,,289.0,130.0,-510.0,673.0,408.0,-277.0,1109.0,-2.54,-26.68,17.43,11.94,41.65,1333.09,,,6701.72,1.69,,,0.0,57848466.0,7444.93,,,,,,,
2021/03,제이앤티씨,204270,전자장비와기기,197,5676.76,756.0,79.0,79.0,106.0,104.0,104.0,,5898.0,1814.0,4084.0,4084.0,,289.0,392.0,-837.0,-32.0,798.0,-406.0,1111.0,10.51,13.72,7.93,5.67,44.42,1368.96,,,7041.38,1.39,,,,57848466.0,6123.76,776.9,7.88,,,,,
2021/06,제이앤티씨,204270,전자장비와기기,197,5749.8,261.0,-174.0,-174.0,-194.0,-200.0,-200.0,,5591.0,1706.0,3885.0,3885.0,,289.0,-208.0,-374.0,76.0,347.0,-555.0,1185.0,-66.69,-76.75,-2.58,-1.9,43.91,1299.64,-177.59,-55.82,6698.28,1.48,,,,57848466.0,5608.8,371.9,15.08,14.86,2.3,4315.52,94.26,105.17
2021/09,제이앤티씨,204270,전자장비와기기,197,4292.0,485.0,-91.0,-91.0,-74.0,-71.0,-71.0,,6074.0,2151.0,3923.0,3923.0,,289.0,212.0,-276.0,322.0,239.0,-26.0,1557.0,-18.73,-14.67,-8.12,-5.86,54.83,1274.96,-567.24,-13.05,6763.79,1.09,,,0.0,57848466.0,4076.5,117.2,34.78,5.55,2.03,3639.66,-21.35,-346.55
2021/12(E),제이앤티씨,204270,전자장비와기기,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),제이앤티씨,204270,전자장비와기기,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제이앤티씨,204270,전자장비와기기,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,제이에스티나,026040,"섬유,의류,신발,호화품",134,353.08,144.0,-30.0,-30.0,-32.0,-32.0,-32.0,,740.0,377.0,364.0,364.0,,87.0,0.0,-12.0,15.0,4.0,-4.0,305.0,-21.26,-22.59,-63.84,-37.61,103.58,378.86,,,2141.18,0.97,,,0.0,16503790.0,73.28,,,,,,,
2020/12,제이에스티나,026040,"섬유,의류,신발,호화품",134,330.63,156.0,-43.0,-43.0,-47.0,-48.0,-48.0,,679.0,370.0,309.0,309.0,,87.0,-23.0,17.0,-8.0,2.0,-25.0,297.0,-27.41,-30.98,-36.2,-18.41,119.56,323.08,,,1817.65,1.07,,,0.0,16503790.0,44.23,,,,,,,
2021/03,제이에스티나,026040,"섬유,의류,신발,호화품",134,342.72,157.0,-4.0,-4.0,-4.0,-4.0,-4.0,,666.0,360.0,306.0,306.0,,87.0,-8.0,13.0,-10.0,1.0,-9.0,287.0,-2.57,-2.28,-30.54,-15.32,117.68,318.96,,,1800.0,1.12,,,,16503790.0,61.22,-81.5,-0.75,,,,,
2021/06,제이에스티나,026040,"섬유,의류,신발,호화품",134,520.08,164.0,4.0,4.0,285.0,285.0,285.0,,789.0,198.0,591.0,591.0,,87.0,43.0,257.0,-217.0,1.0,43.0,97.0,2.4,174.37,40.69,26.08,33.45,647.5,,2.59,,0.88,,,,,512.28,233.6,2.19,37.62,0.84,,-7.12,
2021/09,제이에스티나,026040,"섬유,의류,신발,호화품",134,552.0,163.0,3.0,3.0,1.0,1.0,1.0,,751.0,158.0,593.0,593.0,,87.0,-14.0,-27.0,-21.0,3.0,-17.0,77.0,1.95,0.91,49.08,31.48,26.72,649.2,,2.36,,0.93,,,0.0,,502.9,265.2,1.9,41.44,0.86,,-13.8,
2021/12(E),제이에스티나,026040,"섬유,의류,신발,호화품",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),제이에스티나,026040,"섬유,의류,신발,호화품",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제이에스티나,026040,"섬유,의류,신발,호화품",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,제이엔케이히터,126880,기계,138,1846.25,443.0,34.0,34.0,50.0,36.0,34.0,2.0,1832.0,754.0,1077.0,1055.0,23.0,116.0,-93.0,34.0,59.0,9.0,-102.0,362.0,7.64,8.11,18.45,8.24,70.0,835.34,,,4586.96,1.75,,,0.0,23193998.0,1761.75,,,,,,,
2020/12,제이엔케이히터,126880,기계,138,1957.75,419.0,-18.0,-18.0,-36.0,-30.0,-28.0,-2.0,1896.0,850.0,1046.0,1025.0,21.0,116.0,44.0,0.0,14.0,17.0,26.0,371.0,-4.41,-7.09,2.27,1.23,81.19,813.48,,,4456.52,1.91,,,0.0,23204903.0,1921.45,,,,,,,
2021/03,제이엔케이히터,126880,기계,138,1745.91,402.0,-9.0,-9.0,-4.0,-7.0,-7.0,0.0,1975.0,942.0,1033.0,1021.0,12.0,116.0,155.0,37.0,34.0,9.0,146.0,340.0,-2.23,-1.63,-0.42,-0.41,91.17,807.68,,,4439.13,1.71,,,0.0,23204903.0,1956.21,,,,,,,
2021/06,제이엔케이히터,126880,기계,138,1621.3,265.0,14.0,14.0,29.0,25.0,26.0,0.0,1899.0,842.0,1058.0,1046.0,12.0,116.0,32.0,-128.0,19.0,23.0,10.0,427.0,5.17,9.57,2.52,1.39,79.57,829.73,108.7,64.85,4547.83,1.55,,,,23204903.0,1679.0,,,,1.06,6647.83,77.2,91.3
2021/09,제이엔케이히터,126880,기계,138,1420.0,308.0,10.0,10.0,11.0,8.0,8.0,1.0,2016.0,948.0,1068.0,1056.0,13.0,116.0,67.0,-24.0,2.0,-1.0,69.0,431.0,3.39,2.66,-0.15,-0.14,88.7,836.26,-4.35,-1420.0,4591.3,1.34,,,,23204903.0,1520.3,40.4,37.63,2.9,1.02,6060.87,-473.33,-13.04
2021/12(E),제이엔케이히터,126880,기계,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),제이엔케이히터,126880,기계,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제이엔케이히터,126880,기계,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,제이엘케이,322510,건강관리기술,194,1958.66,1.0,-27.0,-27.0,-27.0,-27.0,-27.0,,483.0,176.0,307.0,307.0,,15.0,18.0,-50.0,2.0,2.0,15.0,118.0,-1951.12,-1913.37,-42.19,-30.03,57.53,1689.69,,,2046.67,6.38,0.0,,0.0,15094489.0,1897.26,,,,,,,
2020/12,제이엘케이,322510,건강관리기술,194,1501.23,40.0,4.0,4.0,1.0,1.0,1.0,,466.0,159.0,307.0,307.0,,15.0,-17.0,90.0,-1.0,-16.0,-1.0,119.0,9.38,1.3,-22.81,-17.92,51.79,1653.23,,,2046.67,4.89,0.0,,0.0,15094489.0,1510.33,,,,,,,
2021/03,제이엘케이,322510,건강관리기술,194,1354.64,2.0,-26.0,-26.0,-27.0,-27.0,-27.0,,446.0,160.0,287.0,287.0,,15.0,-19.0,-17.0,1.0,6.0,-25.0,119.0,-1564.4,-1589.74,-25.16,-19.56,55.7,1498.85,,,1913.33,4.72,0.0,,0.0,15129989.0,1328.74,-68.3,-19.45,,,,,
2021/06,제이엘케이,322510,건강관리기술,194,1099.75,2.0,-23.0,-23.0,-23.0,-23.0,-23.0,,433.0,168.0,265.0,265.0,,15.0,-11.0,41.0,1.0,2.0,-14.0,119.0,-1148.98,-1170.88,-25.92,-16.91,63.32,1363.67,-506.67,-14.47,1766.67,4.15,,,,15160989.0,1104.25,-64.4,-17.15,-143.11,24.44,300.0,-15.27,-480.0
2021/09,제이엘케이,322510,건강관리기술,194,916.0,2.0,-23.0,-23.0,-24.0,-24.0,-24.0,0.0,423.0,178.0,245.0,242.0,2.0,15.0,-10.0,-11.0,2.0,-1.0,-9.0,119.0,-1095.53,-1134.37,-26.66,-16.25,72.82,1208.71,-486.67,-12.55,1613.33,3.79,,,0.0,15160989.0,902.5,-60.6,-14.89,-131.74,19.91,306.67,-13.47,-453.33
2021/12(E),제이엘케이,322510,건강관리기술,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),제이엘케이,322510,건강관리기술,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제이엘케이,322510,건강관리기술,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,제이엠아이,033050,디스플레이장비및부품,199,368.38,145.0,1.0,1.0,-10.0,-13.0,-13.0,,916.0,590.0,326.0,326.0,,326.0,21.0,-4.0,-8.0,11.0,10.0,196.0,0.97,-9.21,-11.89,-4.8,181.01,3.14,,,987.88,1.13,0.0,,0.0,32579342.0,306.58,,,,,,,
2020/12,제이엠아이,033050,디스플레이장비및부품,199,358.68,141.0,-7.0,-7.0,-55.0,-47.0,-47.0,,784.0,418.0,366.0,366.0,,326.0,-27.0,24.0,-21.0,1.0,-28.0,178.0,-5.29,-33.16,-20.63,-9.2,114.35,-12.83,,,1109.09,0.98,,,0.0,32579342.0,287.58,,,,,,,
2021/03,제이엠아이,033050,디스플레이장비및부품,199,405.0,121.0,3.0,3.0,14.0,10.0,10.0,,783.0,408.0,375.0,375.0,,326.0,-6.0,13.0,-8.0,3.0,-9.0,175.0,2.25,8.55,-15.54,-6.93,108.97,-9.65,,,1136.36,1.08,,,0.0,32579342.0,334.8,-11.3,-29.63,,,,,
2021/06,제이엠아이,033050,디스플레이장비및부품,199,600.4,113.0,6.0,6.0,9.0,6.0,6.0,,788.0,408.0,380.0,380.0,,326.0,19.0,-6.0,-15.0,4.0,15.0,161.0,5.38,5.35,-12.11,-5.24,107.23,-7.8,-133.33,-13.65,1151.52,1.58,,,,32579342.0,542.7,0.2,2713.5,0.04,1.15,1575.76,200.13,9.09
2021/09,제이엠아이,033050,디스플레이장비및부품,199,410.0,111.0,23.0,23.0,6.0,3.0,3.0,,818.0,436.0,383.0,383.0,,326.0,-4.0,-3.0,-4.0,2.0,-7.0,165.0,20.31,2.71,-7.74,-3.16,113.78,-6.87,-84.85,-14.64,1160.61,1.07,,,,32579342.0,340.3,12.4,27.44,2.55,0.84,1472.73,16.4,75.76
2021/12(E),제이엠아이,033050,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),제이엠아이,033050,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제이엠아이,033050,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,제이엠티,094970,디스플레이장비및부품,199,464.94,249.0,32.0,32.0,19.0,14.0,14.0,,951.0,385.0,567.0,567.0,,84.0,-46.0,-60.0,23.0,27.0,-73.0,108.0,12.99,5.69,0.15,0.09,67.88,561.51,,,3335.29,0.82,0.0,,0.0,16748240.0,428.14,,,,,,,
2020/12,제이엠티,094970,디스플레이장비및부품,199,485.52,274.0,92.0,92.0,45.0,33.0,33.0,,1200.0,622.0,578.0,578.0,,84.0,114.0,-182.0,158.0,5.0,108.0,248.0,33.56,12.03,9.39,5.54,107.78,600.91,,,3400.0,0.84,50.0,,25.33,16748240.0,393.62,,,,,,,
